label,plan,nprobe,num_threads,qps,avg_tm_ms,reported_recall,recall_at_k,inverse_ratio_at_k,inverse_ratio_min,inverse_ratio_p01,inverse_ratio_p05,inverse_ratio_median,inverse_ratio_p95,inverse_ratio_max,result_ids_path,result_ids_bytes,result_ids_sha256,qps_path,qps_bytes,qps_sha256
candidate_np50,candidate,50,24,74785.516,0.3209611,0.94251,0.9425100000000001,0.9987762844304683,0.983780070929694,0.9910941767791489,0.9947458796664277,0.9996950890484676,0.999988653686749,1.0,/tmp/saq-ratio-a3/deep1M_sample100k/b5/candidate_np50.ivecs,404000,98c49cbb14aab8b20ca44b42aac33889fada850330e46354bce1d24aa1ae2c1e,/tmp/saq-ratio-a3/deep1M_sample100k/b5/candidate_np50_qps.csv,122,6a44a8de17705aa8a8fab0f044517d93f9ce8116708f868ee3ed1b6d20c7b468
candidate_np100,candidate,100,24,49415.926,0.4856955,0.96687,0.9668700000000001,0.9996591987801874,0.9933040397597968,0.9968485523902043,0.9983278639537163,0.9998927742880707,0.999991728454402,1.0,/tmp/saq-ratio-a3/deep1M_sample100k/b5/candidate_np100.ivecs,404000,7b64f22566010569dc94ae6f8c716bb3dcba4977f380cce791fc395c4f23dc40,/tmp/saq-ratio-a3/deep1M_sample100k/b5/candidate_np100_qps.csv,125,c67970d9761b46c59599edb8302e5a110033e05c6666ce7a95f29c611e36cde3
candidate_np200,candidate,200,24,31404.799,0.7642259,0.97241,0.9724100000000001,0.9998775344017967,0.9983756322401519,0.9992983184013526,0.9996503521813184,0.9999165377950436,0.9999923097098333,1.0,/tmp/saq-ratio-a3/deep1M_sample100k/b5/candidate_np200.ivecs,404000,5432ef38cba647849d814018fb860794bf187588bb4979e52f02d92426630ad7,/tmp/saq-ratio-a3/deep1M_sample100k/b5/candidate_np200_qps.csv,131,2d3bb47c3166658d22f0de8f64e4583ed2350f4ed6f7c01078cfaec37d78fa58
candidate_np400,candidate,400,24,18789.006,1.2774158,0.97304,0.9730400000000001,0.9999035051778937,0.9994282778251457,0.9996335493051552,0.9997614769209354,0.999920140098997,0.9999923878439111,1.0,/tmp/saq-ratio-a3/deep1M_sample100k/b5/candidate_np400.ivecs,404000,2231840a4683bd18ad4254629ed631d1e0597f5af4fc32af232337023f8f74e6,/tmp/saq-ratio-a3/deep1M_sample100k/b5/candidate_np400_qps.csv,133,c5fc4cd323df4f02a54f04c745eab7526fba045951c1c8b36577e4b3f8fa015c
default_np50,default,50,24,67513.39,0.3555162,0.9518,0.9518,0.9988428446200969,0.9838430671380299,0.9911864590190561,0.9948003782865574,0.9997696887856649,1.0,1.0,/tmp/saq-ratio-a3/deep1M_sample100k/b5/default_np50.ivecs,404000,dffa58b0c28f0dea4026dfdc3a922d75e647822c4c6a5fc7260781103137d54d,/tmp/saq-ratio-a3/deep1M_sample100k/b5/default_np50_qps.csv,122,d6f01998bb2881b8f090f79d1687923645b01c4b9fb93ce3bb3a954a9c91b0bb
default_np100,default,100,24,45246.438,0.5304619,0.97973,0.97973,0.9997287101917338,0.9933426565874182,0.9969371359961933,0.9984450856531599,0.9999764571478236,1.0,1.0,/tmp/saq-ratio-a3/deep1M_sample100k/b5/default_np100.ivecs,404000,40ee11b51ed63e5a32ae6b72482323414930497b6a818a4d9b6a8af61d31ffc1,/tmp/saq-ratio-a3/deep1M_sample100k/b5/default_np100_qps.csv,124,f9ad27644304df819b8efec95e2fb2f49e8dfe1b8dd3273548e9e3e4a3ad1a91
default_np200,default,200,24,29153.918,0.8232431,0.9867,0.9867000000000001,0.9999486142910721,0.9984014806588805,0.9993544459607233,0.9997365207135518,0.9999843044957932,1.0,1.0,/tmp/saq-ratio-a3/deep1M_sample100k/b5/default_np200.ivecs,404000,950118254a35be060e56897db2a53c1cf07e05f271696eb87458518f15c1a659,/tmp/saq-ratio-a3/deep1M_sample100k/b5/default_np200_qps.csv,132,21541bef13a5a0a5aa10873cb8cc35072431f92c5a0f089560290360d03a2007
default_np400,default,400,24,18015.957,1.3321956,0.98752,0.9875200000000002,0.9999749402315499,0.9994546998199141,0.9997033287124812,0.9999232543229826,0.9999861096781657,1.0,1.0,/tmp/saq-ratio-a3/deep1M_sample100k/b5/default_np400.ivecs,404000,b8ab6d118e1650da753d0684c476df561e27c6eb76262eb6ec619eec384e2dd2,/tmp/saq-ratio-a3/deep1M_sample100k/b5/default_np400_qps.csv,132,3dfdfeab47d3c70134733ef85997012e3cf3a2b7f6e757c2096c3657510398d4
