transform,baseline,plan_control,rotation_seed,stage,transform_stage,pca_stage,stage_match_type,metric,better_direction,query_count,transform_mean,pca_mean,transform_minus_pca,descriptive_direction,matched_budget
identity,current_pca,native,0,full,full,full,common_endpoint,mean_per_query_candidate_rmse,lower,128,0.00839823748451,0.00168236720952,0.00671587027499,favors_pca,false
identity,current_pca,native,1,full,full,full,common_endpoint,mean_per_query_candidate_rmse,lower,128,0.00835859913876,0.00167930590519,0.00667929323357,favors_pca,false
identity,current_pca,native,2,full,full,full,common_endpoint,mean_per_query_candidate_rmse,lower,128,0.00837772312155,0.00168400632866,0.00669371679289,favors_pca,false
identity,current_pca,native,3,full,full,full,common_endpoint,mean_per_query_candidate_rmse,lower,128,0.00837757931752,0.00167933435596,0.00669824496156,favors_pca,false
identity,current_pca,native,4,full,full,full,common_endpoint,mean_per_query_candidate_rmse,lower,128,0.00837009387554,0.00168471465923,0.00668537921631,favors_pca,false
identity,current_pca,native,5,full,full,full,common_endpoint,mean_per_query_candidate_rmse,lower,128,0.00839593546816,0.0016801213046,0.00671581416355,favors_pca,false
identity,current_pca,native,6,full,full,full,common_endpoint,mean_per_query_candidate_rmse,lower,128,0.00836406576173,0.00167954922156,0.00668451654018,favors_pca,false
identity,current_pca,native,7,full,full,full,common_endpoint,mean_per_query_candidate_rmse,lower,128,0.00839594444907,0.00167743477012,0.00671850967895,favors_pca,false
identity,current_pca,native,8,full,full,full,common_endpoint,mean_per_query_candidate_rmse,lower,128,0.00839994038146,0.00168227518321,0.00671766519825,favors_pca,false
identity,current_pca,native,9,full,full,full,common_endpoint,mean_per_query_candidate_rmse,lower,128,0.00837561695922,0.00167964673165,0.00669597022757,favors_pca,false
identity,current_pca,native,0,full,full,full,common_endpoint,pooled_candidate_rmse,lower,128,0.00847899103428,0.00183249958282,0.00664649145145,favors_pca,false
