query,candidate_count,candidate_ids_fnv1a64,exact_id_distance_fnv1a64,exact_best_id,exact_topk_used,exact_topk_ids,exact_topk_boundary_distance,exact_first_outside_distance,exact_boundary_gap,exact_reference_scope
109,1557,c8768725ae2c3c94,0c5dccb97404560d,6301,100,"6301|33604|35217|45420|36832|18944|15736|46653|33597|57823|37069|49288|40433|40731|59944|23842|36098|38711|5886|35128|57291|29997|28513|52163|47534|33518|51660|11816|27572|36955|15766|30572|32875|44232|11553|32134|31906|56387|7712|7049|4825|24047|23055|47452|5314|56938|45913|43782|1008|17761|52037|12454|9819|54795|32524|49324|6037|50911|44313|36532|11718|34926|12659|18387|12440|16321|46143|36996|48063|2912|29331|54844|37800|41213|5429|28508|39744|59477|25950|13222|18129|32900|41866|15672|21891|42111|1274|25229|41871|29886|1826|3965|23298|20818|23769|3756|15012|47722|10278|55681",0.70749520661100807,0.70845335725183078,0.00095815064082271917,canonical_raw_float64_squared_L2
110,1840,2fc4bc850237f335,5c1ade8c72a54bbf,6345,100,"6345|55555|28290|8338|2717|58703|41333|14490|52858|33706|15426|59729|44033|54172|44832|9451|12931|34728|7280|32658|39111|35740|3506|10993|45257|15432|32898|59952|6533|31958|52385|14750|59353|16399|17659|55661|59205|3960|22961|34299|47929|24159|10541|13787|0|44290|38108|59622|23293|59829|15660|11952|14741|38489|13159|39233|28854|15686|47590|8269|36234|57203|50039|17451|30884|416|13663|4620|53667|31337|24037|23828|20663|51415|11145|52592|52054|10873|45245|32821|12716|25675|24327|7293|59146|1165|38944|43848|24171|5894|6760|45583|53431|29398|17510|7319|16224|45452|27892|3948",0.65548920486311335,0.65563762628781797,0.0001484214247046145,canonical_raw_float64_squared_L2
111,1937,2619708bfb4d591a,716deebd065d2ec7,6354,100,"6354|39606|637|371|35744|1705|4559|35916|19082|29542|31108|57188|2322|54515|8272|1580|30467|49519|13903|52341|25792|44987|12709|14153|47547|39127|39716|37605|7877|16840|58293|50357|20365|38130|4969|58145|5423|44334|49886|47018|51161|27253|552|6506|18652|26676|59360|52803|29531|53539|29735|4472|46112|21092|26084|22828|15620|20998|54308|48319|43415|36011|56335|14708|5849|19482|9215|19258|26429|42881|53321|58730|33652|20640|15149|4470|8236|36236|30887|13707|39295|7776|15509|56708|22832|11807|34566|55883|47374|49352|46790|29233|22142|5130|46445|15040|20593|13814|18466|17166",0.68353350195635176,0.68357173882351197,3.8236867160201804e-05,canonical_raw_float64_squared_L2
112,2079,08920b39e34623da,d745d15399d29569,6406,100,"6406|41484|41033|16113|35929|10516|47792|22939|46829|2617|42446|55047|14654|53521|42367|29836|6518|11008|264|38963|53808|15504|56351|26846|53660|7663|15000|3438|2403|58241|43720|49570|36100|871|40349|303|35719|45601|31286|15107|11033|48463|27460|39803|48689|15671|38214|36289|23805|23583|54673|44179|39245|33802|11856|33464|7868|13776|29338|11352|24587|18624|28679|2333|53070|59272|56089|6075|24899|35169|37945|59973|6716|17514|11014|974|36560|48869|9574|12181|38631|17963|4804|21573|51525|51883|57227|4452|51093|19386|55886|14782|12430|6127|32058|42631|42871|24476|457|51946",0.35499887651994999,0.35516208978341701,0.00016321326346702136,canonical_raw_float64_squared_L2
113,2109,390f7e46f7e06cf7,26eb37c4547d092a,6431,100,"6431|41169|16849|41173|38481|537|3149|47247|58949|8125|37634|3045|23957|28863|25317|14198|25308|47515|38393|4768|18989|19112|27675|47025|28358|52175|54704|19260|34251|54011|55087|59958|45612|4667|59609|4818|24218|44572|28581|55974|27272|56178|25978|40338|36348|59369|59299|23393|10219|47927|12541|12404|48313|22452|6081|52312|27085|44793|26393|13586|54480|4541|46323|14661|34470|8532|12385|48152|22160|16923|3239|41503|59623|51359|10214|22670|12562|13381|10594|36805|4055|24788|50987|38227|20296|16220|32909|1734|10719|24647|47787|7756|59559|5068|57740|23875|22311|2952|753|56016",0.78949597458440446,0.79091769522970856,0.0014217206453041031,canonical_raw_float64_squared_L2
114,2052,08ab1268884eaa67,aa0574d822c06de8,6444,100,"6444|56116|23119|9929|12593|33311|37436|24442|40763|21011|18245|16377|21009|12974|16436|50181|13948|47720|11894|54966|28508|57433|15156|59261|50039|55910|7331|42177|534|47929|17332|18387|16321|47739|42858|23298|41708|27472|52889|21382|19022|38692|15660|10432|14041|16431|12278|16510|56097|46267|20663|38346|24176|47621|39445|28723|53773|18852|8205|30345|21778|11062|34779|50533|44118|28990|3524|31111|26910|45545|56312|54069|56365|21108|53819|40585|59477|32642|34281|51380|23354|7815|10849|4465|3426|58045|9433|28528|13333|31818|34924|36567|2167|21239|48444|3867|41184|44024|55550|56929",0.58514862645906196,0.58528322695227697,0.00013460049321500911,canonical_raw_float64_squared_L2
115,2342,cb2ec4410393c113,c9b61ffddb757f50,6490,100,"6490|54108|43070|18050|34265|14879|37903|41548|10775|48447|12570|32709|43567|7029|39475|34432|7422|53588|17870|27044|49443|59795|34272|10357|10653|49412|12108|56850|22793|38124|12811|55026|36486|35600|22813|21072|19077|56946|42035|22572|9395|40908|20049|43078|34932|43157|8763|58888|59825|11028|31191|51015|45267|45751|34013|13283|22909|8289|18888|29462|38768|28892|21329|21813|29780|23914|2826|42380|15446|26100|33513|12398|52025|22857|26758|48738|40550|44765|55354|56065|58899|19588|41684|11371|11823|14772|59762|57189|47960|46895|10452|5428|53550|43335|19168|41085|41777|55740|26060|47479",0.48876179361350125,0.48902083512601069,0.00025904151250943919,canonical_raw_float64_squared_L2
116,2929,60840ede4091313b,78413322f2d96641,6554,100,"6554|1837|26834|29889|14513|42553|20148|40879|32228|2787|20766|2116|58423|2400|45889|36600|56705|51637|48789|27474|15409|26469|9208|11743|21247|13295|57822|28322|58792|13687|32689|11191|12316|53671|15338|13875|29419|23413|41287|33555|16674|41656|57589|52556|42229|12689|20966|51771|8546|39377|55664|32024|5785|54732|21908|28203|9753|45383|28313|55616|30499|31948|30143|16687|42893|28461|22940|25039|57264|47477|55022|59701|56013|29550|24992|31160|9060|2043|17072|14188|9256|7820|40309|38825|4279|58954|9924|24187|48525|14607|31299|19551|36784|9515|53098|21722|29528|31515|11406|52671",0.54526161311090682,0.54603358975591398,0.00077197664500716634,canonical_raw_float64_squared_L2
117,1721,2c8a43a166eb2154,0abbe6af12caaed0,6581,100,"6581|21612|5148|55713|44957|24981|28854|38306|37109|9607|15991|47976|48325|39472|32431|6297|50405|40133|51228|6254|11274|47209|2475|54073|41778|1503|38171|32858|58090|10424|50575|35615|40360|46960|47683|3107|30033|34644|39562|51094|34221|1588|25333|13365|21543|44980|35639|34884|8467|20274|8709|46291|18978|26111|16546|37291|13537|30016|35640|8732|23257|8509|50146|29843|59025|18103|27102|29411|8527|26486|35918|22082|12779|17554|20706|17902|59683|20541|22039|2144|57846|20292|49320|17706|14478|57130|8536|34686|7065|27519|58870|52277|6095|56487|5755|4547|14559|5151|16285|6092",0.90761517070717823,0.90772169740716935,0.0001065266999911163,canonical_raw_float64_squared_L2
118,2335,f28b1b7a424fd40c,595dad15f820ec31,6642,100,"6642|55661|31064|18556|43032|34506|14600|53258|4639|3408|53026|50745|43446|2400|56723|1373|4710|2425|55557|50756|1716|31446|50860|53095|3627|17040|52683|56870|44110|33340|33106|53697|1644|37834|13560|39066|5490|16865|41142|51415|15338|41982|46017|52834|57804|55555|46158|55676|30719|53949|46049|9661|55885|3970|5748|31146|49192|12237|47556|52283|18021|4862|9201|42038|47318|29422|42550|6110|57256|8720|55334|8824|52858|48533|35326|14730|7417|11697|54829|34306|52115|38474|29041|24794|4098|36895|32854|2216|32093|29037|32756|35767|55812|47922|11441|51650|12514|3506|58164|4175",0.56089974771031637,0.56090057733678811,8.2962647174333881e-07,canonical_raw_float64_squared_L2
119,1428,01bff1122ef8a98f,6600131355f487c1,6689,100,"6689|16168|34440|7355|56932|50686|16715|21233|59979|17186|55482|4665|3239|16220|33019|9981|2548|15608|13343|29990|9856|25770|34367|25899|28738|24314|19802|5136|10331|59934|38556|7250|9264|34934|47234|43306|38859|47905|30988|14449|17765|38379|13653|41468|22821|877|10108|51246|11367|31986|34741|17512|16224|26468|44905|46374|54248|37050|23941|37100|1842|21961|4688|20735|36104|6491|41909|5450|46809|2263|47459|2208|50061|15505|9349|47422|14741|56697|35623|10318|43921|6327|47890|50328|15637|17047|40506|24708|44249|34773|6692|57342|56597|17997|23067|18873|51097|28235|47724|19999",0.90438392500561815,0.90453321262123576,0.00014928761561761039,canonical_raw_float64_squared_L2
120,2330,eb515d9ea979b996,a75166b1c6ae0efc,6917,100,"6917|27092|36330|30707|32013|6133|7596|34565|49457|57791|28872|560|16500|16874|55102|17663|44584|1669|14157|11779|50748|43450|55424|21189|50603|46719|38996|36726|20149|15765|23181|47809|40333|42185|51148|45437|9635|38845|1609|37923|51303|15673|12619|7410|23289|38917|43589|13673|47184|120|33879|26299|34384|57262|33233|3847|55169|17831|8017|41194|27295|3164|51154|54075|800|29503|45532|37075|59917|4588|40023|46076|18174|47278|13403|11548|58747|383|30146|41518|9038|31466|57190|58893|52123|12014|4816|52074|54110|45878|36913|1540|47552|58997|59309|8611|26536|19387|49038|44259",0.48986678441716813,0.49154462992291809,0.0016778455057499531,canonical_raw_float64_squared_L2
121,2042,66d9bcb2f32388ae,d9389bae423f80ae,6991,100,"6991|19034|5104|9869|12706|188|55083|27564|56176|21282|5562|32158|38473|3929|24407|39361|23341|59674|21184|33790|51707|41571|35047|5352|22127|5884|7692|39434|19593|31703|20901|58355|26681|10129|23242|38501|18000|39279|21988|30697|51695|52116|31722|25010|10996|48449|25020|953|14683|40605|54540|8560|8428|38383|50442|50504|34860|28543|28567|1796|17403|26117|35402|24640|21289|15159|25073|3858|102|11275|48340|13504|45959|970|4618|38277|43591|59628|3596|51980|1262|7594|53225|25001|15038|53365|9302|26065|51727|59207|47512|32175|45059|30775|118|18357|49873|27733|50285|6579",0.6028546365149986,0.60293336405373876,7.8727538740164249e-05,canonical_raw_float64_squared_L2
122,2028,ff5a19a88eb9ecdb,d31cad3562e32c24,7003,100,"7003|43877|57788|49062|437|47006|23115|52529|29662|37501|39190|24912|18602|17234|41140|6125|33283|55513|9775|40094|8071|4937|57179|51443|13441|48582|23717|26251|42436|12567|52743|17541|39923|19230|54309|9855|58110|14251|56293|49265|10889|39461|45661|12766|9376|11738|31609|24727|5850|42086|10698|43606|7071|12151|3262|2768|36607|2351|57067|50820|55881|51767|44225|4349|46639|33006|30354|16255|27570|1814|22735|27342|58083|34148|17061|39657|47494|2141|6962|6171|1140|3749|12031|11903|20945|26774|48497|42946|36917|15125|40312|55417|7786|36044|1986|51575|37825|50901|14844|36967",0.56651657653304166,0.5666228392242928,0.00010626269125113552,canonical_raw_float64_squared_L2
123,1849,2d1871cffddba3eb,cf8af08d69c1e8b7,7019,100,"7019|17860|26443|52164|54237|58938|36844|45535|1605|11645|11472|59588|46634|52616|30650|16250|34616|9690|56585|41138|58772|20549|46679|51837|42318|12424|9765|43986|40661|39997|48322|31776|41607|20501|32647|31512|9054|57013|43371|44466|14167|18879|1047|45077|30693|19570|47606|55285|578|41768|48279|37257|22306|35948|18654|7286|54948|32958|21604|59803|57570|52258|9561|9745|24466|14964|17111|24725|49849|23983|27465|43117|30362|19500|5144|8757|18420|59436|58764|1304|43853|56471|1844|25479|4403|26080|55970|59455|24580|13366|54465|2765|53152|30471|4951|32737|18027|38166|14209|25611",0.60907411951871726,0.60913071289017884,5.6593371461577391e-05,canonical_raw_float64_squared_L2
124,1912,0cfbdd2ce7f48feb,901f07c434b6f28e,7293,100,"7293|56310|30349|40799|46524|17195|22416|33706|12931|30498|47893|23935|14043|26545|24037|13034|23874|56709|30085|18732|7128|42865|2527|7319|43994|32284|56220|46378|37317|20432|50039|59530|3948|59422|38373|57476|41491|12987|19596|56018|41583|46727|42038|38004|13787|55560|10993|24796|52157|18074|16957|59729|4394|34044|5840|25675|51000|47929|42745|51244|14957|17094|54907|24098|8817|12514|20495|58263|50200|1531|1851|23443|13111|19958|12237|32145|58080|20332|11820|18858|45066|26153|33579|45452|4844|2465|54172|21672|25249|4033|9421|1525|58703|55661|46149|58245|47161|18128|48007|27539",0.63470546388515392,0.63515198389653538,0.00044652001138145714,canonical_raw_float64_squared_L2
125,2108,5fadd161f0828cd8,b405585185ef108f,7311,100,"7311|48347|7972|45301|28456|58895|3092|56872|15137|9525|24104|31837|45927|8858|24644|18198|47381|55585|56748|7998|29624|16034|40104|26305|24111|48472|39789|45163|54510|51585|2826|35525|18075|52297|48108|38885|2258|10356|28777|33960|18287|34736|28733|51446|23757|14078|35656|9702|38810|2702|34953|39595|56676|20471|44330|55255|12108|30683|16805|51730|32376|57340|10220|8063|29293|22326|9128|33601|48649|37694|47257|34938|52856|43933|33386|34764|57558|32342|49274|12512|27193|52264|40096|49808|12030|30880|51705|41900|23394|19250|6498|5128|14371|24196|20302|8081|59795|31161|53184|25462",0.65266943891621798,0.65318703377592913,0.00051759485971114572,canonical_raw_float64_squared_L2
126,3140,5f1d79a108544985,5b011da086dfe125,7388,100,"7388|11406|39237|41287|2575|2253|46587|48884|960|9468|37682|27494|51788|44041|4130|2393|15925|20608|53605|32997|42836|22428|14200|12124|437|57788|2400|16674|30143|23821|2056|30390|45221|2424|32825|10647|54575|35857|30249|52275|10719|26231|30367|9543|24218|46490|31948|46467|45229|54669|33038|33885|10877|53581|17546|44365|11003|28374|50380|51336|31175|59038|34193|54535|45022|15960|12684|57299|30700|47442|939|31515|9952|22709|19551|54033|14469|52629|15165|21038|27474|52671|23|55022|22953|56013|13049|49062|14480|21435|17363|21509|51669|53885|32525|21908|58588|47071|8557|14906",0.42483865948240102,0.42497040864248481,0.00013174916008379389,canonical_raw_float64_squared_L2
127,1941,7c854780431eae2c,faaea68d36e75c76,7452,100,"7452|25693|58062|2509|38063|35723|31240|58505|26014|44813|27092|8731|11503|21076|32299|18149|48330|23102|11779|9643|39857|41692|9605|18082|19312|42837|15695|6327|1949|56862|6104|4336|36197|20445|39496|1004|12549|49839|42752|46980|18521|29293|13552|57036|10582|24393|5872|34826|20029|51919|22770|17649|37350|50509|59443|45519|29074|45005|56537|22742|26617|38787|44605|20586|42648|59505|16053|34996|21255|6379|23176|46799|51245|50419|41101|4188|13805|44226|50227|8274|13282|29755|35267|55679|59231|28428|27295|3936|17392|42817|53991|3801|28961|32630|15625|11016|44187|57262|52720|8239",0.64951745738881039,0.64997355857628691,0.00045610118747652084,canonical_raw_float64_squared_L2
128,2537,4601d3f34663c65b,5619c83839dd7782,7484,100,"7484|37947|49830|11061|26167|49567|33183|27349|18199|26332|49188|46801|425|33245|18114|49290|46477|51186|56920|17149|10661|43059|28953|29726|42811|12020|56669|2641|22346|43490|30763|14630|49827|10883|41864|47626|42835|12102|59371|36769|39170|16632|2133|26279|42098|9176|54530|420|4897|852|8455|47548|2817|3297|18053|8270|49835|32394|31007|56699|14550|47433|57813|26338|55900|4398|46443|9631|37064|34620|24165|1188|47711|34825|38002|35765|23064|4702|15174|50854|46761|59290|38543|21246|21403|16709|9386|35010|4697|33093|7934|7130|11362|51712|41990|9199|30551|57189|56914|19410",0.41554542886918716,0.41589730932702562,0.00035188045783846045,canonical_raw_float64_squared_L2
129,2292,6f0b9571fc740153,044b043447e7715a,7508,100,"7508|45240|40785|57194|5091|41363|52896|57826|7980|21519|8138|10965|40576|49897|43489|47652|27709|11306|28491|40124|32618|50815|26666|12902|57983|32676|25072|44289|3115|36455|53123|24216|40122|51253|20829|21043|19626|47978|25691|18055|51838|53488|19871|19111|9882|29938|42726|53834|31328|1565|42534|25069|36238|15100|3980|36991|57535|57311|26483|58915|23960|23820|46668|16775|2280|36297|44984|53425|50517|42183|30019|56649|7702|15062|24093|25910|55449|42799|11037|27434|51047|15535|3501|7438|19546|54846|9059|37147|13512|36636|209|18832|1621|44901|10822|34619|48133|52412|51372|2827",0.58001805642898008,0.5800931489195349,7.5092490554817815e-05,canonical_raw_float64_squared_L2
130,2624,bfb6eba4335ffc99,7ca7cd65ea18c53c,7542,100,"7542|19936|50655|27749|4651|21785|53650|21365|656|49535|19576|36365|17438|35202|41635|47093|16734|20724|29674|14756|34499|35954|9067|47368|45521|48350|16527|22582|13299|4766|4765|18451|19916|38368|20563|18053|2817|2658|15214|55721|14463|9903|43194|29611|16235|8899|56366|17899|8042|41325|2804|55331|51194|8466|43814|23865|27431|33029|889|12438|4807|59371|19852|45074|19730|27986|49471|21945|36137|14752|42329|12951|9199|18900|16097|45447|7283|35569|891|34482|53968|42014|58317|45837|39590|17127|33695|43059|35934|47561|6916|100|9786|56858|21253|21903|46964|38374|51778|11061",0.41203675508813264,0.4121898960790239,0.00015314099089125399,canonical_raw_float64_squared_L2
131,2151,2e2515cc72b2f409,a97894308bf7c177,7554,100,"7554|14338|18014|683|39977|2040|26978|29339|13003|11126|47472|24653|59055|13096|49931|54943|44282|7918|37691|745|12302|57605|482|29560|49322|10719|20803|26192|54043|57706|7133|38517|53326|99|1659|2793|50659|14474|52013|33247|34322|42560|15419|6035|24310|18135|8654|14586|960|9506|9256|53460|31009|6595|7916|36687|13441|15382|19204|21807|307|49787|4062|2393|41824|21461|34994|31733|13881|19711|4103|56841|24218|15042|31748|43978|40623|35945|57810|54377|30920|8454|20007|42099|17151|1367|36388|30215|6824|640|17843|4101|36318|20251|36008|57639|44239|37119|59464|23968",0.65480125588415006,0.65500903949965361,0.00020778361550355395,canonical_raw_float64_squared_L2
132,1546,3f9a28413a1b532b,e02b1c4b96054874,7571,100,"7571|1725|40174|15924|21783|47494|11085|56642|16133|24314|7881|50614|41282|39614|12019|34136|51914|49221|10769|57386|10225|45415|31460|46980|38314|16628|39084|38361|54597|47938|55851|12567|59325|7601|5602|20855|53200|28155|28475|56901|55713|12885|21235|15562|31637|26384|51302|29327|27831|40095|4151|21411|26960|47845|58382|20624|26898|32207|21400|37874|45726|50381|19487|49786|999|17265|33486|43056|7891|33579|37515|32707|21769|26402|37218|18374|54997|45538|26445|36948|54887|44612|54383|11052|23702|36957|3532|43397|44124|20210|37231|8850|43696|8107|22639|29662|30038|8266|6360|50093",0.76377549772286613,0.76378728283253494,1.1785109668815963e-05,canonical_raw_float64_squared_L2
133,1842,88cb71d4da76b9f7,741ed5abd0aab2b4,7587,100,"7587|48116|14209|11645|49849|59797|7286|51352|54948|12748|45574|59618|47823|14092|48675|40076|55335|26741|23116|57277|9765|59351|26456|36315|3354|6330|52450|24566|2588|52819|34127|3687|4262|51187|24665|55560|16558|38426|7176|57973|26443|46679|16575|56446|6087|47039|37847|59536|41607|23477|17964|31607|1605|34878|30693|27899|57013|2363|57481|10560|45465|13715|44466|7019|26209|13499|44557|49251|28290|50961|14167|56177|14962|16250|34336|255|14100|13870|55480|4533|57537|33611|58398|50439|21847|21845|48538|28906|28926|6831|45977|40171|6130|46357|5749|22490|46578|15631|8865|5624",0.64535843581598606,0.64600483132107189,0.00064639550508582833,canonical_raw_float64_squared_L2
134,2474,a488ce1eab99a842,4fd9b16475bff08c,7642,100,"7642|5944|31515|53098|42636|1547|33038|22832|5857|29528|46325|2310|8236|58681|48716|46112|56446|24664|31775|54730|4609|45022|34559|41656|14513|42080|27253|31585|59893|47547|51771|32997|3617|8819|43736|44260|21619|39541|59837|33555|31167|48846|12166|44041|24320|52547|43860|38896|49359|3418|9498|9724|4905|10815|45583|23144|53539|42881|39705|16328|46383|45877|40309|48279|59547|2875|18652|39127|2116|49720|39233|14787|51799|14827|2484|19262|32482|48955|47484|47951|49519|39537|4947|2276|36069|20192|673|24040|29582|21694|42418|14697|53526|33667|17248|34076|3213|46587|18264|58855",0.43724493245617141,0.43759878385319417,0.00035385139702276414,canonical_raw_float64_squared_L2
135,2757,56dc40c89f64a9f9,fa5fbf1cb3a2bbb0,7791,100,"7791|47537|5839|50411|18394|43271|51311|53265|4298|36484|54512|32726|11141|19172|1996|29782|33500|35461|45325|379|41867|26784|50482|16072|1323|1439|33206|49184|6773|1688|1770|38599|54145|42247|28599|48227|35256|20574|23728|58117|49177|35345|52456|49130|21755|49821|47456|48491|20942|32234|54649|40048|9796|40391|8660|45372|4222|28115|46175|43505|49134|16140|27171|33521|16830|17685|3353|6667|15241|54316|36579|51011|11676|30860|1853|53399|49625|8429|25111|14334|38949|22400|8849|18231|811|17890|26438|32721|12231|38617|44727|24748|25853|40402|28279|38901|33942|42236|46392|56342",0.2533673185831995,0.25340623335230872,3.8914769109221758e-05,canonical_raw_float64_squared_L2
136,1321,35bb4e43b573bc5e,4de1ddbaab86669e,7919,100,"7919|48829|47034|55577|5424|26248|26965|47056|28171|37193|25805|39457|30431|24279|38257|11474|24771|19286|33824|21388|26211|24215|48102|58729|41707|56889|39430|31036|19958|13135|34661|48642|27233|814|49829|29312|31006|1093|84|59945|2105|5892|36278|59166|34240|13692|31118|14884|36418|12339|15365|48229|10471|18815|38168|41491|12423|42447|11124|55840|2969|29434|12871|38062|38401|35865|18281|31224|42234|34775|58461|41564|28118|2117|40133|14998|16703|28905|43380|26386|3343|22701|28597|8403|44929|33469|29562|11699|42494|33616|22464|15818|52285|18952|51236|31345|2713|57015|5714|7098",0.88705126392937306,0.88755270468703429,0.0005014407576612312,canonical_raw_float64_squared_L2
137,1854,699a1ebb712e325e,eb43c4f209d582d5,7932,100,"7932|11847|4445|28330|41618|42599|1156|636|21771|39064|25452|10862|27165|59331|40208|35452|15473|20564|41252|54309|54632|59304|14050|18869|52320|16134|26125|20908|15501|59386|25919|11498|58972|26770|30118|7785|20483|54640|12979|25171|31296|12661|50550|37777|14784|48497|1411|35318|36575|35721|10947|47831|16609|30698|9794|39515|39991|19905|46631|58611|15511|28808|48695|19638|26221|11300|27617|16680|33666|53470|26700|48166|4677|59419|39625|53868|27248|42423|25895|49810|56570|52419|7895|21652|21269|34854|853|47576|23327|51498|39799|39700|27619|56420|17698|33896|59517|13437|45678|44233",0.75668695535843855,0.75724101784742781,0.0005540624889892598,canonical_raw_float64_squared_L2
138,1920,81af0c341ca05b1e,0e8a578091f45528,7956,100,"7956|29989|35237|17089|51484|5333|4322|47064|57521|32922|24112|44852|15985|58555|2995|21832|19225|53737|4242|5340|6929|33319|52120|25276|17340|24361|33462|34259|27492|40020|36465|55955|45973|9914|35311|38498|25550|36197|55203|9296|14383|40530|10582|22781|39646|14331|52827|19340|9907|11012|55544|41856|49991|59485|8179|26527|35955|14175|11339|44593|55251|15695|23804|26014|33142|24962|30838|53132|3173|45519|58128|15050|15757|59533|44112|19021|9912|11433|46957|31255|33634|45411|4389|13270|36469|24193|37704|40486|16053|44558|53195|56973|26425|15285|52717|35274|26723|26179|34255|44108",0.60352068692586469,0.60355503213527806,3.4345209413366717e-05,canonical_raw_float64_squared_L2
139,2082,e62a26d53439109d,10271db0f045ee69,7962,100,"7962|27877|42519|36100|51963|56036|26570|58991|57320|58241|57771|17514|30497|18792|43432|54146|786|47635|29811|3831|27097|53886|40485|17525|34413|37032|11008|5803|7586|822|22236|21573|20284|50928|36149|48869|3205|56346|47291|57402|57373|21469|29338|18047|37558|25101|37643|56003|35078|59347|5660|34152|36289|22939|22465|5483|16572|46854|974|2403|33742|34712|11856|20256|54858|52373|49551|39245|4804|41634|4287|45619|5327|35952|26200|55997|4516|55806|46889|871|56105|49799|1601|48462|32461|37772|41002|31879|7470|36470|3586|9644|26369|54106|8569|29173|69|5956|58812|2603",0.39817018440759655,0.39831651737411355,0.00014633296651700434,canonical_raw_float64_squared_L2
140,3146,b1466d3c7f8e0e30,f52cf8d1ec03102c,8007,100,"8007|17444|28706|9796|5614|53403|16430|40458|43483|41124|24700|56424|32726|3579|51778|30930|35726|50072|58676|31426|42235|23109|38374|7328|53155|19269|4061|33104|19254|23799|57803|30640|21111|35014|1323|9499|55583|53423|25694|53912|2006|11207|13752|17327|27982|50055|9818|30280|33206|25126|40391|30123|40695|43194|26608|4096|49134|4713|38133|22796|57742|19494|59371|11325|18505|34224|38978|43664|18777|43007|457|42236|5928|891|24943|37726|19730|23728|42754|14684|23258|1686|14483|59193|47091|26316|51311|46680|57103|46964|28363|57142|16509|24319|56242|12268|22690|14334|1278|11479",0.21035244137821463,0.2104643127307643,0.00011187135254966951,canonical_raw_float64_squared_L2
141,1874,feb9960e0af7d549,8dcb47e4e0776612,8113,100,"8113|58732|26639|3531|44553|27959|37422|45783|54296|10416|55663|24903|2309|30673|18752|44102|20884|30872|13715|24692|50469|4936|27607|13733|24936|17017|51811|44025|32426|52290|28547|12350|12926|2934|12167|35212|40192|4533|843|45649|25048|7350|22349|8547|15935|55348|50771|10664|33284|20670|53961|2191|22148|14557|22372|13338|15756|5769|31033|33661|48564|9959|49278|16599|44620|46651|48441|59332|48655|46162|42659|28089|37805|19383|18996|29657|56048|1694|11840|22019|53952|29852|48225|24603|17014|46368|52202|57070|18159|48165|14900|10865|30553|25689|34683|17560|23012|32543|23149|3729",0.68487087272358493,0.68549651782702248,0.00062564510343754431,canonical_raw_float64_squared_L2
142,1791,962eb584b4bd8be0,cdc4bfdde886fe33,8362,100,"8362|31269|3987|43741|397|49170|26730|53824|32358|20522|30572|43842|14482|20691|36221|59139|35488|57545|53864|16431|2470|40981|21031|10570|55372|46081|22726|15106|36727|54126|25950|27685|3584|32882|27597|52756|42196|56163|54718|4935|7892|58999|55522|51208|45132|35248|23824|30680|7731|56945|25715|15799|32270|52359|42175|19104|4750|4257|40032|45341|27801|9047|31726|53039|53333|44653|59411|18262|35125|54009|30633|36524|9777|20322|15454|39752|14876|57845|58077|49205|1462|45306|629|5179|4825|25771|18939|44291|41449|24389|55074|51092|16335|3197|13627|36954|3835|41705|31470|20518",0.63818396324430327,0.63942657577986428,0.0012426125355610163,canonical_raw_float64_squared_L2
143,2484,90fdbf0f7f103bad,24eac6ce7271bb7d,8400,100,"8400|9832|22677|28217|22613|46118|40028|24485|12558|10296|33480|31409|38350|27848|732|36354|17188|22149|14827|54567|19689|29831|39541|30243|20585|58766|53247|31515|39233|7642|15660|18463|13076|32912|27445|5578|56785|21663|31420|38988|47300|20316|597|18916|58899|8487|34299|52452|9145|27392|55853|47144|42858|20571|18880|58863|45667|47497|2409|58444|3077|22305|25520|45366|28700|13395|42524|34736|2106|50039|40017|47982|23903|29558|7223|32997|8063|20732|31003|12500|28529|40803|20593|16690|57781|30189|28837|38790|31893|18468|53098|54241|58080|59893|42146|57712|1700|4158|21277|44330",0.59634601187803482,0.59640288144866727,5.6869570632445132e-05,canonical_raw_float64_squared_L2
144,2720,4e356d06efc1f662,4ec1beade391a175,8429,100,"8429|35345|32861|30860|28599|1770|22760|12249|46431|54649|56424|23728|30328|41434|21710|16846|41264|58485|54145|50482|56342|35593|16830|1431|43705|25694|16072|20275|20942|5910|48491|938|1323|7237|48227|9826|6667|10530|8168|48752|4617|6773|15914|12513|42367|32265|32070|31426|40474|49570|7327|42236|22400|379|4298|12090|46392|41988|4303|29782|40458|40391|14483|14158|49134|50312|33521|8660|53155|52724|17890|32461|24319|11207|22690|37377|9664|20762|25290|37858|46138|28396|17730|16140|43831|56395|4277|56950|40136|52223|29173|25853|16127|11665|11141|51311|26369|3353|8222|31617",0.19151380781954275,0.1916473147231148,0.00013350690357205597,canonical_raw_float64_squared_L2
