query,candidate_count,candidate_ids_fnv1a64,exact_id_distance_fnv1a64,exact_best_id,exact_topk_used,exact_topk_ids,exact_topk_boundary_distance,exact_first_outside_distance,exact_boundary_gap,exact_reference_scope
483,2059,0e3623caf248a713,37c7f5b59bdf5ba5,27570,100,"27570|28949|14809|38273|53670|43329|24234|38071|17234|2802|43780|10533|36280|15717|5524|41245|26348|40094|48031|40050|47343|53691|24770|7337|39156|17061|17747|59367|53727|38985|59545|59629|26123|55967|15988|18832|20250|42410|45287|21138|40043|11549|57376|31457|20675|57589|59312|54324|59510|16664|5360|12700|11551|59487|2768|49643|6288|7706|21632|2351|33025|12743|3827|59320|5768|30664|52748|39546|42735|22643|49124|34238|9941|51187|6381|57788|3078|16255|12063|27616|16258|46623|33198|31399|10652|33778|29182|12662|59896|6668|47006|4914|48171|17722|33724|26180|6165|29212|55480|17591",0.47707027089704257,0.47754277346971419,0.0004725025726716181,canonical_raw_float64_squared_L2
484,1884,6a9d7020822246e2,3c6f6f35b97bc8d5,27664,100,"27664|21059|33142|8534|5491|9637|1402|13948|25550|21832|29785|33634|13521|28323|11228|53375|28881|5169|40217|20659|56902|44852|56537|40329|6351|57671|26425|23804|49845|12858|43743|54958|38851|48444|39986|47938|25272|51484|59485|14337|21126|34790|23362|36669|50446|18004|25863|14700|58316|55251|34702|26215|17340|53509|43550|53268|58382|33355|11279|810|58524|16610|1542|19853|17498|24196|21970|2520|25276|35125|26710|56674|14414|11538|44108|839|29755|24958|23604|28478|45139|32517|39681|40091|24498|2770|14992|59252|10423|11573|39173|56943|10582|39665|40985|25366|47014|41178|53719|22569",0.57546178216767374,0.5758217366807743,0.0003599545131005577,canonical_raw_float64_squared_L2
485,1968,c3c668089011822e,4162fb7aa8fd3c1f,27731,100,"27731|45258|27730|49040|32665|45194|59788|46219|39912|13869|36400|54236|48681|15462|48612|43317|57584|12071|20273|37465|1447|18927|29894|27792|37782|3316|55797|41230|3129|29791|58356|45485|26742|33063|22479|3743|10415|45500|53520|44728|5834|1901|29494|59457|45466|30570|13534|49426|17516|44367|14357|11196|57376|20079|14367|52393|7774|16882|25652|31783|53488|2268|34474|7735|46237|41192|14129|10038|21270|50619|17750|22417|53293|27260|34405|46782|55394|54992|43195|31166|32681|14524|36512|27589|21282|58596|21437|29938|24975|42637|38778|58915|51582|3183|36906|37490|47489|44247|28539|30062",0.506629909755138,0.50692093125823967,0.00029102150310167385,canonical_raw_float64_squared_L2
486,2209,6a794138ce9abcfb,cdd7309d2855bd7f,27782,100,"27782|19478|10216|19198|14262|43833|54137|5347|26543|10221|38172|46957|18294|39034|4479|28727|37073|2539|10230|24036|8646|37143|30900|43189|22216|10800|26615|20784|38678|30187|16603|26845|50927|46253|7101|51320|31852|3163|26573|13987|41587|59638|12290|19312|53550|55203|44360|55234|31341|34776|48613|5525|30353|36588|45571|45712|38609|6443|58316|23094|36345|25015|1055|14226|13201|29629|40197|4315|22857|20913|13183|34487|18488|50228|47383|57917|13203|30925|20810|47887|48548|49675|11573|57539|41777|4982|10932|50464|19853|18493|27859|12198|7742|55076|28892|4216|40600|24951|4427|56223",0.49905123300059284,0.49927926565639952,0.00022803265580667587,canonical_raw_float64_squared_L2
487,1839,b72ce66893f049ac,3dd3b258d1c6ee31,27784,100,"27784|20827|1577|8469|26115|15749|32350|42022|24709|25091|33089|16884|30701|14783|35106|877|23216|49029|30215|9721|39574|18932|307|17643|5616|15023|37751|31490|683|37928|46018|59609|13520|13044|50816|52730|56250|18716|56841|52359|22451|14003|34640|54608|10214|28345|59958|42385|19841|50940|54681|47859|6316|55092|3343|38852|51967|48152|36010|2947|274|14849|44201|56007|10930|49476|24310|43055|30352|25461|21833|2206|41862|48781|49127|56454|46824|14746|23752|53549|8432|7494|17296|59717|48696|1089|14674|36873|57805|46999|13588|20388|18038|178|45|202|45307|16644|26729|16210",0.71073167815237381,0.71121200883823521,0.00048033068586139649,canonical_raw_float64_squared_L2
488,2334,60c9f4f59b2a06f1,63d722b25d2dc81d,27801,100,"27801|48928|23119|16277|1881|55651|30568|23576|58703|27424|21045|56609|27044|57064|8761|43842|16690|30085|34614|10669|52137|31145|33480|3985|34044|54567|47167|12833|1406|21697|22030|1091|36294|35834|24485|34736|26283|50563|50205|23460|11285|2106|7837|52362|45452|35500|24136|51308|409|29442|39067|47837|10296|58899|47161|36307|39003|50543|33090|36514|36788|47297|31860|40301|12190|55870|43034|32268|23603|9615|11067|10356|42858|14313|17148|57783|39123|12601|53914|34621|19183|40385|24265|47720|35656|32950|59422|53705|38215|4002|51730|48008|38134|32642|50323|197|42218|10691|50039|8691",0.4680193315740851,0.46827095997082369,0.00025162839673859017,canonical_raw_float64_squared_L2
489,1739,b085fb4c2c778aaa,9614832116439e9b,27802,100,"27802|7350|52202|25926|2795|29519|52744|21624|39987|32601|23248|20536|52493|12917|49733|52645|4100|10035|27344|28232|53948|20670|53027|4289|18413|26530|44483|52954|1599|18097|22349|2431|20244|18982|97|22688|55262|8227|40693|48165|18752|31998|16039|24188|51545|31122|50871|57140|9857|58799|14643|41336|51811|15935|19710|49926|16594|51260|11242|39434|8550|8843|16992|13099|28547|32600|54250|38816|30771|32488|53001|8561|3531|20552|38785|52730|32727|6318|3230|31869|22451|37538|23925|41495|57936|59974|16551|2731|6869|5076|12350|49147|978|46559|16682|56290|9524|10491|12158|50469",0.73846014512545644,0.7387930364450489,0.00033289131959246543,canonical_raw_float64_squared_L2
490,1702,1092579c2489dfd7,0b60b3ab8c6e96e4,27885,100,"27885|5055|35547|43156|5509|16353|24153|18867|6447|1503|32833|44934|10349|38534|17478|26785|37699|35949|37765|9537|26291|5755|15193|11818|54665|44848|15686|16799|38513|54407|2475|51081|25185|33593|49495|2972|16600|3986|35918|24546|1805|44772|24783|54465|44163|58570|26079|48383|28854|27834|49052|43515|46080|37109|43248|43181|24207|21792|7345|21266|54138|57317|35107|35609|56224|56487|2691|58664|28395|40972|2361|37802|21560|9219|57945|55713|47823|25610|4166|43912|3040|46291|54275|22198|5689|44862|34394|29298|492|46393|37194|51035|37603|4421|4103|54119|41719|31415|25572|9153",0.79719926786833029,0.79724945616799558,5.0188299665299141e-05,canonical_raw_float64_squared_L2
491,2165,b8fce68fc0714aae,227784a9efdfc50b,27893,100,"27893|47563|47505|26957|38392|26969|2246|1199|33880|56241|40860|33090|17332|12642|48199|50601|882|10661|17055|57602|27289|26730|37531|51581|53924|26529|9272|5111|53733|35525|47180|52735|13948|51700|30960|28594|30145|10206|47720|58766|43979|18734|33319|36769|18053|28766|35872|16431|22819|44371|34736|11519|5950|21607|4398|44121|18245|7449|36197|39954|52251|17016|6296|19985|11349|40763|53194|1768|13506|59822|57928|23189|26873|37720|59925|17206|12593|28169|38543|8691|5871|35955|197|38118|32342|16134|37761|20724|40870|24702|53280|52660|10156|1139|5724|54982|52137|42813|23460|17067",0.51092899218816989,0.51131501934107937,0.00038602715290947387,canonical_raw_float64_squared_L2
492,1760,a52150ee5043136e,93c467e6f86f5f59,27928,100,"27928|5419|43933|9320|22336|33069|53600|48619|9416|37545|27810|51657|41561|37725|20681|1156|2796|46229|48592|31857|46800|19584|48203|55536|1435|7429|24694|6399|41311|50282|48180|11496|46179|46577|57174|2967|22502|39415|19239|15202|58316|26305|22872|1107|59579|42646|57557|31494|59065|19392|14935|10089|4994|59621|26151|6315|12076|16034|4748|7473|33450|337|5398|45236|56382|46342|52126|50550|59331|10223|50448|55306|22392|57947|14473|50713|44533|12525|38846|23086|15371|18811|26953|52038|2581|57430|21965|19742|32412|22793|28430|56127|51455|35903|33354|12924|10735|27016|12191|25195",0.56487769450943681,0.56493108520871127,5.3390699274458164e-05,canonical_raw_float64_squared_L2
493,1806,ccccf005422bc1ba,aab917acdf53c03d,27964,100,"27964|45616|57624|3027|14331|45592|15482|48807|52562|45624|41175|7870|21832|51462|57659|56902|15533|41820|36588|217|20201|34702|34247|13093|54433|46074|6980|15399|7091|26710|42522|53375|33517|18512|42891|1937|260|8260|17340|33462|12858|22149|11534|54632|33828|2520|12235|9633|12956|5128|53596|27180|20810|16081|55252|43276|54958|24485|51484|26419|9073|39186|8534|6110|15178|14974|51302|5165|57671|59485|55544|14244|8863|22825|48008|36514|45676|40496|20585|55165|39177|5491|19048|48589|21659|3077|48244|25473|1100|11433|58322|34793|13356|3550|17498|6958|17649|7634|11769|53791",0.64329467746158953,0.64423551608079666,0.00094083861920712941,canonical_raw_float64_squared_L2
494,2297,66269a90b9efd87c,323d6c5caa56b2df,27985,100,"27985|55904|54825|42951|30307|56946|47887|53524|48394|44360|17177|39080|30760|15647|26264|10221|31826|16493|55534|5950|25070|28727|17425|20908|33659|40197|30464|5774|4238|28165|284|41777|45751|40794|38435|9577|1614|45267|51320|3314|49520|2539|54214|10657|2573|13514|23690|22813|9306|24853|372|4479|38188|36383|31234|21650|36685|21613|15243|47624|39144|22857|20049|34378|27845|20303|11300|45441|18459|1854|720|57539|38394|49002|17635|49334|39034|12140|54896|14671|30187|17259|10800|41897|59386|15511|14852|59837|55026|45858|49290|58475|16047|54137|10481|56473|40116|28073|40286|57896",0.47865335660100916,0.47895096655341574,0.00029760995240657451,canonical_raw_float64_squared_L2
495,1755,9211d0539510b9ec,1030c681c458161f,27999,100,"27999|41333|23293|5894|54393|52365|47482|6533|7269|23743|39457|16166|34661|8338|4727|2713|59640|49282|44306|38472|9803|6345|54700|59729|38108|37346|29474|28301|8603|28290|24159|38454|43156|53327|27614|53071|25219|15391|27734|2026|11068|26154|21590|42562|34067|51062|33012|41109|29123|26897|48229|24473|12273|25429|14881|45029|40461|7189|52453|34311|22961|48198|3391|35755|10873|29095|22291|12177|56584|35740|10550|46103|57203|54275|55428|8247|32756|22863|13136|20618|40202|7402|11246|41491|4394|13345|43127|16112|53026|19372|21922|20939|7280|49437|54321|20332|56134|36301|18256|40106",0.78022133744860589,0.78044898767953463,0.00022765023092874426,canonical_raw_float64_squared_L2
496,2637,8d976a068798e76d,9335fca54f849ebb,28006,100,"28006|379|1770|51311|25111|46139|51011|16072|14483|1439|59326|33521|10065|48227|52724|29828|8429|13684|47685|34743|6773|31625|17890|52456|45386|5600|20762|2464|54649|12513|54316|26438|19587|22760|4298|40458|32132|30860|20942|28599|24821|23728|30328|16049|38733|8222|29786|9499|27171|44727|3144|3353|1278|42236|52223|554|28279|4432|43183|16159|45325|14684|38949|24735|23148|18741|39563|45937|40136|51044|41988|35345|48491|54512|5765|59144|25078|8663|29782|11665|50482|48335|57742|42220|31556|52973|34527|4713|15866|58441|31426|31617|31423|56424|32461|16422|54196|34636|20686|57103",0.27516676882616464,0.27563233112333324,0.00046556229716859798,canonical_raw_float64_squared_L2
497,1613,8b36735195294371,70be7a0922f2e651,28069,100,"28069|34833|11491|28172|551|37317|10807|32833|4422|11262|16538|28661|48797|34221|57338|35166|55246|5151|55872|43767|17778|26670|55817|239|38306|15408|17527|38503|20429|16314|19085|22412|3622|48377|9167|7293|15364|34398|49431|52094|3358|7319|24850|55708|11314|25408|40682|24926|23490|23724|36120|4714|40030|12892|47388|542|30952|42865|13034|14360|31582|42964|18297|49649|40688|23378|37228|39495|4844|37291|15176|24209|18176|18001|8866|46069|2717|49867|1661|17667|58983|22632|49309|42555|25170|31995|37467|2416|59123|55816|18858|13111|31064|28885|21148|8947|50396|14569|11039|54994",0.8248144894895888,0.82483476586723359,2.0276377644790067e-05,canonical_raw_float64_squared_L2
498,1915,5654e4a6b3d7b86d,5109791534cbccb5,28147,100,"28147|27556|36219|20053|42357|23335|55856|4948|52419|31137|24575|54617|11758|54717|33731|40091|15722|2722|15786|23283|28146|29758|37000|45545|10758|10177|50384|11093|13590|43707|251|57221|18781|3498|28718|13584|4728|9460|5921|21061|56890|43654|57214|43425|58692|10924|29327|50236|52187|37932|59968|4672|30213|39244|30393|39186|35328|22453|48896|27413|2482|47976|35851|16610|21271|44301|7395|14264|38851|20432|27831|49485|20152|20059|23642|52867|44550|54844|534|40360|8344|36440|3107|15320|50679|53719|16806|48843|55479|15794|7897|57395|39751|36772|28447|22865|8104|46877|9286|11738",0.66315283270976888,0.66328999627170493,0.00013716356193604895,canonical_raw_float64_squared_L2
499,1663,02d7f85a8832e520,e1ce38553b8e9f71,28241,100,"28241|59939|56310|16377|58363|17293|21889|45698|11376|46836|33820|40433|23378|55947|14408|1134|52683|12440|29969|33311|45913|54507|25170|29012|2236|58336|57118|24128|16646|48785|25074|26791|15403|10175|15212|24047|59148|54551|20422|8866|19506|31309|45473|7049|7987|9537|57971|45508|25284|19580|3867|42064|51660|26736|3017|17278|37317|27662|29508|58625|53798|4850|3557|52012|32524|54966|58033|7229|15408|55713|27331|58618|33018|38709|6444|16781|45125|35918|9929|21239|4626|29276|37676|2933|44276|1503|6742|17501|59944|10705|50911|37419|27967|4814|3302|22686|9624|45207|3756|12851",0.79115357252706786,0.79157404239960338,0.0004204698725355227,canonical_raw_float64_squared_L2
500,1831,3718d0913fa3ea13,94b24a439f0a6bd8,28286,100,"28286|14957|19742|45583|9904|28909|20144|27918|56097|7280|17265|23348|21794|21179|21235|22834|40419|42056|9355|13067|22787|37231|24037|39445|17094|59952|52683|35125|12931|12974|56018|57662|50039|9190|49636|47351|23963|16610|10203|59180|44293|50250|54947|52171|15849|35227|7897|15212|47739|37344|12567|19958|51580|29464|58080|13948|56671|55708|54160|24875|27671|50384|37912|11322|48444|25661|8621|34851|53242|6417|40528|39123|16431|24663|45545|22861|9167|9011|15858|58904|2416|24813|24836|21672|46286|24176|46650|59422|4098|3492|11004|1873|8277|40353|46727|44736|2722|27805|10948|4752",0.66358928544882967,0.66374497295087997,0.00015568750205030568,canonical_raw_float64_squared_L2
501,1901,27c2119997967724,e71c192a3f3ce245,28352,100,"28352|25306|38402|26064|27350|45403|42443|17802|57169|22745|28963|59373|24616|17991|47377|4970|50513|48669|37499|30582|16575|19609|58502|34878|44231|18223|5897|14716|8783|29951|43604|22938|59401|22316|6371|10404|12122|4459|6550|16142|41607|7147|39322|24417|10035|39063|38821|27545|26008|11971|4942|1215|25300|20441|1958|58057|33271|1810|25331|7721|6969|19202|18786|22753|34810|16174|55566|9216|10467|54999|50752|37607|37491|56321|12849|16716|16975|34136|37476|35517|34540|14336|41859|15248|24018|49362|26790|13763|41159|9610|17945|23684|57501|47076|33112|32478|59227|3142|29205|6367",0.62448115075469213,0.62565184338389468,0.0011706926292025521,canonical_raw_float64_squared_L2
502,2023,943bea2c831005e8,1fcd7e5af6e8b076,28369,100,"28369|26628|40238|44923|50435|40004|13865|34260|14191|1075|52710|48706|19691|55497|2404|28502|45593|33585|58499|7457|26496|39341|9560|21364|13199|56319|32729|51754|25947|30431|51472|31224|58486|41836|21609|25458|57799|19262|37037|40456|10088|31084|44990|47308|39063|28721|53134|52071|50045|15646|16417|2413|9086|26076|27098|45495|10077|30581|39065|12873|40869|43254|6024|33334|53463|9271|47415|5637|19700|523|19744|38752|53090|36321|149|28603|3691|33374|10789|59492|5747|51476|29350|11315|15543|10781|35093|21371|44326|2834|47461|20270|32719|46696|44578|10966|44380|44080|40892|41668",0.70070904048280913,0.70106580744959746,0.00035676696678832442,canonical_raw_float64_squared_L2
503,1643,3bede68eeb3d7ff4,41835064abd04b5f,28403,100,"28403|45543|48526|18386|34959|16844|33980|31118|37486|50418|12051|19396|1827|15395|58190|32480|19434|55834|48250|22678|4268|4833|7814|14051|40360|33267|15251|52253|2144|57368|17796|36436|58586|14570|57265|8106|34029|49094|27186|35596|46785|34028|6254|55876|29010|8709|1134|25561|32031|3331|16851|9479|27408|32085|33803|8467|8527|44478|6093|40133|45869|41108|47788|8161|22002|20887|2146|33656|40405|35819|28439|28711|16175|26281|39429|31910|58912|18454|22327|20872|50236|1121|18978|34644|44261|41812|44012|44929|37441|54507|4251|16568|59461|32899|45434|8805|43740|52666|26802|24510",0.91098158774815507,0.91231944404519993,0.0013378562970448593,canonical_raw_float64_squared_L2
504,1922,4787a1b35990e711,3c0ce963002a4ef3,28475,100,"28475|18606|1100|58382|47246|18162|22226|24705|59157|39614|50599|44301|7881|48015|32322|47938|18576|8076|19452|14974|31738|2892|50236|3550|47650|17506|24196|58670|51848|41788|6985|26224|8131|29541|17498|3672|13471|30841|2628|4672|36701|4151|57084|13001|31380|19427|57608|42408|59961|10609|48685|2520|55105|51462|25367|53569|33978|53512|45568|37218|45448|47219|39633|34702|24314|28459|16133|8538|20390|39348|28478|45812|50024|51599|46567|9280|36|14558|28228|17414|54717|8066|49173|52230|21832|36219|20032|28146|23622|14683|39186|26445|29070|24593|53073|14720|34659|14929|19853|15873",0.64829239132415351,0.64842571291751905,0.00013332159336554295,canonical_raw_float64_squared_L2
505,1996,8d8a831e9c9dca11,b51a83d638bc27a5,28547,100,"28547|3531|42718|24310|27959|16938|13715|43910|20670|5275|8561|19149|31089|4768|12775|34129|56841|47985|47124|12086|39361|9655|6721|59598|48503|20088|50023|59258|41197|56579|14566|58763|38925|51980|50940|46018|47462|56429|11801|11517|583|26508|38852|10930|28326|52269|25048|29405|29504|16599|57028|27229|44912|13910|54284|15302|31033|58814|39549|26115|33089|49035|1247|42733|2985|482|3166|57819|45307|12444|30752|30771|32601|2887|49147|4963|55957|27118|22126|1494|7621|23752|29458|53979|52744|59061|53856|2191|4944|52493|7298|40623|4289|7821|57890|39844|23149|49376|1311|31998",0.57222629766325284,0.57239324968193817,0.00016695201868532905,canonical_raw_float64_squared_L2
506,2411,8ea93b97ebba65ce,b47abcd53f4b5922,28555,100,"28555|11859|51730|26419|39614|21626|32342|12956|35525|36514|3843|48447|23603|41005|54765|8260|26797|51462|2520|22149|17338|29821|10958|4857|48426|20655|56298|42109|13542|58647|132|18523|34702|29896|9702|30585|24136|40496|53671|15487|57874|6877|38896|45668|29541|38584|45383|11092|9528|38012|51123|20409|16434|25636|16621|32208|23013|35250|32201|18916|5189|51637|34736|4206|17498|55165|53914|42153|58899|41656|54553|14589|2779|50807|14974|32127|59076|36788|55252|52834|24485|28217|57590|15156|39952|5212|32935|43497|32029|20589|40397|2359|34139|14522|25687|47716|47837|55885|40049|17430",0.50929922975954911,0.50946047633307234,0.00016124657352323268,canonical_raw_float64_squared_L2
507,1580,47560cc58e6a7a9b,9254e7ed6b0601b3,28605,100,"28605|50894|10090|27152|58194|49932|53029|12946|55285|22474|26321|43217|44412|13244|40522|14892|18378|3437|44870|48977|59803|7238|58764|12306|30471|6238|33126|32644|47213|23093|5374|33402|43268|43603|43480|43986|56984|56992|30387|36591|2571|36975|59588|3512|49636|34120|32623|34481|30193|34982|4185|2802|20107|8769|57309|1453|28137|57387|14682|46634|24833|59455|45958|38250|14209|7053|13779|15992|18719|56301|32702|33430|16083|40929|16964|9561|37677|27264|50204|45734|41458|40076|37203|12816|56809|35933|59758|56166|18660|6130|4409|45535|30693|2763|25904|21245|8983|33625|34890|35884",0.97004284300704091,0.97121195259947402,0.0011691095924331041,canonical_raw_float64_squared_L2
508,2125,36e4f5e1e630bd0c,1200a453bf1753a6,28703,100,"28703|57523|53823|21758|32149|57077|3515|39059|45679|47957|39723|27820|20702|698|34459|9890|40334|54426|26879|40702|56998|17865|21140|45546|13674|33145|793|42010|53651|52569|24404|15353|43757|36750|106|1749|23438|20726|44672|24929|4432|42934|41055|18797|49195|22112|34002|23019|37493|46944|10498|26938|6346|31530|33513|25820|58648|25190|37044|8898|8549|50072|34546|17959|45666|49568|12010|17630|45904|574|36484|23043|34201|44961|4758|6142|4271|15153|41366|3184|32903|52792|44907|21743|48583|46990|58234|14248|43542|13302|7925|7655|40883|44369|54807|48445|7444|55491|18269|3352",0.52627701476163757,0.52800566952955008,0.0017286547679125075,canonical_raw_float64_squared_L2
509,2193,a95ec7faee13fedc,5cba5e6c795a0f45,28718,100,"28718|1754|28146|34999|50236|39186|8720|37775|20770|16432|16994|9612|45533|14264|30213|44899|43231|28947|17669|47723|58647|29816|43743|50384|19208|27666|56537|37000|44301|24582|40940|31948|43550|17667|57395|43425|25583|33199|3192|10067|15499|54309|10423|9852|47922|57336|32951|46805|10250|7785|48019|24667|12472|52442|4063|12925|46239|38692|48497|39952|11933|41286|23252|18179|5490|45545|13661|7365|31492|43513|40470|17123|20390|14690|44446|54950|22097|7395|3109|32854|6855|53502|40600|16742|48134|24209|33666|1991|30877|55231|57002|23231|29011|6351|33731|11738|40360|7091|3358|46049",0.56499199395610999,0.56523147057006717,0.00023947661395717912,canonical_raw_float64_squared_L2
510,3063,86e2712faa2d12ef,b41f7b644160c335,28807,100,"28807|49134|25694|58075|46987|9664|38978|32726|28706|48690|45148|53155|49429|31426|21710|50757|56342|23728|26608|57142|53912|57718|16509|16963|2006|22796|40391|18777|3039|23109|56424|6773|41434|16430|26316|43709|42236|54649|53423|14684|9818|18617|28363|4713|20467|51778|9796|8007|25095|32861|34250|40458|31694|16483|51011|8222|16140|457|57103|56884|1323|15688|11207|4061|28922|20942|24943|11158|51311|53585|14483|35345|5614|54701|52847|46592|24319|30860|7810|38133|24139|4096|54256|3049|23446|8660|35985|55110|39612|8429|22690|50055|11325|50312|38949|28599|47091|22827|25126|7328",0.25390309968531155,0.25440507478458141,0.00050197509926985795,canonical_raw_float64_squared_L2
511,2316,7db710e4ad22c0d9,ef277ef3172378cb,28815,100,"28815|39541|20179|48237|45127|23903|11926|32579|3824|42595|23561|802|40694|2977|48826|58599|18195|22128|51799|18632|10267|14284|52518|47195|25813|12794|23787|10916|363|1349|59837|36959|59547|7219|13892|58784|6460|34627|24920|7896|47497|52559|56667|44700|27035|19393|30379|18222|26697|26799|29582|14196|34782|26285|24686|41438|50794|16464|38415|37381|50685|22942|35462|2232|47285|8770|58536|58821|41268|8236|30310|33055|12935|26676|50128|40790|36562|30192|27050|11101|31420|19689|54521|57696|35110|15369|33902|31167|58091|11254|46011|24320|30307|49141|20439|53574|45458|22015|14697|55992",0.56926041414704098,0.56937348318679359,0.00011306903975261129,canonical_raw_float64_squared_L2
512,2600,5a2a44bbe7e8f88c,d349c5d3ab37d178,28873,100,"28873|52000|38024|3811|40623|15646|38082|15687|22503|39657|57788|12245|4856|11404|40149|11755|56731|44030|26348|36844|16928|11683|44314|9090|387|59391|19877|41911|59150|18226|31460|47764|24109|40958|22367|9646|7556|27564|10495|9683|48899|54863|45768|53418|20931|57376|2768|1802|22063|5086|3929|16396|43780|17747|17287|19365|20113|39361|41672|9855|47641|46177|30503|2838|54719|15063|26384|57810|20307|5|7786|44026|32737|51258|56426|19419|36215|41630|5437|36102|143|6125|30465|28481|25291|49539|16849|7232|22060|27616|50619|15093|46418|45405|437|22166|5819|58302|16124|20245",0.62252735658850022,0.62272577042349753,0.00019841383499730192,canonical_raw_float64_squared_L2
513,1989,1bbe295304e22c4b,9ff9beb37d581aea,28974,100,"28974|38277|48196|1975|58323|44638|48150|28233|25404|49908|58864|21648|49584|10793|13512|36045|40494|40903|59875|46287|27837|22867|219|16612|43131|41284|19380|33790|38473|36198|14723|42560|118|54261|3613|35433|41631|53609|21907|14361|19534|45984|269|12638|4005|5145|50260|26057|33681|44206|36697|127|52467|13782|18357|49546|11126|50970|31722|33758|8310|15507|36659|5234|10894|5997|1043|51915|278|17097|59463|24964|46514|33813|7708|23639|44013|13580|7080|1305|37021|56180|47644|8428|7746|13074|8413|11797|39240|16699|3596|27798|15729|55120|47307|21159|17468|41760|37739|46955",0.65855643497217431,0.6591485176439793,0.0005920826718049943,canonical_raw_float64_squared_L2
514,2190,0bc4207b02945a52,c578e8a1c43cd735,29078,100,"29078|32056|43980|1753|6182|30601|29274|48651|22350|24072|19630|48587|48239|45445|37432|5604|48556|1589|14739|51735|5304|1540|52124|5163|39389|32560|7793|43771|11936|11509|24030|49441|50735|28085|37870|39379|40560|50956|9925|48148|2962|39904|3971|47411|47214|31759|39390|50281|46584|37261|28782|25942|11772|27072|12165|19019|29587|38154|10596|48687|16532|9188|50685|21012|57990|46224|47418|55652|17915|3689|33442|52122|15379|51189|11591|31489|19281|53672|34135|26536|8770|10741|120|7174|22873|5947|6050|39571|44545|58909|18757|29362|34094|15568|45320|28927|57696|41677|1438|6427",0.63625281106041698,0.63828913093387751,0.0020363198734605348,canonical_raw_float64_squared_L2
515,2714,fadd586c0352897f,5a226384e8471c86,29104,100,"29104|1249|48847|24319|58856|35719|27855|59272|24755|51010|59565|13194|2391|5642|6276|43592|49570|8309|37324|42367|22888|2403|53912|44333|13260|27324|44165|3263|26178|871|54558|56696|27537|1711|45148|7509|32990|37945|27315|55762|30280|786|56047|23157|29944|32444|20539|19494|47548|19730|16213|3979|31602|7520|757|44141|28706|27758|15622|20015|47091|9199|34834|21217|18617|23077|25615|51018|43432|17842|7810|24212|32290|56950|39780|33869|24514|7663|43822|1872|14755|33205|54167|32954|59182|58694|32256|14782|1060|36876|8820|16497|53660|29737|56346|974|15851|27460|38631|1601",0.24279983654685655,0.24296076117719478,0.00016092463033823279,canonical_raw_float64_squared_L2
516,1517,632b27d9be9a72ca,e0eca2bc0219d37d,29263,100,"29263|19613|53844|51812|34885|6151|34659|59821|39186|44361|59596|28426|41402|37889|49101|10288|8068|6315|47570|12420|1107|10006|4748|27096|38692|9236|52589|43885|50550|36078|17472|33477|20205|2938|6980|30213|33725|43933|22124|5617|11434|7593|32218|266|54635|53680|34111|14369|26125|19951|14244|47351|52171|44597|29005|25733|4982|28332|15133|37105|25130|56614|51709|844|46712|4732|36920|19584|3194|2702|52997|13356|39410|16034|45342|53575|19830|35413|43550|48988|33607|7897|9128|2078|16110|58661|37656|35386|37768|43009|52283|37560|14386|9093|48005|54900|7830|46165|29660|50384",0.8169046488862064,0.81784934004137511,0.00094469115516870872,canonical_raw_float64_squared_L2
517,1893,9a8a5576a38fc9e6,c9a2948c7f56a3c7,29304,100,"29304|3158|48240|56223|24036|24624|31281|7055|17265|29450|50416|54641|24536|13187|28389|19832|59286|2669|41506|2977|8464|46006|58821|2539|39835|53722|17177|4396|20601|22289|20784|9773|37381|21047|21963|57758|25015|23000|59374|49118|28341|944|19794|27223|9736|54100|11254|11520|45725|46606|10778|5090|12842|4312|38394|22942|40997|59309|49010|13892|13100|10586|38358|20715|57192|19591|41416|37304|7592|26920|10603|50710|26910|15999|52774|31350|12088|28727|41877|29914|4255|28169|17863|19263|47285|10263|24123|49729|43168|35110|27035|16251|28612|36352|55922|32283|39144|59620|54456|15849",0.65662300039751387,0.6581010580706026,0.0014780576730887285,canonical_raw_float64_squared_L2
518,2099,16b9ef52ccf24b67,db0c8bffe27b5343,29409,100,"29409|27589|12299|24085|47860|36668|1306|38842|28798|56522|50082|27545|7010|11027|39437|48133|37147|18171|14384|42967|23646|53368|18236|58026|6646|41585|25857|37755|57225|4797|15897|21890|21330|24929|1862|47159|13808|30445|53123|22899|11407|10717|38493|11524|42571|36991|3501|55408|15100|44280|53718|9536|26671|12037|49473|22581|33322|57749|14358|51838|49128|9893|37044|46324|56831|8162|716|20352|34052|8468|51927|3485|18832|42007|51176|34681|28337|14008|55002|56810|53350|33963|24041|28671|42035|38276|58133|2723|39199|55279|16952|38484|51200|34870|19671|41858|17585|38204|57946|27842",0.50597812104590512,0.50610810695062158,0.00012998590471646754,canonical_raw_float64_squared_L2
