transform,baseline,plan_control,rotation_seed,stage,transform_stage,pca_stage,stage_match_type,metric,better_direction,query_count,transform_mean,pca_mean,transform_minus_pca,descriptive_direction,matched_budget
residual_pca,current_pca,frozen-pca,6,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,pooled_candidate_rmse,lower,1000,0.185436161386,0.1849860908,0.000450070586469,favors_pca,true
residual_pca,current_pca,frozen-pca,7,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,pooled_candidate_rmse,lower,1000,0.18550423622,0.185115886726,0.000388349494364,favors_pca,true
residual_pca,current_pca,frozen-pca,8,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,pooled_candidate_rmse,lower,1000,0.185436480577,0.185033035272,0.0004034453047,favors_pca,true
residual_pca,current_pca,frozen-pca,9,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,pooled_candidate_rmse,lower,1000,0.185409363372,0.185052957534,0.000356405837403,favors_pca,true
residual_pca,current_pca,frozen-pca,0,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,candidate_mae,lower,1000,0.178607665503,0.17812753257,0.00048013293326,favors_pca,true
residual_pca,current_pca,frozen-pca,1,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,candidate_mae,lower,1000,0.178561157322,0.178279526,0.00028163132251,favors_pca,true
residual_pca,current_pca,frozen-pca,2,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,candidate_mae,lower,1000,0.17857200284,0.178024424332,0.00054757850816,favors_pca,true
residual_pca,current_pca,frozen-pca,3,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,candidate_mae,lower,1000,0.17860818215,0.178100078061,0.00050810408925,favors_pca,true
residual_pca,current_pca,frozen-pca,4,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,candidate_mae,lower,1000,0.178560406184,0.178174415406,0.00038599077716,favors_pca,true
residual_pca,current_pca,frozen-pca,5,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,candidate_mae,lower,1000,0.178509982425,0.178079344187,0.00043063823742,favors_pca,true
residual_pca,current_pca,frozen-pca,6,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,candidate_mae,lower,1000,0.178534218934,0.178061056898,0.00047316203676,favors_pca,true
residual_pca,current_pca,frozen-pca,7,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,candidate_mae,lower,1000,0.178588981618,0.178210974599,0.00037800701912,favors_pca,true
residual_pca,current_pca,frozen-pca,8,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,candidate_mae,lower,1000,0.178548170092,0.178112137136,0.0004360329561,favors_pca,true
residual_pca,current_pca,frozen-pca,9,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,candidate_mae,lower,1000,0.178489263317,0.178151807714,0.00033745560284,favors_pca,true
residual_pca,current_pca,frozen-pca,0,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,topk_agreement,higher,1000,0.5886,0.5899,-0.0013,favors_pca,true
residual_pca,current_pca,frozen-pca,1,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,topk_agreement,higher,1000,0.58952,0.58899,0.00053,favors_transform,true
residual_pca,current_pca,frozen-pca,2,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,topk_agreement,higher,1000,0.59029,0.59313,-0.00284,favors_pca,true
residual_pca,current_pca,frozen-pca,3,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,topk_agreement,higher,1000,0.58965,0.59026,-0.00061,favors_pca,true
residual_pca,current_pca,frozen-pca,4,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,topk_agreement,higher,1000,0.58888,0.59024,-0.00136,favors_pca,true
residual_pca,current_pca,frozen-pca,5,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,topk_agreement,higher,1000,0.59053,0.58875,0.00178,favors_transform,true
residual_pca,current_pca,frozen-pca,6,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,topk_agreement,higher,1000,0.59089,0.59043,0.00046,favors_transform,true
residual_pca,current_pca,frozen-pca,7,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,topk_agreement,higher,1000,0.58934,0.58888,0.00046,favors_transform,true
residual_pca,current_pca,frozen-pca,8,fast_prefix_1,fast_prefix_1,fast_prefix_1,matched_intermediate_family_and_bytes,topk_agreement,higher,1000,0.59153,0.59027,0.00126,favors_transform,true
