dataset	dimensions	fold	segment	rotation	pair	bits_per_coordinate	fit_nearest_sse
gist	960	A_TO_B	2	QR	86	8	0.000270533397265888
gist	960	A_TO_B	2	QR	86	9	6.946642834350943e-05
gist	960	A_TO_B	2	QR	86	10	1.6890070925621624e-05
gist	960	A_TO_B	2	QR	86	11	4.155106980204316e-06
gist	960	A_TO_B	2	QR	87	1	5.19293796600043
gist	960	A_TO_B	2	QR	87	2	1.1012661116098437
gist	960	A_TO_B	2	QR	87	3	0.2794993107323961
gist	960	A_TO_B	2	QR	87	4	0.06916532993138197
gist	960	A_TO_B	2	QR	87	5	0.01737095753397936
gist	960	A_TO_B	2	QR	87	6	0.004395668875970712
gist	960	A_TO_B	2	QR	87	7	0.0010935512163797042
gist	960	A_TO_B	2	QR	87	8	0.0002704241244029066
gist	960	A_TO_B	2	QR	87	9	6.765301358289368e-05
gist	960	A_TO_B	2	QR	87	10	1.6944735904911213e-05
gist	960	A_TO_B	2	QR	87	11	4.279918007472165e-06
gist	960	A_TO_B	2	QR	88	1	5.236211423599299
gist	960	A_TO_B	2	QR	88	2	1.123622973479062
gist	960	A_TO_B	2	QR	88	3	0.28234613479026655
gist	960	A_TO_B	2	QR	88	4	0.0692966497011093
gist	960	A_TO_B	2	QR	88	5	0.017161259960144563
gist	960	A_TO_B	2	QR	88	6	0.00437265876630106
gist	960	A_TO_B	2	QR	88	7	0.0010710003144943853
gist	960	A_TO_B	2	QR	88	8	0.0002712246153557919
gist	960	A_TO_B	2	QR	88	9	6.761909523070919e-05
gist	960	A_TO_B	2	QR	88	10	1.689412073773079e-05
gist	960	A_TO_B	2	QR	88	11	4.201636131125113e-06
gist	960	A_TO_B	2	QR	89	1	5.25742338060978
gist	960	A_TO_B	2	QR	89	2	1.1219422393286187
gist	960	A_TO_B	2	QR	89	3	0.2802313297833526
gist	960	A_TO_B	2	QR	89	4	0.06954905859278733
gist	960	A_TO_B	2	QR	89	5	0.01739056496120408
gist	960	A_TO_B	2	QR	89	6	0.004302025294336209
gist	960	A_TO_B	2	QR	89	7	0.0010758202476798396
gist	960	A_TO_B	2	QR	89	8	0.0002707580950636944
gist	960	A_TO_B	2	QR	89	9	6.804010749820574e-05
gist	960	A_TO_B	2	QR	89	10	1.6764619773010983e-05
gist	960	A_TO_B	2	QR	89	11	4.240600619914622e-06
gist	960	A_TO_B	2	QR	90	1	5.279615950738001
gist	960	A_TO_B	2	QR	90	2	1.1315920025965314
gist	960	A_TO_B	2	QR	90	3	0.27955763544032664
gist	960	A_TO_B	2	QR	90	4	0.07071181479414652
gist	960	A_TO_B	2	QR	90	5	0.01742360223414517
gist	960	A_TO_B	2	QR	90	6	0.00436934290905538
gist	960	A_TO_B	2	QR	90	7	0.001077543596490225
gist	960	A_TO_B	2	QR	90	8	0.00027308136653702333
gist	960	A_TO_B	2	QR	90	9	6.888367294233003e-05
gist	960	A_TO_B	2	QR	90	10	1.6971512872798464e-05
gist	960	A_TO_B	2	QR	90	11	4.21629468704857e-06
gist	960	A_TO_B	2	QR	91	1	5.2840749342387765
gist	960	A_TO_B	2	QR	91	2	1.118014785490689
gist	960	A_TO_B	2	QR	91	3	0.28134322396259664
gist	960	A_TO_B	2	QR	91	4	0.06984158370004248
gist	960	A_TO_B	2	QR	91	5	0.01732098303965468
gist	960	A_TO_B	2	QR	91	6	0.004400620595387744
gist	960	A_TO_B	2	QR	91	7	0.0010799625729915393
gist	960	A_TO_B	2	QR	91	8	0.0002698473527814914
gist	960	A_TO_B	2	QR	91	9	6.747850705485461e-05
gist	960	A_TO_B	2	QR	91	10	1.6767515112328034e-05
gist	960	A_TO_B	2	QR	91	11	4.24511359245232e-06
gist	960	A_TO_B	2	QR	92	1	5.172019743587832
gist	960	A_TO_B	2	QR	92	2	1.099881351862691
gist	960	A_TO_B	2	QR	92	3	0.2756551264699978
gist	960	A_TO_B	2	QR	92	4	0.07026441446713218
gist	960	A_TO_B	2	QR	92	5	0.017700085354762713
gist	960	A_TO_B	2	QR	92	6	0.004345987824639828
gist	960	A_TO_B	2	QR	92	7	0.0010954715963042167
gist	960	A_TO_B	2	QR	92	8	0.0002693520019407367
gist	960	A_TO_B	2	QR	92	9	6.72924450183373e-05
gist	960	A_TO_B	2	QR	92	10	1.678476834980056e-05
gist	960	A_TO_B	2	QR	92	11	4.239529638991925e-06
gist	960	A_TO_B	2	QR	93	1	5.287918064986344
gist	960	A_TO_B	2	QR	93	2	1.1149036670866008
gist	960	A_TO_B	2	QR	93	3	0.27989044549023995
gist	960	A_TO_B	2	QR	93	4	0.06973596769273915
gist	960	A_TO_B	2	QR	93	5	0.017601691313932702
gist	960	A_TO_B	2	QR	93	6	0.004422819483090373
gist	960	A_TO_B	2	QR	93	7	0.0011099487528211118
gist	960	A_TO_B	2	QR	93	8	0.0002724531857679683
gist	960	A_TO_B	2	QR	93	9	6.701294657406554e-05
gist	960	A_TO_B	2	QR	93	10	1.672853596855335e-05
gist	960	A_TO_B	2	QR	93	11	4.1645908904720046e-06
gist	960	A_TO_B	2	QR	94	1	5.2067143830766796
gist	960	A_TO_B	2	QR	94	2	1.1204967421299044
gist	960	A_TO_B	2	QR	94	3	0.2818473125764221
gist	960	A_TO_B	2	QR	94	4	0.06893792923509906
gist	960	A_TO_B	2	QR	94	5	0.017098292730908606
gist	960	A_TO_B	2	QR	94	6	0.0043823701029616
gist	960	A_TO_B	2	QR	94	7	0.0010816092952661421
gist	960	A_TO_B	2	QR	94	8	0.0002685837522589789
gist	960	A_TO_B	2	QR	94	9	6.718793503645203e-05
gist	960	A_TO_B	2	QR	94	10	1.6879691609471057e-05
gist	960	A_TO_B	2	QR	94	11	4.233471764341063e-06
gist	960	A_TO_B	2	QR	95	1	5.216421182338071
gist	960	A_TO_B	2	QR	95	2	1.1103317859403734
gist	960	A_TO_B	2	QR	95	3	0.27688527048488365
gist	960	A_TO_B	2	QR	95	4	0.06951118495391392
gist	960	A_TO_B	2	QR	95	5	0.017512148991208728
gist	960	A_TO_B	2	QR	95	6	0.004255588300130719
gist	960	A_TO_B	2	QR	95	7	0.0010575021608104005
gist	960	A_TO_B	2	QR	95	8	0.00026935564593176314
gist	960	A_TO_B	2	QR	95	9	6.779703362594455e-05
gist	960	A_TO_B	2	QR	95	10	1.7178034117302198e-05
gist	960	A_TO_B	2	QR	95	11	4.2689672998007775e-06
gist	960	A_TO_B	2	QR	96	1	5.24709422181543
gist	960	A_TO_B	2	QR	96	2	1.1236849022561741
gist	960	A_TO_B	2	QR	96	3	0.27929808348782037
gist	960	A_TO_B	2	QR	96	4	0.06904844448043505
gist	960	A_TO_B	2	QR	96	5	0.017389395677984316
gist	960	A_TO_B	2	QR	96	6	0.0043197395582856716
gist	960	A_TO_B	2	QR	96	7	0.0010777324377331209
gist	960	A_TO_B	2	QR	96	8	0.0002678418083578406
gist	960	A_TO_B	2	QR	96	9	6.832885962350806e-05
gist	960	A_TO_B	2	QR	96	10	1.71060533588952e-05
gist	960	A_TO_B	2	QR	96	11	4.233150398088636e-06
gist	960	A_TO_B	2	QR	97	1	5.210632193210326
gist	960	A_TO_B	2	QR	97	2	1.1113713138776282
gist	960	A_TO_B	2	QR	97	3	0.2771566290371996
gist	960	A_TO_B	2	QR	97	4	0.0687846125877755
gist	960	A_TO_B	2	QR	97	5	0.017739596499692225
gist	960	A_TO_B	2	QR	97	6	0.004324974613563678
gist	960	A_TO_B	2	QR	97	7	0.0010908199104581926
gist	960	A_TO_B	2	QR	97	8	0.0002710945749063985
gist	960	A_TO_B	2	QR	97	9	6.709836518770199e-05
gist	960	A_TO_B	2	QR	97	10	1.675682831375861e-05
gist	960	A_TO_B	2	QR	97	11	4.255560660773558e-06
gist	960	A_TO_B	2	QR	98	1	5.260779615382347
gist	960	A_TO_B	2	QR	98	2	1.1345948527879834
gist	960	A_TO_B	2	QR	98	3	0.28167509873777946
gist	960	A_TO_B	2	QR	98	4	0.07048965870720919
gist	960	A_TO_B	2	QR	98	5	0.017599445647449457
gist	960	A_TO_B	2	QR	98	6	0.004342309785963309
gist	960	A_TO_B	2	QR	98	7	0.0010941887415317278
gist	960	A_TO_B	2	QR	98	8	0.000268765646492321
gist	960	A_TO_B	2	QR	98	9	6.773782008173369e-05
gist	960	A_TO_B	2	QR	98	10	1.7029063404048643e-05
gist	960	A_TO_B	2	QR	98	11	4.226495522614157e-06
gist	960	A_TO_B	2	QR	99	1	5.229825137202531
gist	960	A_TO_B	2	QR	99	2	1.1030090071351228
gist	960	A_TO_B	2	QR	99	3	0.27527390305957566
gist	960	A_TO_B	2	QR	99	4	0.07076832747377755
gist	960	A_TO_B	2	QR	99	5	0.017357797652973194
gist	960	A_TO_B	2	QR	99	6	0.004287917806217825
gist	960	A_TO_B	2	QR	99	7	0.0010684896655274488
gist	960	A_TO_B	2	QR	99	8	0.00027163446235248527
gist	960	A_TO_B	2	QR	99	9	6.77311621356636e-05
gist	960	A_TO_B	2	QR	99	10	1.7057898910988616e-05
gist	960	A_TO_B	2	QR	99	11	4.215538132247676e-06
gist	960	A_TO_B	2	QR	100	1	5.209110098228947
gist	960	A_TO_B	2	QR	100	2	1.0998238057917644
gist	960	A_TO_B	2	QR	100	3	0.2829763572882965
gist	960	A_TO_B	2	QR	100	4	0.07071797084470541
gist	960	A_TO_B	2	QR	100	5	0.017299695900456092
gist	960	A_TO_B	2	QR	100	6	0.004368123637461883
gist	960	A_TO_B	2	QR	100	7	0.0010933723525011264
gist	960	A_TO_B	2	QR	100	8	0.0002664601168690148
gist	960	A_TO_B	2	QR	100	9	6.809741546178436e-05
gist	960	A_TO_B	2	QR	100	10	1.6983407548644595e-05
gist	960	A_TO_B	2	QR	100	11	4.20289845107299e-06
gist	960	A_TO_B	2	QR	101	1	5.212958132915929
gist	960	A_TO_B	2	QR	101	2	1.1136289866912803
gist	960	A_TO_B	2	QR	101	3	0.28206887884933973
gist	960	A_TO_B	2	QR	101	4	0.06920956950923542
gist	960	A_TO_B	2	QR	101	5	0.017435944145435384
gist	960	A_TO_B	2	QR	101	6	0.004385188415154255
gist	960	A_TO_B	2	QR	101	7	0.0010925955410013765
gist	960	A_TO_B	2	QR	101	8	0.00027492661663826377
gist	960	A_TO_B	2	QR	101	9	6.769840354261999e-05
gist	960	A_TO_B	2	QR	101	10	1.694359450326508e-05
gist	960	A_TO_B	2	QR	101	11	4.3097523444755545e-06
gist	960	A_TO_B	2	QR	102	1	5.264752978022289
gist	960	A_TO_B	2	QR	102	2	1.119254203687659
gist	960	A_TO_B	2	QR	102	3	0.2763620871333172
gist	960	A_TO_B	2	QR	102	4	0.06942428081275763
gist	960	A_TO_B	2	QR	102	5	0.017307364644575617
gist	960	A_TO_B	2	QR	102	6	0.004327227434707645
gist	960	A_TO_B	2	QR	102	7	0.0010907248336032378
gist	960	A_TO_B	2	QR	102	8	0.00026891730792732326
gist	960	A_TO_B	2	QR	102	9	6.742574303516584e-05
gist	960	A_TO_B	2	QR	102	10	1.711300491108236e-05
gist	960	A_TO_B	2	QR	102	11	4.247851240022904e-06
gist	960	A_TO_B	2	QR	103	1	5.280257028938895
gist	960	A_TO_B	2	QR	103	2	1.1271588586853172
gist	960	A_TO_B	2	QR	103	3	0.27906986953374846
gist	960	A_TO_B	2	QR	103	4	0.07030618531581914
gist	960	A_TO_B	2	QR	103	5	0.01738724951075628
gist	960	A_TO_B	2	QR	103	6	0.004319111092061146
gist	960	A_TO_B	2	QR	103	7	0.0010814797479370424
gist	960	A_TO_B	2	QR	103	8	0.0002675058409658457
gist	960	A_TO_B	2	QR	103	9	6.83117097152252e-05
gist	960	A_TO_B	2	QR	103	10	1.6943516086599925e-05
gist	960	A_TO_B	2	QR	103	11	4.296875916216538e-06
gist	960	A_TO_B	2	QR	104	1	5.282941254524035
gist	960	A_TO_B	2	QR	104	2	1.1268371549655174
gist	960	A_TO_B	2	QR	104	3	0.2805055176491909
gist	960	A_TO_B	2	QR	104	4	0.07034111944035805
gist	960	A_TO_B	2	QR	104	5	0.017492537214752243
gist	960	A_TO_B	2	QR	104	6	0.004315494149594042
gist	960	A_TO_B	2	QR	104	7	0.0010971003900461873
gist	960	A_TO_B	2	QR	104	8	0.000272247968805011
gist	960	A_TO_B	2	QR	104	9	6.77573585340532e-05
gist	960	A_TO_B	2	QR	104	10	1.702931150656455e-05
gist	960	A_TO_B	2	QR	104	11	4.248479089541094e-06
gist	960	A_TO_B	2	QR	105	1	5.27817957058943
gist	960	A_TO_B	2	QR	105	2	1.1047457271665706
gist	960	A_TO_B	2	QR	105	3	0.27470598907990346
gist	960	A_TO_B	2	QR	105	4	0.07025586476701494
gist	960	A_TO_B	2	QR	105	5	0.017553263498502003
gist	960	A_TO_B	2	QR	105	6	0.004326446019988779
gist	960	A_TO_B	2	QR	105	7	0.0010736404303582773
gist	960	A_TO_B	2	QR	105	8	0.0002687391322607566
gist	960	A_TO_B	2	QR	105	9	6.883645613777236e-05
gist	960	A_TO_B	2	QR	105	10	1.7339644941768276e-05
gist	960	A_TO_B	2	QR	105	11	4.2401317758427445e-06
gist	960	A_TO_B	2	QR	106	1	5.216726915986117
gist	960	A_TO_B	2	QR	106	2	1.1145647338467477
gist	960	A_TO_B	2	QR	106	3	0.2796231882608771
gist	960	A_TO_B	2	QR	106	4	0.06851201454258467
gist	960	A_TO_B	2	QR	106	5	0.017396294840032293
gist	960	A_TO_B	2	QR	106	6	0.0043173466333790616
gist	960	A_TO_B	2	QR	106	7	0.0010889273213620567
gist	960	A_TO_B	2	QR	106	8	0.0002739393080799788
gist	960	A_TO_B	2	QR	106	9	6.891196036702576e-05
gist	960	A_TO_B	2	QR	106	10	1.705752337119085e-05
gist	960	A_TO_B	2	QR	106	11	4.246871781800567e-06
gist	960	A_TO_B	2	QR	107	1	5.297526974651805
gist	960	A_TO_B	2	QR	107	2	1.1054928138671838
gist	960	A_TO_B	2	QR	107	3	0.2728820171839858
gist	960	A_TO_B	2	QR	107	4	0.06960517778370762
gist	960	A_TO_B	2	QR	107	5	0.01743590848896789
gist	960	A_TO_B	2	QR	107	6	0.004394321793397517
gist	960	A_TO_B	2	QR	107	7	0.0010997373640075929
gist	960	A_TO_B	2	QR	107	8	0.0002720945379059841
gist	960	A_TO_B	2	QR	107	9	6.778045168186328e-05
gist	960	A_TO_B	2	QR	107	10	1.68218173242921e-05
gist	960	A_TO_B	2	QR	107	11	4.194424285533983e-06
gist	960	A_TO_B	2	QR	108	1	5.265890755475218
gist	960	A_TO_B	2	QR	108	2	1.1251981765898174
gist	960	A_TO_B	2	QR	108	3	0.2799953682759228
gist	960	A_TO_B	2	QR	108	4	0.06910075339750502
gist	960	A_TO_B	2	QR	108	5	0.01742096154411958
gist	960	A_TO_B	2	QR	108	6	0.004362198407305383
gist	960	A_TO_B	2	QR	108	7	0.0010835906327187096
gist	960	A_TO_B	2	QR	108	8	0.00026673882957157737
gist	960	A_TO_B	2	QR	108	9	6.702091990711558e-05
gist	960	A_TO_B	2	QR	108	10	1.6974823742517513e-05
gist	960	A_TO_B	2	QR	108	11	4.291193379579352e-06
gist	960	A_TO_B	2	QR	109	1	5.202790746593328
gist	960	A_TO_B	2	QR	109	2	1.10859056961712
gist	960	A_TO_B	2	QR	109	3	0.2825639873809945
gist	960	A_TO_B	2	QR	109	4	0.06965814874769065
gist	960	A_TO_B	2	QR	109	5	0.017468065996007854
gist	960	A_TO_B	2	QR	109	6	0.004377450568285599
gist	960	A_TO_B	2	QR	109	7	0.0010762713717745274
gist	960	A_TO_B	2	QR	109	8	0.00026518597416701233
gist	960	A_TO_B	2	QR	109	9	6.775407412808522e-05
gist	960	A_TO_B	2	QR	109	10	1.6847000599182433e-05
gist	960	A_TO_B	2	QR	109	11	4.1544824421556595e-06
gist	960	A_TO_B	2	QR	110	1	5.210441626220148
gist	960	A_TO_B	2	QR	110	2	1.1100859399714866
gist	960	A_TO_B	2	QR	110	3	0.27665353984990565
gist	960	A_TO_B	2	QR	110	4	0.07050713252261878
gist	960	A_TO_B	2	QR	110	5	0.01755099959582346
gist	960	A_TO_B	2	QR	110	6	0.004420925597591551
gist	960	A_TO_B	2	QR	110	7	0.0010994210467026306
gist	960	A_TO_B	2	QR	110	8	0.0002762019243796243
gist	960	A_TO_B	2	QR	110	9	6.786185373804079e-05
gist	960	A_TO_B	2	QR	110	10	1.6900064403078367e-05
gist	960	A_TO_B	2	QR	110	11	4.218085169873388e-06
gist	960	A_TO_B	2	QR	111	1	5.294572340319718
gist	960	A_TO_B	2	QR	111	2	1.1241562053521936
gist	960	A_TO_B	2	QR	111	3	0.28094018177040997
gist	960	A_TO_B	2	QR	111	4	0.07041445749443849
gist	960	A_TO_B	2	QR	111	5	0.01759578058376705
gist	960	A_TO_B	2	QR	111	6	0.004403599118262428
gist	960	A_TO_B	2	QR	111	7	0.0010947528608861567
gist	960	A_TO_B	2	QR	111	8	0.00027145412288193116
gist	960	A_TO_B	2	QR	111	9	6.766237432586652e-05
gist	960	A_TO_B	2	QR	111	10	1.7008748561366776e-05
gist	960	A_TO_B	2	QR	111	11	4.270924113540944e-06
gist	960	A_TO_B	2	QR	112	1	5.141940135638134
gist	960	A_TO_B	2	QR	112	2	1.117079833046793
gist	960	A_TO_B	2	QR	112	3	0.27922686840491573
gist	960	A_TO_B	2	QR	112	4	0.0688815425207318
gist	960	A_TO_B	2	QR	112	5	0.017299594767685108
gist	960	A_TO_B	2	QR	112	6	0.004334648330835234
gist	960	A_TO_B	2	QR	112	7	0.0010885410646416967
gist	960	A_TO_B	2	QR	112	8	0.00026796423216980187
gist	960	A_TO_B	2	QR	112	9	6.844130962957635e-05
gist	960	A_TO_B	2	QR	112	10	1.7029328211553238e-05
gist	960	A_TO_B	2	QR	112	11	4.25865532161935e-06
gist	960	A_TO_B	2	QR	113	1	5.244637854735446
gist	960	A_TO_B	2	QR	113	2	1.1414572957493176
gist	960	A_TO_B	2	QR	113	3	0.2786726028956236
gist	960	A_TO_B	2	QR	113	4	0.06954978481012561
gist	960	A_TO_B	2	QR	113	5	0.01741508732127289
gist	960	A_TO_B	2	QR	113	6	0.004352237488970288
gist	960	A_TO_B	2	QR	113	7	0.0010775393594526057
gist	960	A_TO_B	2	QR	113	8	0.0002698597688035591
gist	960	A_TO_B	2	QR	113	9	6.721845694930356e-05
gist	960	A_TO_B	2	QR	113	10	1.6842620868084005e-05
gist	960	A_TO_B	2	QR	113	11	4.242168503098101e-06
gist	960	A_TO_B	2	QR	114	1	5.134425710181617
gist	960	A_TO_B	2	QR	114	2	1.0985520606860786
gist	960	A_TO_B	2	QR	114	3	0.27497952841187123
gist	960	A_TO_B	2	QR	114	4	0.07012152736260169
gist	960	A_TO_B	2	QR	114	5	0.01747391523753087
gist	960	A_TO_B	2	QR	114	6	0.004332517433141843
gist	960	A_TO_B	2	QR	114	7	0.0010861803454654674
gist	960	A_TO_B	2	QR	114	8	0.0002737605767366014
gist	960	A_TO_B	2	QR	114	9	6.706774951311465e-05
gist	960	A_TO_B	2	QR	114	10	1.6835718529958596e-05
gist	960	A_TO_B	2	QR	114	11	4.223477249725434e-06
gist	960	A_TO_B	2	QR	115	1	5.207623259988768
gist	960	A_TO_B	2	QR	115	2	1.116886642919581
gist	960	A_TO_B	2	QR	115	3	0.27826797172844275
gist	960	A_TO_B	2	QR	115	4	0.06877888750452553
gist	960	A_TO_B	2	QR	115	5	0.017358989064866208
gist	960	A_TO_B	2	QR	115	6	0.004380320802683758
gist	960	A_TO_B	2	QR	115	7	0.0010829991908177664
gist	960	A_TO_B	2	QR	115	8	0.0002726006052494224
gist	960	A_TO_B	2	QR	115	9	6.789206627288355e-05
gist	960	A_TO_B	2	QR	115	10	1.7117184819538243e-05
gist	960	A_TO_B	2	QR	115	11	4.225893381852949e-06
gist	960	A_TO_B	2	QR	116	1	5.224662560357756
gist	960	A_TO_B	2	QR	116	2	1.1282222394765948
gist	960	A_TO_B	2	QR	116	3	0.27912161611098596
gist	960	A_TO_B	2	QR	116	4	0.06977689681465815
gist	960	A_TO_B	2	QR	116	5	0.01749457455940683
gist	960	A_TO_B	2	QR	116	6	0.004375013065412538
gist	960	A_TO_B	2	QR	116	7	0.0010946940956123193
gist	960	A_TO_B	2	QR	116	8	0.0002731458540750479
gist	960	A_TO_B	2	QR	116	9	6.876210886514676e-05
gist	960	A_TO_B	2	QR	116	10	1.7099882787376613e-05
gist	960	A_TO_B	2	QR	116	11	4.247009371684425e-06
gist	960	A_TO_B	2	QR	117	1	5.1967488349397435
gist	960	A_TO_B	2	QR	117	2	1.1061029638147206
gist	960	A_TO_B	2	QR	117	3	0.2784212830312413
gist	960	A_TO_B	2	QR	117	4	0.06997629688536873
gist	960	A_TO_B	2	QR	117	5	0.017221839287973502
gist	960	A_TO_B	2	QR	117	6	0.0043923697236026415
gist	960	A_TO_B	2	QR	117	7	0.0010789823137762292
gist	960	A_TO_B	2	QR	117	8	0.0002756274275071374
gist	960	A_TO_B	2	QR	117	9	6.778283456942214e-05
gist	960	A_TO_B	2	QR	117	10	1.6997420908656958e-05
gist	960	A_TO_B	2	QR	117	11	4.229352335570748e-06
gist	960	A_TO_B	2	QR	118	1	5.283214309191546
gist	960	A_TO_B	2	QR	118	2	1.0948266636736035
gist	960	A_TO_B	2	QR	118	3	0.27896842717494386
gist	960	A_TO_B	2	QR	118	4	0.06897434772173873
gist	960	A_TO_B	2	QR	118	5	0.017535554898778193
gist	960	A_TO_B	2	QR	118	6	0.004371049352198865
gist	960	A_TO_B	2	QR	118	7	0.001079330334496879
gist	960	A_TO_B	2	QR	118	8	0.0002720687895082167
gist	960	A_TO_B	2	QR	118	9	6.744686014370071e-05
gist	960	A_TO_B	2	QR	118	10	1.7208613835539366e-05
gist	960	A_TO_B	2	QR	118	11	4.2214920375951905e-06
gist	960	A_TO_B	2	QR	119	1	5.251432030356875
gist	960	A_TO_B	2	QR	119	2	1.1102328414553742
gist	960	A_TO_B	2	QR	119	3	0.27793110481955796
gist	960	A_TO_B	2	QR	119	4	0.06931505008517724
gist	960	A_TO_B	2	QR	119	5	0.017144088279363527
gist	960	A_TO_B	2	QR	119	6	0.004352841137883547
gist	960	A_TO_B	2	QR	119	7	0.0010985653370264178
gist	960	A_TO_B	2	QR	119	8	0.0002720511779927253
gist	960	A_TO_B	2	QR	119	9	6.798035225684644e-05
gist	960	A_TO_B	2	QR	119	10	1.720533527692199e-05
gist	960	A_TO_B	2	QR	119	11	4.263787122536566e-06
gist	960	A_TO_B	2	QR	120	1	5.291802142239904
gist	960	A_TO_B	2	QR	120	2	1.1321685423604235
gist	960	A_TO_B	2	QR	120	3	0.27871011784516153
gist	960	A_TO_B	2	QR	120	4	0.06842507249412237
gist	960	A_TO_B	2	QR	120	5	0.017276592100104113
gist	960	A_TO_B	2	QR	120	6	0.0043148420905333015
gist	960	A_TO_B	2	QR	120	7	0.0010795049855640746
gist	960	A_TO_B	2	QR	120	8	0.00027145362160608036
gist	960	A_TO_B	2	QR	120	9	6.787214442697692e-05
gist	960	A_TO_B	2	QR	120	10	1.6796573337347457e-05
gist	960	A_TO_B	2	QR	120	11	4.241260620615444e-06
gist	960	A_TO_B	2	QR	121	1	5.183381975762778
gist	960	A_TO_B	2	QR	121	2	1.097514701350288
gist	960	A_TO_B	2	QR	121	3	0.27482133443022866
gist	960	A_TO_B	2	QR	121	4	0.0673676701302528
gist	960	A_TO_B	2	QR	121	5	0.01730024503033222
gist	960	A_TO_B	2	QR	121	6	0.004267612610863525
gist	960	A_TO_B	2	QR	121	7	0.0010897263113181022
gist	960	A_TO_B	2	QR	121	8	0.00027406389820832495
gist	960	A_TO_B	2	QR	121	9	6.879613462156682e-05
gist	960	A_TO_B	2	QR	121	10	1.681360643187245e-05
gist	960	A_TO_B	2	QR	121	11	4.237094277393339e-06
gist	960	A_TO_B	2	QR	122	1	5.129801243569033
gist	960	A_TO_B	2	QR	122	2	1.0948844151393455
gist	960	A_TO_B	2	QR	122	3	0.27508397308127114
gist	960	A_TO_B	2	QR	122	4	0.0691176544221673
gist	960	A_TO_B	2	QR	122	5	0.017498193162454843
gist	960	A_TO_B	2	QR	122	6	0.004315955174685467
gist	960	A_TO_B	2	QR	122	7	0.0010719167415427925
gist	960	A_TO_B	2	QR	122	8	0.0002741118149789695
gist	960	A_TO_B	2	QR	122	9	6.873458503323623e-05
gist	960	A_TO_B	2	QR	122	10	1.719164959170249e-05
gist	960	A_TO_B	2	QR	122	11	4.213513731229301e-06
gist	960	A_TO_B	2	QR	123	1	5.217278510342843
gist	960	A_TO_B	2	QR	123	2	1.0940834054392559
gist	960	A_TO_B	2	QR	123	3	0.2739229044730211
gist	960	A_TO_B	2	QR	123	4	0.06872522963673043
gist	960	A_TO_B	2	QR	123	5	0.017442591460738826
gist	960	A_TO_B	2	QR	123	6	0.00433321562008751
gist	960	A_TO_B	2	QR	123	7	0.0010843248249238328
gist	960	A_TO_B	2	QR	123	8	0.0002645311001122406
gist	960	A_TO_B	2	QR	123	9	6.762473176027946e-05
gist	960	A_TO_B	2	QR	123	10	1.688053790266176e-05
gist	960	A_TO_B	2	QR	123	11	4.2109253185441115e-06
gist	960	A_TO_B	2	QR	124	1	5.273172877403845
gist	960	A_TO_B	2	QR	124	2	1.1087663537761026
gist	960	A_TO_B	2	QR	124	3	0.2784044454286768
gist	960	A_TO_B	2	QR	124	4	0.06999721269682779
gist	960	A_TO_B	2	QR	124	5	0.01758631002722767
gist	960	A_TO_B	2	QR	124	6	0.004352048834833082
gist	960	A_TO_B	2	QR	124	7	0.0010745960392215235
gist	960	A_TO_B	2	QR	124	8	0.00026646583573813296
gist	960	A_TO_B	2	QR	124	9	6.652799649786003e-05
gist	960	A_TO_B	2	QR	124	10	1.6763074838649528e-05
gist	960	A_TO_B	2	QR	124	11	4.221272064440122e-06
gist	960	A_TO_B	2	QR	125	1	5.2108869243476175
gist	960	A_TO_B	2	QR	125	2	1.1180287833138667
gist	960	A_TO_B	2	QR	125	3	0.2794136614475907
gist	960	A_TO_B	2	QR	125	4	0.07016555909329103
gist	960	A_TO_B	2	QR	125	5	0.017670609542027906
gist	960	A_TO_B	2	QR	125	6	0.004386679891472613
gist	960	A_TO_B	2	QR	125	7	0.001100681751729619
gist	960	A_TO_B	2	QR	125	8	0.00027539311830111394
gist	960	A_TO_B	2	QR	125	9	6.777242183935694e-05
gist	960	A_TO_B	2	QR	125	10	1.6902955296484314e-05
gist	960	A_TO_B	2	QR	125	11	4.167876367280236e-06
gist	960	A_TO_B	2	QR	126	1	5.20900801979701
gist	960	A_TO_B	2	QR	126	2	1.1163017506682336
gist	960	A_TO_B	2	QR	126	3	0.27424782540339193
gist	960	A_TO_B	2	QR	126	4	0.06910436184690708
gist	960	A_TO_B	2	QR	126	5	0.017361803141657323
gist	960	A_TO_B	2	QR	126	6	0.004395085351637572
gist	960	A_TO_B	2	QR	126	7	0.0010892193117848956
gist	960	A_TO_B	2	QR	126	8	0.00026946766596223795
gist	960	A_TO_B	2	QR	126	9	6.734471518651006e-05
gist	960	A_TO_B	2	QR	126	10	1.688786390761613e-05
gist	960	A_TO_B	2	QR	126	11	4.243199391616666e-06
gist	960	A_TO_B	2	QR	127	1	5.230411457424948
gist	960	A_TO_B	2	QR	127	2	1.119479347900243
gist	960	A_TO_B	2	QR	127	3	0.27520078945841825
gist	960	A_TO_B	2	QR	127	4	0.07024545079235345
gist	960	A_TO_B	2	QR	127	5	0.017411753861267164
gist	960	A_TO_B	2	QR	127	6	0.004341124429216117
gist	960	A_TO_B	2	QR	127	7	0.0010713305029418636
gist	960	A_TO_B	2	QR	127	8	0.0002737873503263065
gist	960	A_TO_B	2	QR	127	9	6.829090419843947e-05
gist	960	A_TO_B	2	QR	127	10	1.705035408908661e-05
