dataset	dimensions	fold	segment	rotation	pair	bits_per_coordinate	fit_nearest_sse
gist	960	A_TO_B	1	QR	86	8	0.0012352701160542364
gist	960	A_TO_B	1	QR	86	9	0.0003121460358734911
gist	960	A_TO_B	1	QR	86	10	7.765076261024381e-05
gist	960	A_TO_B	1	QR	86	11	1.905043181405147e-05
gist	960	A_TO_B	1	QR	87	1	22.711417465686054
gist	960	A_TO_B	1	QR	87	2	5.078255146857743
gist	960	A_TO_B	1	QR	87	3	1.2734561122417976
gist	960	A_TO_B	1	QR	87	4	0.31752167495056793
gist	960	A_TO_B	1	QR	87	5	0.07863613407106178
gist	960	A_TO_B	1	QR	87	6	0.0196233039849056
gist	960	A_TO_B	1	QR	87	7	0.004902781567072801
gist	960	A_TO_B	1	QR	87	8	0.0012353719087780932
gist	960	A_TO_B	1	QR	87	9	0.0003082826770416352
gist	960	A_TO_B	1	QR	87	10	7.749646356070252e-05
gist	960	A_TO_B	1	QR	87	11	1.929140101217999e-05
gist	960	A_TO_B	1	QR	88	1	23.465700368044487
gist	960	A_TO_B	1	QR	88	2	5.097198056381697
gist	960	A_TO_B	1	QR	88	3	1.271508202881001
gist	960	A_TO_B	1	QR	88	4	0.3172068279015406
gist	960	A_TO_B	1	QR	88	5	0.07864864292798346
gist	960	A_TO_B	1	QR	88	6	0.01973601567451641
gist	960	A_TO_B	1	QR	88	7	0.0049488687454698295
gist	960	A_TO_B	1	QR	88	8	0.0012348999561698378
gist	960	A_TO_B	1	QR	88	9	0.0003072401018168597
gist	960	A_TO_B	1	QR	88	10	7.684998526012313e-05
gist	960	A_TO_B	1	QR	88	11	1.9306699246426255e-05
gist	960	A_TO_B	1	QR	89	1	22.725623478723215
gist	960	A_TO_B	1	QR	89	2	5.054540739114176
gist	960	A_TO_B	1	QR	89	3	1.2633988908794795
gist	960	A_TO_B	1	QR	89	4	0.3166080281928321
gist	960	A_TO_B	1	QR	89	5	0.07975167804518697
gist	960	A_TO_B	1	QR	89	6	0.020004644270887467
gist	960	A_TO_B	1	QR	89	7	0.005035024239560509
gist	960	A_TO_B	1	QR	89	8	0.0012562103815629002
gist	960	A_TO_B	1	QR	89	9	0.00031162525053033535
gist	960	A_TO_B	1	QR	89	10	7.718960563254705e-05
gist	960	A_TO_B	1	QR	89	11	1.914349338177892e-05
gist	960	A_TO_B	1	QR	90	1	23.25792716412463
gist	960	A_TO_B	1	QR	90	2	5.097833911770822
gist	960	A_TO_B	1	QR	90	3	1.2622684344838957
gist	960	A_TO_B	1	QR	90	4	0.31859644911876256
gist	960	A_TO_B	1	QR	90	5	0.07939403650677668
gist	960	A_TO_B	1	QR	90	6	0.019934401626762358
gist	960	A_TO_B	1	QR	90	7	0.004916705556304729
gist	960	A_TO_B	1	QR	90	8	0.001247027975942383
gist	960	A_TO_B	1	QR	90	9	0.00031046785608391744
gist	960	A_TO_B	1	QR	90	10	7.733341120154914e-05
gist	960	A_TO_B	1	QR	90	11	1.922320919293959e-05
gist	960	A_TO_B	1	QR	91	1	23.36873990815745
gist	960	A_TO_B	1	QR	91	2	5.046391497370716
gist	960	A_TO_B	1	QR	91	3	1.2641831826110408
gist	960	A_TO_B	1	QR	91	4	0.31675434600173513
gist	960	A_TO_B	1	QR	91	5	0.07844263635659032
gist	960	A_TO_B	1	QR	91	6	0.019652259041042206
gist	960	A_TO_B	1	QR	91	7	0.004923011477857408
gist	960	A_TO_B	1	QR	91	8	0.0012402445545733767
gist	960	A_TO_B	1	QR	91	9	0.0003091818473905651
gist	960	A_TO_B	1	QR	91	10	7.811607249189218e-05
gist	960	A_TO_B	1	QR	91	11	1.955026077173061e-05
gist	960	A_TO_B	1	QR	92	1	23.34173578774422
gist	960	A_TO_B	1	QR	92	2	5.122973436557815
gist	960	A_TO_B	1	QR	92	3	1.2712466924290255
gist	960	A_TO_B	1	QR	92	4	0.3203279348601453
gist	960	A_TO_B	1	QR	92	5	0.07849513970703104
gist	960	A_TO_B	1	QR	92	6	0.019562249943181897
gist	960	A_TO_B	1	QR	92	7	0.004897324092061552
gist	960	A_TO_B	1	QR	92	8	0.0012404244483620744
gist	960	A_TO_B	1	QR	92	9	0.0003064392090057872
gist	960	A_TO_B	1	QR	92	10	7.733732815649458e-05
gist	960	A_TO_B	1	QR	92	11	1.930921230975495e-05
gist	960	A_TO_B	1	QR	93	1	22.906849827654078
gist	960	A_TO_B	1	QR	93	2	5.054580423792273
gist	960	A_TO_B	1	QR	93	3	1.246233598052114
gist	960	A_TO_B	1	QR	93	4	0.3163398453139455
gist	960	A_TO_B	1	QR	93	5	0.07942577815933219
gist	960	A_TO_B	1	QR	93	6	0.019937638054524174
gist	960	A_TO_B	1	QR	93	7	0.004886813380866041
gist	960	A_TO_B	1	QR	93	8	0.0012399139319992083
gist	960	A_TO_B	1	QR	93	9	0.00031322799454532095
gist	960	A_TO_B	1	QR	93	10	7.653040034677217e-05
gist	960	A_TO_B	1	QR	93	11	1.9286198425389683e-05
gist	960	A_TO_B	1	QR	94	1	23.521337860429018
gist	960	A_TO_B	1	QR	94	2	5.091353246848182
gist	960	A_TO_B	1	QR	94	3	1.2732502889100705
gist	960	A_TO_B	1	QR	94	4	0.31609239506874315
gist	960	A_TO_B	1	QR	94	5	0.07939809433866123
gist	960	A_TO_B	1	QR	94	6	0.01989745146642198
gist	960	A_TO_B	1	QR	94	7	0.004895569041905278
gist	960	A_TO_B	1	QR	94	8	0.0012051507661554515
gist	960	A_TO_B	1	QR	94	9	0.0003042485270014758
gist	960	A_TO_B	1	QR	94	10	7.747111712233264e-05
gist	960	A_TO_B	1	QR	94	11	1.9330191553780975e-05
gist	960	A_TO_B	1	QR	95	1	23.48290137590944
gist	960	A_TO_B	1	QR	95	2	5.108381470044777
gist	960	A_TO_B	1	QR	95	3	1.256710299682252
gist	960	A_TO_B	1	QR	95	4	0.3200384763202107
gist	960	A_TO_B	1	QR	95	5	0.08004498779140704
gist	960	A_TO_B	1	QR	95	6	0.019844938027473127
gist	960	A_TO_B	1	QR	95	7	0.005010472845672972
gist	960	A_TO_B	1	QR	95	8	0.0012474111323487352
gist	960	A_TO_B	1	QR	95	9	0.0003113898780114385
gist	960	A_TO_B	1	QR	95	10	7.847980993149247e-05
gist	960	A_TO_B	1	QR	95	11	1.9375656599721e-05
gist	960	A_TO_B	2	IDENTITY	0	1	8.745449720882945
gist	960	A_TO_B	2	IDENTITY	0	2	1.867964804027369
gist	960	A_TO_B	2	IDENTITY	0	3	0.45457036607458473
gist	960	A_TO_B	2	IDENTITY	0	4	0.11361233265035182
gist	960	A_TO_B	2	IDENTITY	0	5	0.028666193352247734
gist	960	A_TO_B	2	IDENTITY	0	6	0.007124586131988124
gist	960	A_TO_B	2	IDENTITY	0	7	0.0017906085021425504
gist	960	A_TO_B	2	IDENTITY	0	8	0.00044028773123057797
gist	960	A_TO_B	2	IDENTITY	0	9	0.00011028667330022251
gist	960	A_TO_B	2	IDENTITY	0	10	2.742946158273458e-05
gist	960	A_TO_B	2	IDENTITY	0	11	6.894410600986558e-06
gist	960	A_TO_B	2	IDENTITY	1	1	8.683126346361739
gist	960	A_TO_B	2	IDENTITY	1	2	1.862526011331245
gist	960	A_TO_B	2	IDENTITY	1	3	0.458405019574363
gist	960	A_TO_B	2	IDENTITY	1	4	0.11573108808314563
gist	960	A_TO_B	2	IDENTITY	1	5	0.02841004837739195
gist	960	A_TO_B	2	IDENTITY	1	6	0.007126689735889018
gist	960	A_TO_B	2	IDENTITY	1	7	0.001792004323483451
gist	960	A_TO_B	2	IDENTITY	1	8	0.0004402462193039696
gist	960	A_TO_B	2	IDENTITY	1	9	0.00010862874310810805
gist	960	A_TO_B	2	IDENTITY	1	10	2.7896310005690337e-05
gist	960	A_TO_B	2	IDENTITY	1	11	6.908347274244433e-06
gist	960	A_TO_B	2	IDENTITY	2	1	8.957193822728126
gist	960	A_TO_B	2	IDENTITY	2	2	1.9074390967059183
gist	960	A_TO_B	2	IDENTITY	2	3	0.459261918618255
gist	960	A_TO_B	2	IDENTITY	2	4	0.1139832877982693
gist	960	A_TO_B	2	IDENTITY	2	5	0.02836981626818279
gist	960	A_TO_B	2	IDENTITY	2	6	0.00712125448151824
gist	960	A_TO_B	2	IDENTITY	2	7	0.0018156011362073462
gist	960	A_TO_B	2	IDENTITY	2	8	0.00044975506066965493
gist	960	A_TO_B	2	IDENTITY	2	9	0.00011414468387820035
gist	960	A_TO_B	2	IDENTITY	2	10	2.8254655252664567e-05
gist	960	A_TO_B	2	IDENTITY	2	11	6.994205168562951e-06
gist	960	A_TO_B	2	IDENTITY	3	1	8.809749251008876
gist	960	A_TO_B	2	IDENTITY	3	2	1.867182620072266
gist	960	A_TO_B	2	IDENTITY	3	3	0.4629039047175737
gist	960	A_TO_B	2	IDENTITY	3	4	0.11366911369364413
gist	960	A_TO_B	2	IDENTITY	3	5	0.028525807370776608
gist	960	A_TO_B	2	IDENTITY	3	6	0.007175320122933648
gist	960	A_TO_B	2	IDENTITY	3	7	0.001783063171473482
gist	960	A_TO_B	2	IDENTITY	3	8	0.00043916605832523115
gist	960	A_TO_B	2	IDENTITY	3	9	0.00011405181248924775
gist	960	A_TO_B	2	IDENTITY	3	10	2.79706576320284e-05
gist	960	A_TO_B	2	IDENTITY	3	11	6.863374317249554e-06
gist	960	A_TO_B	2	IDENTITY	4	1	8.775805722182431
gist	960	A_TO_B	2	IDENTITY	4	2	1.817805543690606
gist	960	A_TO_B	2	IDENTITY	4	3	0.4515030437189112
gist	960	A_TO_B	2	IDENTITY	4	4	0.1146070628275367
gist	960	A_TO_B	2	IDENTITY	4	5	0.028398458932495728
gist	960	A_TO_B	2	IDENTITY	4	6	0.007088725686650266
gist	960	A_TO_B	2	IDENTITY	4	7	0.0017589918690916863
gist	960	A_TO_B	2	IDENTITY	4	8	0.0004346054847175204
gist	960	A_TO_B	2	IDENTITY	4	9	0.00011052430533481737
gist	960	A_TO_B	2	IDENTITY	4	10	2.7692591685465155e-05
gist	960	A_TO_B	2	IDENTITY	4	11	6.933536573608583e-06
gist	960	A_TO_B	2	IDENTITY	5	1	8.507280003095888
gist	960	A_TO_B	2	IDENTITY	5	2	1.8101184348185861
gist	960	A_TO_B	2	IDENTITY	5	3	0.45014851750446555
gist	960	A_TO_B	2	IDENTITY	5	4	0.11304613232562492
gist	960	A_TO_B	2	IDENTITY	5	5	0.028088939839142135
gist	960	A_TO_B	2	IDENTITY	5	6	0.007062905922084584
gist	960	A_TO_B	2	IDENTITY	5	7	0.001766725598468408
gist	960	A_TO_B	2	IDENTITY	5	8	0.0004432038570190539
gist	960	A_TO_B	2	IDENTITY	5	9	0.00010959103821102335
gist	960	A_TO_B	2	IDENTITY	5	10	2.7558566741903664e-05
gist	960	A_TO_B	2	IDENTITY	5	11	6.989516395731383e-06
gist	960	A_TO_B	2	IDENTITY	6	1	8.9168319462721
gist	960	A_TO_B	2	IDENTITY	6	2	1.8870633374399948
gist	960	A_TO_B	2	IDENTITY	6	3	0.4561533808156756
gist	960	A_TO_B	2	IDENTITY	6	4	0.11347811316483676
gist	960	A_TO_B	2	IDENTITY	6	5	0.028528550703395952
gist	960	A_TO_B	2	IDENTITY	6	6	0.007132351717704439
gist	960	A_TO_B	2	IDENTITY	6	7	0.0017404451089759378
gist	960	A_TO_B	2	IDENTITY	6	8	0.000447242015977087
gist	960	A_TO_B	2	IDENTITY	6	9	0.00011020853263987529
gist	960	A_TO_B	2	IDENTITY	6	10	2.7764227191692878e-05
gist	960	A_TO_B	2	IDENTITY	6	11	6.989962695902075e-06
gist	960	A_TO_B	2	IDENTITY	7	1	8.497641092364784
gist	960	A_TO_B	2	IDENTITY	7	2	1.8188382430230319
gist	960	A_TO_B	2	IDENTITY	7	3	0.44406395034234136
gist	960	A_TO_B	2	IDENTITY	7	4	0.11115831721230235
gist	960	A_TO_B	2	IDENTITY	7	5	0.027967333723773847
gist	960	A_TO_B	2	IDENTITY	7	6	0.006956834580110864
gist	960	A_TO_B	2	IDENTITY	7	7	0.001753089645846727
gist	960	A_TO_B	2	IDENTITY	7	8	0.0004404641838395651
gist	960	A_TO_B	2	IDENTITY	7	9	0.00010874307725172925
gist	960	A_TO_B	2	IDENTITY	7	10	2.8256012971880584e-05
gist	960	A_TO_B	2	IDENTITY	7	11	6.980487794561262e-06
gist	960	A_TO_B	2	IDENTITY	8	1	8.739435810629828
gist	960	A_TO_B	2	IDENTITY	8	2	1.8619791817580305
gist	960	A_TO_B	2	IDENTITY	8	3	0.4557436232166323
gist	960	A_TO_B	2	IDENTITY	8	4	0.11255728885358894
gist	960	A_TO_B	2	IDENTITY	8	5	0.02821738776510698
gist	960	A_TO_B	2	IDENTITY	8	6	0.006979684809894075
gist	960	A_TO_B	2	IDENTITY	8	7	0.0017483602529002383
gist	960	A_TO_B	2	IDENTITY	8	8	0.00043896407706512275
gist	960	A_TO_B	2	IDENTITY	8	9	0.00011086183477848922
gist	960	A_TO_B	2	IDENTITY	8	10	2.7631006099633446e-05
gist	960	A_TO_B	2	IDENTITY	8	11	6.848092233627822e-06
gist	960	A_TO_B	2	IDENTITY	9	1	8.761148906699377
gist	960	A_TO_B	2	IDENTITY	9	2	1.8744350536702847
gist	960	A_TO_B	2	IDENTITY	9	3	0.4517451669507444
gist	960	A_TO_B	2	IDENTITY	9	4	0.1127733483448608
gist	960	A_TO_B	2	IDENTITY	9	5	0.028095357091210155
gist	960	A_TO_B	2	IDENTITY	9	6	0.006996956843092666
gist	960	A_TO_B	2	IDENTITY	9	7	0.0017593230840357147
gist	960	A_TO_B	2	IDENTITY	9	8	0.00044688603571470356
gist	960	A_TO_B	2	IDENTITY	9	9	0.0001121982410098559
gist	960	A_TO_B	2	IDENTITY	9	10	2.7498575688039763e-05
gist	960	A_TO_B	2	IDENTITY	9	11	7.02463014116553e-06
gist	960	A_TO_B	2	IDENTITY	10	1	8.967730544445098
gist	960	A_TO_B	2	IDENTITY	10	2	1.868642775007665
gist	960	A_TO_B	2	IDENTITY	10	3	0.4504513002203912
gist	960	A_TO_B	2	IDENTITY	10	4	0.11388807712477704
gist	960	A_TO_B	2	IDENTITY	10	5	0.02735699675147753
gist	960	A_TO_B	2	IDENTITY	10	6	0.0070671688533902625
gist	960	A_TO_B	2	IDENTITY	10	7	0.001777262861793279
gist	960	A_TO_B	2	IDENTITY	10	8	0.0004443242862907573
gist	960	A_TO_B	2	IDENTITY	10	9	0.00011113881412825263
gist	960	A_TO_B	2	IDENTITY	10	10	2.7542804647069608e-05
gist	960	A_TO_B	2	IDENTITY	10	11	7.001811413530504e-06
gist	960	A_TO_B	2	IDENTITY	11	1	8.834814042481538
gist	960	A_TO_B	2	IDENTITY	11	2	1.8512313793820998
gist	960	A_TO_B	2	IDENTITY	11	3	0.45640957517346625
gist	960	A_TO_B	2	IDENTITY	11	4	0.11371274725712018
gist	960	A_TO_B	2	IDENTITY	11	5	0.028216735825735164
gist	960	A_TO_B	2	IDENTITY	11	6	0.007048532886706452
gist	960	A_TO_B	2	IDENTITY	11	7	0.0017538459483929557
gist	960	A_TO_B	2	IDENTITY	11	8	0.00044238298701033436
gist	960	A_TO_B	2	IDENTITY	11	9	0.00010859023056596166
gist	960	A_TO_B	2	IDENTITY	11	10	2.7722533726820742e-05
gist	960	A_TO_B	2	IDENTITY	11	11	6.7089648096226465e-06
gist	960	A_TO_B	2	IDENTITY	12	1	8.755094955159013
gist	960	A_TO_B	2	IDENTITY	12	2	1.82144690494041
gist	960	A_TO_B	2	IDENTITY	12	3	0.44871630797890116
gist	960	A_TO_B	2	IDENTITY	12	4	0.11139068942628158
gist	960	A_TO_B	2	IDENTITY	12	5	0.027968123416210373
gist	960	A_TO_B	2	IDENTITY	12	6	0.007034483485211003
gist	960	A_TO_B	2	IDENTITY	12	7	0.0017482780638558321
gist	960	A_TO_B	2	IDENTITY	12	8	0.00044119653341972477
gist	960	A_TO_B	2	IDENTITY	12	9	0.000109798743561344
gist	960	A_TO_B	2	IDENTITY	12	10	2.7273929135233983e-05
gist	960	A_TO_B	2	IDENTITY	12	11	6.860740915342792e-06
gist	960	A_TO_B	2	IDENTITY	13	1	8.679759375915516
gist	960	A_TO_B	2	IDENTITY	13	2	1.8483134233422065
gist	960	A_TO_B	2	IDENTITY	13	3	0.4503567980822475
gist	960	A_TO_B	2	IDENTITY	13	4	0.1100928801420723
gist	960	A_TO_B	2	IDENTITY	13	5	0.028177483888980743
gist	960	A_TO_B	2	IDENTITY	13	6	0.007011291344365011
gist	960	A_TO_B	2	IDENTITY	13	7	0.0017658285217772482
gist	960	A_TO_B	2	IDENTITY	13	8	0.00044214428627256154
gist	960	A_TO_B	2	IDENTITY	13	9	0.00011050746712734839
gist	960	A_TO_B	2	IDENTITY	13	10	2.7330319524546268e-05
gist	960	A_TO_B	2	IDENTITY	13	11	6.900672436542222e-06
gist	960	A_TO_B	2	IDENTITY	14	1	8.768172166566057
gist	960	A_TO_B	2	IDENTITY	14	2	1.8222103057796448
gist	960	A_TO_B	2	IDENTITY	14	3	0.44695670779527563
gist	960	A_TO_B	2	IDENTITY	14	4	0.11214120465517899
gist	960	A_TO_B	2	IDENTITY	14	5	0.028151121197762457
gist	960	A_TO_B	2	IDENTITY	14	6	0.007027417387050857
gist	960	A_TO_B	2	IDENTITY	14	7	0.0017763311354292936
gist	960	A_TO_B	2	IDENTITY	14	8	0.0004415695787044204
gist	960	A_TO_B	2	IDENTITY	14	9	0.00010889062647847182
gist	960	A_TO_B	2	IDENTITY	14	10	2.7733122461576297e-05
gist	960	A_TO_B	2	IDENTITY	14	11	6.918925966487816e-06
gist	960	A_TO_B	2	IDENTITY	15	1	8.861938900094085
gist	960	A_TO_B	2	IDENTITY	15	2	1.8332282243331226
gist	960	A_TO_B	2	IDENTITY	15	3	0.44607500032966296
gist	960	A_TO_B	2	IDENTITY	15	4	0.11382745289858319
gist	960	A_TO_B	2	IDENTITY	15	5	0.027784120863169025
gist	960	A_TO_B	2	IDENTITY	15	6	0.007023775229907731
gist	960	A_TO_B	2	IDENTITY	15	7	0.001740203352965813
gist	960	A_TO_B	2	IDENTITY	15	8	0.00043730740599964087
gist	960	A_TO_B	2	IDENTITY	15	9	0.00011023424590359988
gist	960	A_TO_B	2	IDENTITY	15	10	2.7220344581672115e-05
gist	960	A_TO_B	2	IDENTITY	15	11	6.8339607944133334e-06
gist	960	A_TO_B	2	IDENTITY	16	1	9.33406043380951
gist	960	A_TO_B	2	IDENTITY	16	2	1.8963338048654834
gist	960	A_TO_B	2	IDENTITY	16	3	0.44494677210588535
gist	960	A_TO_B	2	IDENTITY	16	4	0.11370463217309894
gist	960	A_TO_B	2	IDENTITY	16	5	0.02846641842195378
gist	960	A_TO_B	2	IDENTITY	16	6	0.007069494412180065
gist	960	A_TO_B	2	IDENTITY	16	7	0.0017772220180450413
gist	960	A_TO_B	2	IDENTITY	16	8	0.00043636236095211193
gist	960	A_TO_B	2	IDENTITY	16	9	0.00011001536956445953
gist	960	A_TO_B	2	IDENTITY	16	10	2.8018774245023707e-05
gist	960	A_TO_B	2	IDENTITY	16	11	6.970326446324919e-06
gist	960	A_TO_B	2	IDENTITY	17	1	9.40176125336075
gist	960	A_TO_B	2	IDENTITY	17	2	1.9226399076405174
gist	960	A_TO_B	2	IDENTITY	17	3	0.4501376306076016
gist	960	A_TO_B	2	IDENTITY	17	4	0.11309160996294024
gist	960	A_TO_B	2	IDENTITY	17	5	0.027773459782808187
gist	960	A_TO_B	2	IDENTITY	17	6	0.007055648205200819
gist	960	A_TO_B	2	IDENTITY	17	7	0.001757520437766261
gist	960	A_TO_B	2	IDENTITY	17	8	0.00044085636950510576
gist	960	A_TO_B	2	IDENTITY	17	9	0.00011088220915716099
gist	960	A_TO_B	2	IDENTITY	17	10	2.7474600280701802e-05
gist	960	A_TO_B	2	IDENTITY	17	11	7.010687505778318e-06
gist	960	A_TO_B	2	IDENTITY	18	1	9.084738454549754
gist	960	A_TO_B	2	IDENTITY	18	2	1.8619690429333418
gist	960	A_TO_B	2	IDENTITY	18	3	0.4497335420980543
gist	960	A_TO_B	2	IDENTITY	18	4	0.11286940839992414
gist	960	A_TO_B	2	IDENTITY	18	5	0.028365531410769262
gist	960	A_TO_B	2	IDENTITY	18	6	0.007000835421810235
gist	960	A_TO_B	2	IDENTITY	18	7	0.0017468689643749405
gist	960	A_TO_B	2	IDENTITY	18	8	0.0004394750029344347
gist	960	A_TO_B	2	IDENTITY	18	9	0.00011158378847595623
gist	960	A_TO_B	2	IDENTITY	18	10	2.772878331572819e-05
gist	960	A_TO_B	2	IDENTITY	18	11	6.816506583899235e-06
gist	960	A_TO_B	2	IDENTITY	19	1	9.153275120530479
gist	960	A_TO_B	2	IDENTITY	19	2	1.873831836026877
gist	960	A_TO_B	2	IDENTITY	19	3	0.45010502610717545
gist	960	A_TO_B	2	IDENTITY	19	4	0.11055001835455872
gist	960	A_TO_B	2	IDENTITY	19	5	0.028007749053619736
gist	960	A_TO_B	2	IDENTITY	19	6	0.006963530970692648
gist	960	A_TO_B	2	IDENTITY	19	7	0.0017648136242590148
gist	960	A_TO_B	2	IDENTITY	19	8	0.00044527895496801386
gist	960	A_TO_B	2	IDENTITY	19	9	0.00010904629422164261
gist	960	A_TO_B	2	IDENTITY	19	10	2.7243926482451355e-05
gist	960	A_TO_B	2	IDENTITY	19	11	6.962812119101662e-06
gist	960	A_TO_B	2	IDENTITY	20	1	9.03351940719938
gist	960	A_TO_B	2	IDENTITY	20	2	1.8577015357490325
gist	960	A_TO_B	2	IDENTITY	20	3	0.44715378082184093
gist	960	A_TO_B	2	IDENTITY	20	4	0.11198234367184705
gist	960	A_TO_B	2	IDENTITY	20	5	0.028054294786188327
gist	960	A_TO_B	2	IDENTITY	20	6	0.007045920506349557
gist	960	A_TO_B	2	IDENTITY	20	7	0.0017513586782113698
gist	960	A_TO_B	2	IDENTITY	20	8	0.0004383631324316074
gist	960	A_TO_B	2	IDENTITY	20	9	0.00010902153525945737
gist	960	A_TO_B	2	IDENTITY	20	10	2.7278809308625916e-05
gist	960	A_TO_B	2	IDENTITY	20	11	6.809074795495214e-06
gist	960	A_TO_B	2	IDENTITY	21	1	8.823349122006439
gist	960	A_TO_B	2	IDENTITY	21	2	1.8278522169784306
gist	960	A_TO_B	2	IDENTITY	21	3	0.45007254501269445
gist	960	A_TO_B	2	IDENTITY	21	4	0.11067110410203869
gist	960	A_TO_B	2	IDENTITY	21	5	0.027806535909116515
gist	960	A_TO_B	2	IDENTITY	21	6	0.007081974976634493
gist	960	A_TO_B	2	IDENTITY	21	7	0.001730073502490629
gist	960	A_TO_B	2	IDENTITY	21	8	0.0004429711611506755
gist	960	A_TO_B	2	IDENTITY	21	9	0.00011010453917425178
gist	960	A_TO_B	2	IDENTITY	21	10	2.7417565696636204e-05
gist	960	A_TO_B	2	IDENTITY	21	11	6.747653716783268e-06
gist	960	A_TO_B	2	IDENTITY	22	1	9.06932187324526
gist	960	A_TO_B	2	IDENTITY	22	2	1.851613325448415
gist	960	A_TO_B	2	IDENTITY	22	3	0.455796635257953
gist	960	A_TO_B	2	IDENTITY	22	4	0.11319145684974735
gist	960	A_TO_B	2	IDENTITY	22	5	0.02779717415381966
gist	960	A_TO_B	2	IDENTITY	22	6	0.00691136710616561
gist	960	A_TO_B	2	IDENTITY	22	7	0.001737419606184106
gist	960	A_TO_B	2	IDENTITY	22	8	0.0004324645292350539
gist	960	A_TO_B	2	IDENTITY	22	9	0.00010948326190174542
gist	960	A_TO_B	2	IDENTITY	22	10	2.7681237354344913e-05
gist	960	A_TO_B	2	IDENTITY	22	11	6.83431159230604e-06
gist	960	A_TO_B	2	IDENTITY	23	1	9.1310977914238
gist	960	A_TO_B	2	IDENTITY	23	2	1.851704757314174
gist	960	A_TO_B	2	IDENTITY	23	3	0.4475500695672391
gist	960	A_TO_B	2	IDENTITY	23	4	0.11420640768264281
gist	960	A_TO_B	2	IDENTITY	23	5	0.028085186502769525
gist	960	A_TO_B	2	IDENTITY	23	6	0.007031222600479005
gist	960	A_TO_B	2	IDENTITY	23	7	0.0017551073759853174
gist	960	A_TO_B	2	IDENTITY	23	8	0.0004426996521581562
gist	960	A_TO_B	2	IDENTITY	23	9	0.0001098452782763115
gist	960	A_TO_B	2	IDENTITY	23	10	2.7469507198019496e-05
gist	960	A_TO_B	2	IDENTITY	23	11	6.844255628569131e-06
gist	960	A_TO_B	2	IDENTITY	24	1	9.023811494408182
gist	960	A_TO_B	2	IDENTITY	24	2	1.810582747230539
gist	960	A_TO_B	2	IDENTITY	24	3	0.44517737955422915
gist	960	A_TO_B	2	IDENTITY	24	4	0.11126014770634081
gist	960	A_TO_B	2	IDENTITY	24	5	0.027577599064337995
gist	960	A_TO_B	2	IDENTITY	24	6	0.007064354543697836
gist	960	A_TO_B	2	IDENTITY	24	7	0.001732254001860494
gist	960	A_TO_B	2	IDENTITY	24	8	0.0004285926343012266
gist	960	A_TO_B	2	IDENTITY	24	9	0.00011046948841136371
gist	960	A_TO_B	2	IDENTITY	24	10	2.7639019474893406e-05
gist	960	A_TO_B	2	IDENTITY	24	11	6.8475789722905025e-06
gist	960	A_TO_B	2	IDENTITY	25	1	9.043182858407397
gist	960	A_TO_B	2	IDENTITY	25	2	1.8174339632910992
gist	960	A_TO_B	2	IDENTITY	25	3	0.44721154612533903
gist	960	A_TO_B	2	IDENTITY	25	4	0.11204797964500889
gist	960	A_TO_B	2	IDENTITY	25	5	0.028270406044917647
gist	960	A_TO_B	2	IDENTITY	25	6	0.0069805540838988635
gist	960	A_TO_B	2	IDENTITY	25	7	0.0017546670041132272
gist	960	A_TO_B	2	IDENTITY	25	8	0.00044017587203211525
gist	960	A_TO_B	2	IDENTITY	25	9	0.000107910447219556
gist	960	A_TO_B	2	IDENTITY	25	10	2.7337110756550316e-05
gist	960	A_TO_B	2	IDENTITY	25	11	6.9061246443447685e-06
gist	960	A_TO_B	2	IDENTITY	26	1	9.07003043325043
gist	960	A_TO_B	2	IDENTITY	26	2	1.859174031020623
gist	960	A_TO_B	2	IDENTITY	26	3	0.43976607512465143
gist	960	A_TO_B	2	IDENTITY	26	4	0.11085725577545476
gist	960	A_TO_B	2	IDENTITY	26	5	0.028154388074916128
gist	960	A_TO_B	2	IDENTITY	26	6	0.007151594198897022
gist	960	A_TO_B	2	IDENTITY	26	7	0.0017288258547075224
gist	960	A_TO_B	2	IDENTITY	26	8	0.0004378009572939599
gist	960	A_TO_B	2	IDENTITY	26	9	0.00010694689997669593
gist	960	A_TO_B	2	IDENTITY	26	10	2.7596022980797554e-05
gist	960	A_TO_B	2	IDENTITY	26	11	6.821371440178954e-06
gist	960	A_TO_B	2	IDENTITY	27	1	9.138117995192156
gist	960	A_TO_B	2	IDENTITY	27	2	1.8738505186617165
gist	960	A_TO_B	2	IDENTITY	27	3	0.4507229527314705
gist	960	A_TO_B	2	IDENTITY	27	4	0.11034681289539246
gist	960	A_TO_B	2	IDENTITY	27	5	0.02818635537472562
gist	960	A_TO_B	2	IDENTITY	27	6	0.007033615400474778
gist	960	A_TO_B	2	IDENTITY	27	7	0.0017513766778197353
gist	960	A_TO_B	2	IDENTITY	27	8	0.0004298266314906477
gist	960	A_TO_B	2	IDENTITY	27	9	0.00010917957070228604
gist	960	A_TO_B	2	IDENTITY	27	10	2.6893679042270473e-05
gist	960	A_TO_B	2	IDENTITY	27	11	6.9221403916260936e-06
gist	960	A_TO_B	2	IDENTITY	28	1	9.42807853155762
gist	960	A_TO_B	2	IDENTITY	28	2	1.8730876618481642
gist	960	A_TO_B	2	IDENTITY	28	3	0.4521622895238893
gist	960	A_TO_B	2	IDENTITY	28	4	0.1129147747648424
gist	960	A_TO_B	2	IDENTITY	28	5	0.028024389467335112
