dataset	stage	fold	plan	group	dim1	dim2	local_axis	bits	fit_sse	eval_sse	fit_variance	center_count	codebook_sha256
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	0	1	3479968.947793047	3344394.903567414	1132.994108115436	2	56c456c8af9c507efa400f36179905ec9467283505c737882182c94bad6af570
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	0	2	1145768.8065157104	1110647.2310083276	1132.994108115436	4	bc06b355ec6838367f4ad3fcc454f749aa3953634f7ca6854d5aab37e5aa028c
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	0	3	332055.108657461	335842.9265194602	1132.994108115436	8	f93919d8734f86a880a4050cf4eb78c303fab707f3419da2b35c7548fad89a30
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	0	4	102167.68568000736	103041.26660928511	1132.994108115436	16	8d03d67986ace84e5de3cb189c10711698d7cf91014473d42e29d709cd539703
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	0	5	36092.53582372655	38251.83355641382	1132.994108115436	32	8f2a748e3cbe23b59b43a4fb0bc93257cea57dca4afd6d53f1a3bbcc713dcc8c
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	0	6	15726.33750820859	17524.969890171877	1132.994108115436	64	5dd910bca98e5cd60fb5ef5e6cc3fa927247f319270cb4e22263457f25a249f5
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	0	7	5662.943544077441	6748.297659642091	1132.994108115436	128	4bd0379584c2227c512691ba330e0c6d27e4be3382984ae393ef41efc6465fd2
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	0	8	2715.0334226668756	3930.569756915724	1132.994108115436	256	ffbbdb050f0b08424cf8f7fcc2abb3f82078e5002fccb8449d7ad4a8f664a80d
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	0	9	1415.4113511811993	2192.8835869960426	1132.994108115436	512	4e417ec50037636e5f97070c1c43383aec438bc505400b0ccddbe998203a507c
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	1	1	3240936.8268996375	2951912.0675125835	1023.7978390019842	2	2a2310c8d9c17efb5aa7538c6e7a637bc915e244a6a52e81d912daf85285c5f9
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	1	2	1197752.2244432555	1013424.4762236145	1023.7978390019842	4	e07c85d113adb52181888c053b6ac0d74593af21b0233d9b070686e27039ae42
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	1	3	403307.1349398863	316902.9266053001	1023.7978390019842	8	e86b3cdbf7e36fcc50bedc13854e1524207707446143aaa014530104b448ac3b
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	1	4	134347.228766953	99086.78698231722	1023.7978390019842	16	dfcd3e18cc052dbdea6d92bf9864f7cb60a13c98e2aa6a7a1243fa43f68a8304
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	1	5	54436.73491909734	43759.96174082195	1023.7978390019842	32	37c7a04690789742988e01a0ee970b9d55a8d8fa4026cb365b43fbbcefda390e
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	1	6	24516.592611234082	19913.07547645986	1023.7978390019842	64	4792381de96e82138384e0f0a8be78d294cbb5868623488ae7e4bc5f6e26ba9a
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	1	7	12676.035509752233	8562.809597430234	1023.7978390019842	128	5f412911722f2408232558db943b04ca83d15ed10de6e7864d0a153721629e83
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	1	8	7724.183209009532	5096.802015066222	1023.7978390019842	256	750768fafdfae3034543f2331cbce3cb7a16c6bf18e0748f2afe2a8b0b2a95d0
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	0	0	1	1	9	5456.497916241869	2941.142534786347	1023.7978390019842	512	7c6ccccdf83b54578e7eb420d556dfa1a8f41b29f9bbc787dbdf58b527fac71c
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	0	1	3966035.553242838	3815134.4847098156	1286.735107505214	2	1b4cafb546f722933cbf1c80a9a262ad0b8468f578e36f97ba007ad5437cf2ac
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	0	2	1252143.1915282588	1258245.0030856277	1286.735107505214	4	6e3431daf16c5c1602195c9d2d79d43cfe1df94e862a633f9b4aa9fdb477f75a
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	0	3	366931.5748357546	372932.30889147054	1286.735107505214	8	d05984170a16bdb250d5a7f7a75b374ba93436600c14cb3105bb89c000d9d63b
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	0	4	111648.03624010846	109376.9968218786	1286.735107505214	16	d766ecd8d1761d951a5220c961dcfaaad7abbfd90400e5a360479fd2d0a958f3
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	0	5	41399.52105376699	42668.23368850509	1286.735107505214	32	626459fba29b729fb50292c1262c34d4d5dea544035f71e477dd9b8f0551b20b
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	0	6	17412.796072560137	17895.80571239138	1286.735107505214	64	e9fdc1b555b00f18469927999a2ce50e1725f414958d62cbfd32dd9772345b44
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	0	7	6813.235857432334	7542.192677389789	1286.735107505214	128	2fe71ed69e45743bb5a90567fd7779b2f70f1644c86a368a82b4a3afe5ee935c
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	0	8	3066.8087157823265	3753.0920400728787	1286.735107505214	256	5f7b33088435598d094776e11a3c761506197283fe690bed014552597b8e4215
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	0	9	1267.8967839748302	2257.150411469271	1286.735107505214	512	7bda3f861e5ab2c6e6309490347f86dba673f391810c130dc57cfea428cfe38c
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	1	1	3068881.399523488	3137178.7399474564	1024.3477935322624	2	f7593f16f7ef86c375812b479e969726ff7105c26b1a62494b298edbff37c11a
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	1	2	1019943.7347993121	1015650.2007222008	1024.3477935322624	4	63f8625201fcc7219a06d20e198d0d170ff41ae09bdbe432c6ae05018928c98c
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	1	3	304339.0795495409	304619.3882957852	1024.3477935322624	8	1342810c556bdaaa26d466e972037a775498db064c7f46fd750deefdb68a37ed
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	1	4	95596.07615110191	86919.6774125302	1024.3477935322624	16	ed09814ce84bddad129f19300d9067f63b7671f03b62abfa9994a71dd340eee2
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	1	5	35894.1267603919	36524.23162055479	1024.3477935322624	32	88f0739e08d332f3147ab905d31543e8bf01ac991857d3e4dd66a12812ab5168
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	1	6	14861.453760736606	14023.073698201864	1024.3477935322624	64	b7206875afef99110778a5e341157db4d4c386cdd38edd39e47cf279c88536cb
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	1	7	7578.332488114616	6863.128223039454	1024.3477935322624	128	358a61c115a797ac0a0c383aaaf96e41d4312349f82550b2c65e3acdba8aef6e
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	1	8	4128.053573389577	2756.5261386999127	1024.3477935322624	256	e81892c2cd32c020c5f967cf611f9cb36b9d6f4e09249e40c3feb31513d96ef4
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	1	2	3	1	9	1168.6378606071382	1670.4262850309349	1024.3477935322624	512	6ed1de7c747801962c9f6d2c78a2fd4de9068889476118a4dc885fc9c0474aa2
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	0	1	3743223.5025996193	3752953.063483479	1213.0862918948799	2	b140d98a40475ead3b93f29e0d530f6bea93f54cb647b268f2cc236268504794
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	0	2	1220422.399207862	1208529.5642140852	1213.0862918948799	4	76b7242565068b7f6701d7e26f1755120d1f43e331a6609916fb1779436f33d8
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	0	3	373328.8737809246	347961.38004040334	1213.0862918948799	8	b5a9cc407781399e943947ddd96e2b358e179d607c7737a9bda691a74d88054d
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	0	4	114379.97402925338	104897.41978680994	1213.0862918948799	16	21a7e3b723049ef21c0b30aa8aa75bcccbc25e67a2bff86819f4d93a466b6599
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	0	5	45050.32927729276	38574.499476132194	1213.0862918948799	32	b693463d399fbc53613bff7f0b8c0dff0ab25952f96f2869d5e4a8c69e055cc8
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	0	6	16411.195668850556	16053.91624402969	1213.0862918948799	64	77bab9e57b8e7e8e6a39a62848b4146b1520e015a7e6bcf5afc3aa1a260fb947
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	0	7	6304.334909948983	6737.019230181959	1213.0862918948799	128	c5c9c454602445e08b0c509807722be78fbc9ec4fb4c3795b836a46a064f5900
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	0	8	3013.4724327397726	2951.2356987769963	1213.0862918948799	256	55c27e6b7b77d00a72b2630330ff1084404ccce754a449dca296cf2d7e946b76
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	0	9	1215.9270217240535	1184.9409017867035	1213.0862918948799	512	c69a98031faeb5c6d84cc68c41abd7bf7f1e33a40fae8b5c9c50b79d7b29ab5b
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	1	1	3386904.5850968556	3532948.2373246485	1106.4430352475722	2	7e3fe98deba44123eac06514e48475e8c9c9b863134303a67de6034b5db3260c
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	1	2	1070602.0968200257	1159491.2156667965	1106.4430352475722	4	eb8930f6860c9aa3b59244bcbdb4af737b6e5f6e99955fca182f0868322e699a
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	1	3	318397.5924481021	353242.5686183942	1106.4430352475722	8	19090900a0b9beba2938ddfd273a7263dbbea2e72338aca82d49747254f8e6d5
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	1	4	98694.57260596205	118390.75556527576	1106.4430352475722	16	87915560ca2048762e35fb4648ec0d77a57fcbb7ee19fe84563fc7b00c9428dc
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	1	5	36294.752443553414	44017.50733667958	1106.4430352475722	32	78b9122b15fe4d85d6dd5dcea96e4e9e691de5503d02f8f85f71e69448ecb04a
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	1	6	13133.40643501416	19180.357503305175	1106.4430352475722	64	ea696803cac180cdcdfe168d6ae19f5a2b759aff421049fa70ff9988de4a1973
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	1	7	6135.863825225436	10787.20590422629	1106.4430352475722	128	6c269b969840f1e11fef1aa296436875ed64881707a1418e9cc41545098ce07a
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	1	8	2920.573540660218	5511.492342443502	1106.4430352475722	256	b65ba5628f7d8e422dcec6410bf63e719366eba341ae3ac9182c30cea0451c60
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	2	4	5	1	9	1973.89183221232	4362.599309967588	1106.4430352475722	512	628d7ffb29b19ca099de4f243a55955ec5cd5cb620db77cfa97b40f2ce404452
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	0	1	4274847.847173967	4145454.3925223723	1374.9223831204479	2	b769d3d86665beacf985780f0de06ef8059eb482fbbdcee1d3e29c69d3ca80dc
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	0	2	1396380.6096797693	1354690.293304766	1374.9223831204479	4	8656ec9c1707e31fffd6e1713a4c617e3558923ec3b8b06e82852da4fc8a4a77
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	0	3	417477.20368148765	385427.51644063415	1374.9223831204479	8	bc007de72a0c416970738a96c6a531e5a96b0b402bb0ef7667a610b1d53dc07b
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	0	4	129328.37066190009	117135.93476594114	1374.9223831204479	16	902449c8760ff4903a0fdb6325b2403196833ff19a80c8b3ee9ea9210bcbd9cb
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	0	5	49030.192267646285	42191.428744592966	1374.9223831204479	32	ad1b916708f4cd4e7b16a751a052e3c2f4beb4928c1ac355d5d3fe0c13f4b238
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	0	6	22934.131876337295	16858.429539778645	1374.9223831204479	64	664d9c9d98fa6eb51fcc39d4a2be52e8c6ff83cde8892b15b650f3000c90ef58
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	0	7	8415.432558292458	7726.057112148381	1374.9223831204479	128	e3af61b25cf4764ff089f23727915ac87716f481c2ce2d7eb57eb94118ef61a4
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	0	8	4226.001987063082	3593.4660772835878	1374.9223831204479	256	5beab2058145748a5242520e0bc1df5959faf965c4d86b59358fef5d114da864
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	0	9	2146.0661728017685	1466.9256584901154	1374.9223831204479	512	6797f622fd47e8d2f6b836ffe07c330a659581c087014082c07371ab6b7ed1e3
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	1	1	3249246.1816822197	3269699.037261093	1045.873005671824	2	5e713b8781906521a7fa75dedc42e2b0fb14fb785e5b3126898930e65cce21ec
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	1	2	1067511.8190929675	1059161.1957339412	1045.873005671824	4	8f9c6e679cc1e6fe7baaaa0febdcdc7bbf5f7eee7af39f261814ad339573d9db
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	1	3	314234.08739959914	308497.2000400548	1045.873005671824	8	f45fa05d8d43e94bef1e55eb95e6faf5ba29c6b5c47021a5e9fb6f5df046031a
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	1	4	95889.2816947237	93325.06723670967	1045.873005671824	16	9255cb3cfbbf27ae200f2ac5f04e9b3d6aa9b5dbc8993cb0c34f90c151507b29
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	1	5	38059.35866752098	35810.13463768254	1045.873005671824	32	893c02aaad82ab7a4c3bf5b7ffb317550c4b28b1bb4d4f4d89e305de39b3646a
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	1	6	17413.438444018975	14797.353604780037	1045.873005671824	64	a01ccceaf40f5df26fdcff4526c6f27773432544c8f1e457e13a3abd32e40615
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	1	7	5949.989236796854	6505.698042076879	1045.873005671824	128	5cd533594df8a9e45e7499a58a5141faffcdeae747517b64eb1a1636a88974ce
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	1	8	2985.8768162417286	3168.147009814597	1045.873005671824	256	99874920eb23dca60bacb6bfbdc175a3338dc2ce6d2776789d889945ed1b68ab
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	3	6	7	1	9	1896.7567587035496	1538.508593757147	1045.873005671824	512	fd9acbdfb68b61306e9c0972312e64c9305d2d865b4a78da30472b04dc6bad83
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	0	1	3433547.537136835	3531775.124523486	1160.4999508724177	2	00bd79e83b0e9f87534ef72980475c24592a6b1c21b9077c412ddc470384a95d
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	0	2	1112208.6088634029	1139517.9460230737	1160.4999508724177	4	7cdb7ced1f32565b0944cf28d29d49250cb1001e7d695acc82a462208edac2ef
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	0	3	326050.5247674824	340140.7863362789	1160.4999508724177	8	cb23a21c652a73cc2bf4786a66e5457723ac21f94110f063c2867398dc32f1a6
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	0	4	97201.11341290627	102584.60829000545	1160.4999508724177	16	976c7c8d49dee9d11ab630e55d86926d70ff27d6d87e25cf97e05876c7d1c68c
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	0	5	34388.666180030996	39312.68901684667	1160.4999508724177	32	af16816a6c8f2231c661d36ee8fc109e95ae7d327c773f0627793235c0dc6018
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	0	6	14359.925444992936	16847.989132322553	1160.4999508724177	64	1029d4d6742b2cba9505b146dd092b957c579a7fa6ea5994b1270f068dc1ef27
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	0	7	5880.916884226321	8844.326110190652	1160.4999508724177	128	086746c221fe73e1772a2049944e96f88f344ec99904b0c1c4452de3541d9ec1
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	0	8	2371.989349066766	5075.309767565508	1160.4999508724177	256	b6017a9d2e6539e37f60540cdec0d606ef0f8eab22fd3e5892ce65b80e959815
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	0	9	977.1139764221639	2850.6922304121154	1160.4999508724177	512	f7d118c9ff511d94357eb642297e2595d9ad331d7ddbccbc3ea89744fbda5e40
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	1	1	3001052.5903285365	2947484.84471256	984.1821027297553	2	2709d59e7c365fcceb22d4b75ec2ac1b36ef638288099910924307da9e0b3e44
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	1	2	961222.9679910569	973384.473648697	984.1821027297553	4	3fac86545482c1042c9f9ab0430fb9b64ac91145cb42a1d003cfca57305f0d68
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	1	3	279474.5106419958	280915.94131271983	984.1821027297553	8	fdc34c5a8289a05b318c64c37c7a721bbf666f9d935da335d0f96ee3712d22a8
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	1	4	87451.06548781008	87634.87537522483	984.1821027297553	16	35c4df3ccd0df1c41724b57e3a3f422e496a72f854bd011455c98adca3b997cf
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	1	5	32124.708481251357	33092.10122669376	984.1821027297553	32	a090a0aecf1035f4e3027a7afc5f9d811a1f248575336984715d47a1243a19c1
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	1	6	12664.683968950758	14120.865344622984	984.1821027297553	64	9c6428bd85de74e93a8ebd6620ad28571f65c67ee2f7a01e0afb55e3c878bed3
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	1	7	4690.30298421009	5900.8338178041595	984.1821027297553	128	d39640255c62ee82841f89831a4a1d31a2f2f08f9a6752ffc16c5d207d870f45
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	1	8	2472.362995653849	3644.6080633240654	984.1821027297553	256	15320aae5fe3f1a512ded354cfa90721fb7e34e8bdf934bfbca22d866dc95ef5
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	4	8	9	1	9	1353.8253151788795	2336.3839437660927	984.1821027297553	512	b77a200a5475b7d15611f6d7b9e2b73c02e5af19109ee69bb209115a0e751731
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	0	1	3636404.8705580533	3605196.247806442	1166.4417851181852	2	83759e12900c419c2e8e2699768798f80db0fb71fa870f0f7c15cbccd8e8d9f0
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	0	2	1164217.2668261256	1173819.3582151434	1166.4417851181852	4	4a0f63f9e4b6421518842a7c5f1bd700277e8ad8298ad7527924d529576a5d21
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	0	3	340579.30144841725	348603.4919982898	1166.4417851181852	8	b5219121d2522f802297ddcbfde4cf108b866a0ccbf64754f4f4230b4f3c9c02
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	0	4	102854.96851409208	105068.0641227939	1166.4417851181852	16	9de478b204b67065c81794451ace8bc1fe6e35a9389df3f3044b72eac7b7b197
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	0	5	37761.33845134312	39785.194259974785	1166.4417851181852	32	28cde3239b94f20d499563fb48165c141759629fd9f362111163db3be6a7f09a
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	0	6	15698.975383745415	19506.248101428886	1166.4417851181852	64	9e8b7596e79df822674eb7afba8d708ed3d62b575595fb42af68f8d5151dbc6c
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	0	7	6256.188466734728	7734.642603051602	1166.4417851181852	128	1e0f75726bc86648a1eccfa709d137d452f5f3d1cbf34b12389a24ad8c97d0d5
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	0	8	3063.3176965078637	4249.361198360939	1166.4417851181852	256	ae74d161cf2cb0db1f680d2699b06ade1886d135150f5fa948433111fda626b9
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	0	9	1865.1614970849612	2611.7414335923067	1166.4417851181852	512	bcd4770dcf035d9e53a6d95cd1854ddd256ce728725a1cb0b4e78e7be9490041
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	1	1	3246144.91583913	3173619.2454071497	1049.2084595243832	2	9acd8c4501a3b218b25ac7c492315d26e084d4dd7a589327c735dbb5dd470eaf
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	1	2	1061470.7570443817	1036198.4435892315	1049.2084595243832	4	f922f0ad862b029cb79c163e195ceeef5907aad5cdc2f272f427e74283f45096
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	1	3	322121.13042186305	308100.2100406034	1049.2084595243832	8	28522285e248d90f0ee050a08369d02f1cb3f6c1cd107d2033b043dd45362d7c
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	1	4	96621.12648862698	90410.2137487272	1049.2084595243832	16	d1e8c888de7fbea6046c02fc52cedc6921e72b877f0c60e7b3a74c82cac7a7e5
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	1	5	36644.30363453671	35326.40372989369	1049.2084595243832	32	0fc618da5833b65f50269c32fda3278b9b02718af7c17567eb68ed0b331d94dd
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	1	6	15516.40495801773	14303.165990825855	1049.2084595243832	64	57adb6756efa97f2564843843b50076f15e26e944af694ce7756aeddc5d52cbd
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	1	7	7423.8028792502955	7083.69196447537	1049.2084595243832	128	38c50465cb5f8e9ca6e4c4b89b150e25c1d8b9cd55f6d46caf1be298fdfc4b49
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	1	8	3084.8655682003923	3197.921341439777	1049.2084595243832	256	9bcc47037d63f18d52a9e1759e77367d5f23c64258c9001450d784fb54fc976e
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	5	10	11	1	9	2011.5842587271059	2087.1642156714265	1049.2084595243832	512	f16a9fa1c270d58ea31b40f7855ba27bc0e0234345326c87c8d41a66233fd43b
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	0	1	3035718.955494317	3203016.655877048	1008.513521073055	2	7e9b00c1ef4dd2af134706744f8a847b6888c591c4230179f11754736581f1ef
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	0	2	1020695.0442420853	1058974.1950788572	1008.513521073055	4	7c50f40ec71ad7d9c39351580ae0a15da6ec1efecf64fd3fccc59f86959edb26
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	0	3	302996.17680877127	319219.6487860792	1008.513521073055	8	e32ba746502b9d08f50daaa9f65f9eb492bcb65aebf86405fb0bbeffbb67d79d
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	0	4	87367.46337925202	95367.15013270325	1008.513521073055	16	6bb03ac8c863aecadb173c58bd0202558b270cb3678a79a575f770156f485328
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	0	5	31346.03408471789	37815.866312966675	1008.513521073055	32	410f943140e58aa38228980aec0dbad8677543e05a4bff380aa8d556551a85fe
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	0	6	13369.874294690977	17814.23725093265	1008.513521073055	64	d12720a51de7ef4e89c099232dd1cb526f1b41dcd1671cfb808adc365b78dd67
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	0	7	5284.348831062793	8140.262763648212	1008.513521073055	128	adad6338e79afc98c85c034b0d85208092a47989a1b283b1b5f40d1be24a1cf2
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	0	8	2688.98222545978	5150.460191355855	1008.513521073055	256	b4ce36da5e7130a38dae0a1ed41227457ec5140da24d165cc9c0ee1bf92249be
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	0	9	1239.3990576070723	2760.438618295223	1008.513521073055	512	4b88ed75831002d1d3675bce31ed6cbc6f1f5204a6466a1d44a1fc37a5f87586
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	1	1	2999253.228497633	3108991.6116239997	985.4534281616454	2	3edabbb67520a8840e085e4008227468d6f4c6c8d399957fef0749ab498fe943
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	1	2	994773.6488220206	1020969.1140012583	985.4534281616454	4	21528e6467e6d6f317355f15af7230ee0e1dd42152685fd0640427ef9a55bcb4
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	1	3	295638.2695952626	299522.7682993884	985.4534281616454	8	f9296c5511a2ea676cb29cca8bc116ed5a431b8192a609a08f57ac5e294e43df
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	1	4	86048.22173639978	87714.43303256332	985.4534281616454	16	703116c170524683ec006ff283e64304a339603e155f7d3e518cce93dbe24a53
SIFT1M	RESIDUAL_NLIST1024	A_TO_B	ADJ	6	12	13	1	5	35811.72788603483	38060.38726322116	985.4534281616454	32	2be39bf97e0483ae9857cd63c155a234cbc944d4504945d80ffa7b733936d449
