dataset	stage	fold	plan	group	dim1	dim2	local_axis	bits	fit_sse	eval_sse	fit_variance	center_count	codebook_sha256
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	0	3	4.024635239451073	4.607412805556262	0.011320597513606024	8	82670339d273eb8635cff53ea86a6953ebafb3e730ff632f1e5ba6dd524d024e
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	0	4	1.241864963126929	1.6674461544618158	0.011320597513606024	16	06bdf0433055d5e1c569a0bf4c1fa09fe04b4d2734694645329a0cf19f2989ad
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	0	5	0.513738534914427	0.8049318463866326	0.011320597513606024	32	366a88d4dbd5b6e25855045fe7ee77bed38e24fbd213a5136509bef654c0b3ed
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	0	6	0.21590872010962764	0.4446148941365924	0.011320597513606024	64	940d02d6be5765515fbec6eb9c60beb0295a29ffc1c278814d296daf180fe721
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	0	7	0.10104106124957145	0.3067598826234885	0.011320597513606024	128	84f6906cb8dde209581b44afb739e71e3dd30e6c31ddea82657d50ca8ad43b15
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	0	8	0.046558009814340634	0.24532349423086336	0.011320597513606024	256	7b97a91a391274a921045dc13aa3a62629d5eb7bf52831119e2bd6e9c42c295d
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	0	9	0.019891340486934764	0.1865701982940661	0.011320597513606024	512	444124c3001705f5cd643f7023b49c6e7e9cdee6a8d655d664027f80e8b1c4b0
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	1	1	20.41702741044852	20.625299265467493	0.005931108527277897	2	383e1a045c0b433cf6084c1014eeaa5a9d17914faceffa985123fcb2678c8624
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	1	2	6.8819286842640786	7.11818059088218	0.005931108527277897	4	d6ed1e097c0712017e90e36ecc5c09ff498a5905867cc60be502a838d756bd18
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	1	3	2.0535728902866865	2.273959722131999	0.005931108527277897	8	decf3168020c68fd3c017f80e88505d13f9c865f41f0b3f3e4e203be09b1571a
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	1	4	0.6360305490205173	0.8308287088128496	0.005931108527277897	16	a0a0ff68818ff6ad7fd2ce094518cde235c9941e2b3f7d44f26bf41dc1f2d5ec
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	1	5	0.2395218269970493	0.3608735123635196	0.005931108527277897	32	b54bb85ec2ee7213fd29a5e04af0c1a4f09f13f44f642b3d974c5bd6df94a23d
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	1	6	0.10922227049566607	0.20821805763700818	0.005931108527277897	64	56b15df55a5630cadf90cb009791d020069cd36c9f0134d1010bbcf9a0c3ae2c
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	1	7	0.054647498656220664	0.13430344726811022	0.005931108527277897	128	35679c40f84dae4eac34d81439059a0cb93fa4c042d0c3195206124bdd3df9b9
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	1	8	0.03147673462575971	0.10482154918559035	0.005931108527277897	256	39b9cf3cd1053da676026fe535684216ba4aebef2b75dbca8f03b1664b2b04c5
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	19	22	49	1	9	0.009449987342989845	0.057672985371592	0.005931108527277897	512	0b52f56afca1de38a646842b5bc01e82da53e725372d4ddb05371ac3b7a2b60c
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	0	1	39.20920251081776	38.60501129246117	0.010843362879798736	2	5ebb7161465e8a25ca58d23b2c1d2fad1acc52401471618f0de56cc2b046b6a5
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	0	2	13.785376952155744	13.878941853556864	0.010843362879798736	4	e4c3f9647027adf466b78d0165daefe290c06e7123e202ee7bbcc465cdf685a0
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	0	3	4.164379999019372	4.334715788378062	0.010843362879798736	8	e105f09d36a391c39143b58e710b19ea4d6e80e29bed70e04554ef9cba8faa57
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	0	4	1.3040855333585437	1.528938342333799	0.010843362879798736	16	8cf6005028b3c62b8d2a69b95d58e0369e43023d32170a19d1cc496625fc643f
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	0	5	0.578615695640027	0.7922366812421737	0.010843362879798736	32	8ff1b6c271e364b76b5693f938b553e9f968bde8964fac14f5f7d79e73159aeb
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	0	6	0.2389328039463477	0.46720843281548663	0.010843362879798736	64	87736e0f649ffe82cfa6aa31a839276fa95bf685d84095d18c451d283ebdcdb2
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	0	7	0.13079686351688607	0.34995532019471987	0.010843362879798736	128	d98734f8ee34c99dc919ad84caf0d4b72da910b579fab8f2d7bc5e853d0fb949
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	0	8	0.07143932860490518	0.2734459088953507	0.010843362879798736	256	a3646930f44dc6f16558534872f22c43b450ed12ef73ec2821fe72a5cb9ba467
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	0	9	0.029293827869365203	0.2179784506692873	0.010843362879798736	512	b0b98aa7742dc29d7091a88bd951bf0be88bd62e7b9c04a54f291df496e5eb5b
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	1	1	12.756591404173378	12.921526734975345	0.0033061913080020514	2	b2276ed04087f965df3b836cbe23b4bb158fb30e89a0cbd2fed394332e35201d
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	1	2	4.935327268914542	5.185291172621797	0.0033061913080020514	4	60c53dc62d1df8338f411c1305e5600f585fd1898df081f0c4df3035dc487737
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	1	3	1.6507639635886964	1.9924075598825022	0.0033061913080020514	8	d8a4152a8b0b7e419849bf8cd3a890b66093be0a3b004e95e14a2b8dbfb5b2b1
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	1	4	0.5578631364401974	0.9226794093662127	0.0033061913080020514	16	fb7465305fae11d0a6c6692ba9b45572956d7cfe8b5eae236a333c46c8dd2bf7
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	1	5	0.3200953890581201	0.6506420860293046	0.0033061913080020514	32	94b9e4d99f4367750ef62f3ec1ffc205bd7a468cf2d6da770b15561c459461cb
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	1	6	0.17745664563400748	0.49728635003096083	0.0033061913080020514	64	ee049bf42201aae84b435bb75a64c8a586872cc27d11a5724fecdfe689482926
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	1	7	0.05870290132008878	0.4512428255976174	0.0033061913080020514	128	1acd4d6cb8647e86928706bffb76691a02287cae58b19bb933a523d81c8e0fdf
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	1	8	0.04147194711491282	0.4248188385752698	0.0033061913080020514	256	ac38dcfc83b6260354ef551bf864591eab07e93d6bc91524e0f8c877de0d7df3
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	20	23	80	1	9	0.016124850580088168	0.37903980207887406	0.0033061913080020514	512	a2c9778d1960bb95c7692943c97240921482f86c702b4280807b07a4aeef0f65
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	0	1	37.16522914476288	36.14021307916091	0.01072059436551664	2	f42cd17fb3aad6faf474aac3f34dae20ee7da72ab12b20e43e6295b8754c9926
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	0	2	12.899717224519204	12.51241420046824	0.01072059436551664	4	5f478342b97439f67f4d5b3c3da01a2a54ce290c3b0244f4537e3b5fc90d7e2d
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	0	3	3.907692500141654	3.6883015655548417	0.01072059436551664	8	00a7456e95e99ea21131d3f0714ca4ea5c9d559aeab50f99b1628512820b8dc7
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	0	4	1.2402874196733076	1.165524315148242	0.01072059436551664	16	56ff3fa1adad0fcf3fab2ff98bbca2c839435c028c33f06aa70ed8d68fde15b1
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	0	5	0.5061306658697367	0.47311252417466904	0.01072059436551664	32	71a790f18df625f4560e610e486090a0fc909437ed657f405c514cd40ec2e148
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	0	6	0.24856153518340995	0.2102737516073283	0.01072059436551664	64	ab3ce7c40cb6933a82c04d9872a068a57986841ad16722003d50b20d4c8e0bb4
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	0	7	0.13783801280071395	0.10466644976249163	0.01072059436551664	128	48910525ff6a2f848bd5772567bf74337967154dc59e57d8354649775d57c5d7
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	0	8	0.06341663093317149	0.05962282825428006	0.01072059436551664	256	c528aabfc7e26199137cd2ffd0ceb1fd8f94355b07ddd0665269a9062e08e4a3
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	0	9	0.024722781318077956	0.03453992806451678	0.01072059436551664	512	d78e1431207336fb1127668da4698fe8bf26613468e275b78e947d707a50677f
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	1	1	10.710783020650709	11.297609792895031	0.0031808596438082414	2	cc8c7a9db481bdba72cd911ce2b4a7f6e961793897157aa6e1acbdaf45eeba33
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	1	2	3.6538973078107015	3.900957298839714	0.0031808596438082414	4	58e51e066351e50762a8de152c904e0c5de22067bc0d25890b7e941f7e867f24
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	1	3	1.1279172628808112	1.193709838799917	0.0031808596438082414	8	dc79b6dec837eee59f56e7d548358af863d08144e94e354c7e1f5b52a61abad2
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	1	4	0.3568319272246611	0.40201519188006596	0.0031808596438082414	16	20d54d16759f8b3b702dc38f726e17240d1c168a532824db2ccdaf75006c33df
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	1	5	0.13921441127181888	0.1794324651519159	0.0031808596438082414	32	66d9ab5ac111331bf2143d134daf14452ae50b545bdfa125181868d30817690a
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	1	6	0.06246082048723845	0.08358075031706824	0.0031808596438082414	64	d12146dfb75b9c58f6b34cdfd065947b7416313bc6ee06e5249ce91dd749ee25
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	1	7	0.030629799803061332	0.04547914161181396	0.0031808596438082414	128	8595c829ac36cfd8ae356e297a23c291f77bd61456a280a3ce86856a1c4e6298
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	1	8	0.01764561417170995	0.029829684722308125	0.0031808596438082414	256	ed7414eb1a35aec481048564742e9f29ffba8e8679a646cfdfb4947c28a936be
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	21	24	76	1	9	0.011422108827333716	0.018584502681509817	0.0031808596438082414	512	254ce1cd4121e3f8d4726ca6695673eed0a96d0d04697f6d9291bddce31ad06f
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	0	1	30.487252431109674	32.770960090475356	0.009046744319242062	2	55659263cb89aa3d57d9ec59504db924974fa24feed7cfe5c09e727ae4491657
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	0	2	10.58991677265136	11.61222151966669	0.009046744319242062	4	eefdc2d8deb4e9680328a7947a456750f704e21ec845c5b7a56c4a7d56a6cc59
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	0	3	3.4030573170652185	3.638008423452342	0.009046744319242062	8	ef0370cf63469aa247ac3041396bb80e9f38956753efdce394f08895b9a515c2
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	0	4	1.0514184151942743	1.1299221109497615	0.009046744319242062	16	dddb3cfdfe92255339db8fa37defd0c8a03473a5acb958aecd1bf7dd00ee50b5
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	0	5	0.4356145574555761	0.5276309072021435	0.009046744319242062	32	4cb434fd186e72e563f8e290fb757d964ad0729714c25cf5e06deab0b6d6fd1e
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	0	6	0.2461878662425916	0.3060398401494158	0.009046744319242062	64	62f3bded5777cb09c0adfe2421b18f84e9f8933f284a9b72a3b62e69794a80fe
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	0	7	0.08468656584330422	0.12177743438518493	0.009046744319242062	128	dabdda91782c377037a45cf071dea37765606b0d44769c2d9e086622e37abc37
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	0	8	0.06050086333301222	0.08806315999387454	0.009046744319242062	256	d616842f95d75e9698c54fc55580eb44e913852b038bbd1e0a43b5acf9761ef1
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	0	9	0.04369048773256429	0.06252658221542792	0.009046744319242062	512	d387ce8aa1a7a5690ededbb2977f9607978114a4de62052e3f2a00d238e4d3ef
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	1	1	26.176722803856272	25.095280263551963	0.006699057225187239	2	d0b2afc76652cc7c77e602f5a3766434e2d65c8bd1faf2e969beb5543501669c
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	1	2	10.559471883433742	9.684451435184855	0.006699057225187239	4	e15f6518d06455f4993c42b3c41ae5e6a76eacd2812f889206885d754cce876f
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	1	3	3.75302543899183	3.1192962015200805	0.006699057225187239	8	5e62673a7fc8de9de128ea0bd642a38a6777f97179293fa8da7dcb56be4d9629
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	1	4	1.5319825060900014	1.011142186086379	0.006699057225187239	16	70a0aabeb23b2e4b0ce83f18b9961c733f37f30775fe2154d30b339051c19090
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	1	5	0.9056389779470905	0.5516323891174918	0.006699057225187239	32	77bbeb926d291b263e3e0e9cebd29252736f87b8aca7a847383a6f599858a7b8
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	1	6	0.3899026908575722	0.35123853642152447	0.006699057225187239	64	070bb521e858e1be658891e1c060c7e5135e46b6777244c50111ba81a75e6072
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	1	7	0.25429959974577543	0.2164105204842578	0.006699057225187239	128	57840324f56c9edfd4f7f66300a8235d7a0e38c503860e5a5ed937b191a1bb0f
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	1	8	0.18442871098169167	0.13491664260678965	0.006699057225187239	256	cb360357180704ae009702d6c7a0fa27ea5b87d809e7807a8970ee9707fbbffe
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	22	25	27	1	9	0.1415000958758031	0.110888514238636	0.006699057225187239	512	0470ba30643c12baef0ed6f089cdbcc35b10ea72c1b36254fdb4166d5d9a731f
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	0	1	28.672304599481386	29.0371217909703	0.008501100683412451	2	e4add2261526a08e4507546082ba9178de7dabbe6fb398740f4b5a195de2272b
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	0	2	9.525798760803795	9.810571620724627	0.008501100683412451	4	9eecaf97e9d0773da11035fcb774dbe30631f4df35e871e7eb82999ad6af7ab4
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	0	3	2.973102377013017	2.9712217494017876	0.008501100683412451	8	5d2e9000324d7501f86875d35d1b30c30bc0b54cb32707c0b011ffd680e942c6
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	0	4	0.9492314966218016	0.951242603023033	0.008501100683412451	16	28a971ada3a938ef4a50a9f562501677d935018a3702f8a9904724ba3428ad2e
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	0	5	0.36027176246958403	0.4033491174976124	0.008501100683412451	32	082d3707d548d592696240a9b94f0021e22b5d9075433570281dc4bb41a4b1d5
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	0	6	0.1805848348014495	0.20247019931006452	0.008501100683412451	64	b4f02ca96be8700447bd8b326583c91f105265e14997555a4763d23e04e1a00b
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	0	7	0.07643334365601039	0.1024087372725947	0.008501100683412451	128	64c88072245a3988f6777910bec1b974bc2c1f5f64eed6387d8398fad682f0db
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	0	8	0.03852503836663774	0.0724684166741201	0.008501100683412451	256	ea13d122b3f88ae933bb0fe034f08a8a7f7625bd97fc0e50135155bdf047fc32
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	0	9	0.019233153455594468	0.046419744008976555	0.008501100683412451	512	a5662d0ccb57fd7985e502c742e09664e1d945203f0e6794ae3df2a4894271ff
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	1	1	26.55938705043913	26.81642162429487	0.006492860256276034	2	b45298d9ecb2a8d4b7426b668d43e8e2c3ebb2c7cab21f8209c5b1ae87ad8ef1
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	1	2	10.140673134322661	10.487871363925738	0.006492860256276034	4	405b1953f382b6adef825b53bcaaccc6033e4d5a43326e53eaf08220859a0c57
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	1	3	3.2789090190569	3.2003411266579027	0.006492860256276034	8	2442f636df7988094447e183e1ab9d9a0b548b71301dcff20cc9686044434d75
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	1	4	1.0853571219437472	1.1137949722340021	0.006492860256276034	16	8211eef573f6f512539cea34261f11aa9a90a7713406b4bb411d856a4ea50c91
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	1	5	0.5413519450312232	0.5608668523762653	0.006492860256276034	32	dd3750e1d1554c35bb6277f2859ba7b9ae4725929f49d866840bd78cce08fabe
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	1	6	0.30980201301679366	0.30126559966813804	0.006492860256276034	64	355ab10bf177dd6f623e71f6050e51491ecf8c7a19dc21cd9337289e621f698d
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	1	7	0.15802676602647617	0.18090415047343816	0.006492860256276034	128	be8baafb4fb1906910b6820cbeab180f49ae8b249f37b40f4d1df9e118d6fd94
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	1	8	0.0936015563278331	0.09435776673235785	0.006492860256276034	256	438127c18ed6f7e75ae545b63c7ea1038a34734c814fae7441561906769f6acb
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	23	26	40	1	9	0.06956339839550343	0.06930631025441861	0.006492860256276034	512	110db4dac27876ec229144395ab489ffc9bbf5565f42e845519a73f94667df95
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	0	1	27.745667741252934	27.23044204898974	0.008068151154933088	2	206a5ce46c4f1cb8fa43a16a352ec154141f88432ee8c91429aca85596dd0deb
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	0	2	9.739912151453577	9.211560391751267	0.008068151154933088	4	18b75ff43468a3903a516e46a1fddf5d93fd81bcc1c2399a3e75dd3df20ccec6
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	0	3	3.153550809682999	2.795626290299853	0.008068151154933088	8	c6f5d18a7be4394a9e19d367d29d29acb1a4bb4163a355c35988f92564ab131e
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	0	4	0.9428140807336267	0.9461390540493341	0.008068151154933088	16	9aab9909a0b5b8837544c22281d6174531bb5ad447a1a70aa4df1caa7005a7e0
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	0	5	0.40746049952392943	0.4245698436413302	0.008068151154933088	32	5b03f19d7649d04fee77ccf897c40a1c060f6da64c2a0cfebc57caae5a58e3ac
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	0	6	0.19027935759689918	0.21241131288891632	0.008068151154933088	64	b97a8b21ca03d0dfa5d4e87f2640403c1c0b9b2f1f8217a970ab934c187a50f3
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	0	7	0.10346353963417604	0.12442754473631068	0.008068151154933088	128	b42418f22e18fd6fca214287987f9fab0be082634382bae37f22cbc19b19e54b
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	0	8	0.04928559364580007	0.05726498715711087	0.008068151154933088	256	4a85916dae93c8e765c09486b9a68ff1153cf45250ef4b39aa11cf00dc3707ab
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	0	9	0.035946197012000664	0.03840473207438691	0.008068151154933088	512	4c0345d9c54f45a0cfe49b331b59622878e22dd48f0761c5771fbc0a0d47c2cf
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	1	1	6.526443626775602	6.546291032690106	0.001932649873244572	2	d2c4002aceb3bd183c0ad2d23de89db24047205c6770937f0bf229f6a5d8940e
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	1	2	2.1742490757202413	2.137908759433574	0.001932649873244572	4	445fbd4b11aacda582d542ad433f321633c25597b353e21b63dfa5cdd91f081c
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	1	3	0.6294563391395722	0.6218644594941124	0.001932649873244572	8	4e7ea4581cc5f571b1c28a2924dc10b1ee2067a983d4a708573e53ef50e3a5fd
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	1	4	0.18256385615373474	0.19341347924504132	0.001932649873244572	16	acda0c2a3214998c57a68adb71510083ae763ad8716fbb5b16f7fbdae7bd12f5
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	1	5	0.0821069987699328	0.07981060098769795	0.001932649873244572	32	fc1abfb8c924cfd8f5d7a4180681cb10dcb46e0b13ba6dc67d1a6b21ee78e768
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	1	6	0.033946458256801065	0.03562836106488833	0.001932649873244572	64	11055291f7bb36919705f9a6fef9e95be3cd2fb21b3f18546a5917906e21cd4f
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	1	7	0.014758370026632054	0.015089704772081554	0.001932649873244572	128	afd1df419fd3542926da6481e80b52bc463c69a617279876b62996124b8819f1
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	1	8	0.008564757681304224	0.007978161403640965	0.001932649873244572	256	bc0eb76564f5e130757100df3c755c4a97e17163f9a2fa2d8b4fffdb0ed2d8ff
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	24	29	124	1	9	0.0026106174205871107	0.004751454787370713	0.001932649873244572	512	e723d04bb210c50b8af407a5335b51a7193d05648ee372536f11b01566e9f3d9
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	25	30	47	0	1	27.20289515074198	27.19312637820518	0.008415813482019587	2	93a84fa3b26e105b543baa9328f575ce76e6b41f1579f0219aadaabf9c5f8a46
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	25	30	47	0	2	9.262048925358716	9.040092651955515	0.008415813482019587	4	e115f1ef58299399f032cbacbb7723ebdcf0ec77b430b3c0619626d115d0c9b8
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	25	30	47	0	3	2.8280312028924257	2.752401163009561	0.008415813482019587	8	7b5e0f81202a65344291a45e0c4166f54d109d03fbb6992da89ff30b3b5e4d65
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	25	30	47	0	4	0.8932530955061253	0.8439863022940612	0.008415813482019587	16	97381ac8ce093008e79321a1962c49133d919ee752c3af77a240e1b146a220ad
GIST1M_HEAD128	RESIDUAL_NLIST1024	A_TO_B	CORR_GREEDY	25	30	47	0	5	0.33351846162589827	0.3322602111375509	0.008415813482019587	32	34501bb0682e7d807238c0aaf11fb94afc50459e88a336f7da6e5afe4fa0a288
