dataset	stage	fold	plan	arm	group	dim1	dim2	local_axis	bits	group_bits	fit_sse	eval_sse
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	9	9	124	0	5	8	0.8969711385198301	1.0064465231730848
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	9	9	124	1	3	8	0.6216003586916232	0.6339744438709192
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	10	11	21	0	5	10	1.3216246045235984	1.1111082616823205
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	10	11	21	1	5	10	0.6288448847635024	0.7550779969774135
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	11	12	114	0	5	8	0.7728761756529763	0.9391069245371646
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	11	12	114	1	3	8	0.9110906589731692	0.8672186925503761
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	12	13	19	0	5	10	0.7101154670265626	0.8133273785107913
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	12	13	19	1	5	10	0.5862307368325363	0.73213405552476
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	13	14	86	0	5	9	0.7499644188721151	0.7709271614796676
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	13	14	86	1	4	9	0.3237204604911573	0.2935317702528395
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	14	15	111	0	5	8	1.0482409567002875	1.2228426868260716
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	14	15	111	1	3	8	0.8039742947102106	0.8171188825084408
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	15	16	28	0	5	9	0.564710377795301	0.5790193118067977
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	15	16	28	1	4	9	0.9743883995612052	1.2266592343365903
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	16	17	43	0	5	9	0.9979259044388603	0.855733961819694
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	16	17	43	1	4	9	0.7795581983851042	0.7255676507459885
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	17	18	47	0	6	10	0.7639882888833692	1.2570658503488414
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	17	18	47	1	4	10	1.0386907410414719	1.8411537601618582
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	18	20	68	0	5	9	0.8493977480731574	1.03411733717632
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	18	20	68	1	4	9	0.5937165120457097	0.6563228504868721
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	19	22	66	0	5	9	0.7114993149755551	0.5238669739203037
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	19	22	66	1	4	9	0.4210612148403683	0.4353477677096277
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	20	23	73	0	5	9	0.6957742850390133	0.6748854953338836
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	20	23	73	1	4	9	0.40919651950042946	0.3952905477183962
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	21	24	98	0	4	8	1.1426389346655976	1.2651119318244621
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	21	24	98	1	4	8	0.4942905256206297	0.6480967886338692
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	22	25	27	0	4	8	1.0784762573475621	1.036479812955445
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	22	25	27	1	4	8	1.006293183631719	1.6764407811347735
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	23	26	40	0	4	8	0.9092272042339942	0.9366202823500199
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	23	26	40	1	4	8	1.1234341069623273	1.2097028825327274
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	24	29	67	0	4	8	0.8770504747238952	1.2102881256722833
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	24	29	67	1	4	8	0.45673227493379853	0.44740093170816864
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	25	30	100	0	4	7	0.8032767052914029	0.9174006116696724
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	25	30	100	1	3	7	0.9444390719888678	0.9602581823804656
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	26	31	75	0	4	8	1.1060047024689568	0.9804377342149829
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	26	31	75	1	4	8	0.3870496073440397	0.4454131489500736
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	27	32	33	0	4	8	0.8535508542582417	0.9195731574410336
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	27	32	33	1	4	8	0.8205732276204096	0.8440598111486096
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	28	34	117	0	5	9	1.0112706275005467	1.3441599328462346
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	28	34	117	1	4	9	0.600436334869233	0.57969051910737
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	29	35	72	0	5	9	0.5832920621651122	0.8475259740706869
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	29	35	72	1	4	9	0.3913316896785608	0.3959060430014478
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	30	37	46	0	4	8	0.6632352931679655	0.7741834526114234
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	30	37	46	1	4	8	0.6653092963556135	0.7106301445036255
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	31	38	41	0	4	8	0.914779195593437	0.7914417084922936
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	31	38	41	1	4	8	0.7700509627990082	0.821744155986015
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	32	42	107	0	4	7	0.7496841969428292	0.828026417857782
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	32	42	107	1	3	7	0.8592079954443191	0.9789762535557376
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	33	44	45	0	4	8	0.7216793747235022	0.7231631795790537
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	33	44	45	1	4	8	0.7506625294091795	1.010076036813968
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	34	49	82	0	4	8	0.7420877411003717	0.6349795830913953
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	34	49	82	1	4	8	0.635867121915268	0.7982310537983347
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	35	50	105	0	4	7	0.993731382428775	1.2578997561970875
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	35	50	105	1	3	7	0.9244525434014699	0.8276948819166907
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	36	51	52	0	4	8	0.6716960579160524	0.6419265822497475
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	36	51	52	1	4	8	0.6259508539312093	0.6724661490147807
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	37	53	116	0	4	7	0.6288578147861652	0.6841265709608992
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	37	53	116	1	3	7	0.7777640890879105	0.81662687078915
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	38	54	90	0	4	7	0.5667066459277431	0.6162581555970095
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	38	54	90	1	3	7	0.979485797656518	1.014452723393104
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	39	55	120	0	4	8	0.5790055995225353	0.5484996867342647
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	39	55	120	1	4	8	0.5053124233386139	0.39503784477351
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	40	56	89	0	4	8	0.570951161633587	0.5413102952564501
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	40	56	89	1	4	8	0.34062422433284556	0.3200847148219621
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	41	57	85	0	4	8	0.5620048840149618	0.5278984687292483
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	41	57	85	1	4	8	0.42484706557966884	0.4206066925381172
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	42	58	60	0	4	8	0.6230986179808433	0.5075051223674181
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	42	58	60	1	4	8	0.47481500321725545	0.4928899448454013
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	43	59	62	0	4	8	0.5456641801856386	0.5196653077998412
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	43	59	62	1	4	8	0.5198654532393983	0.5386542347435497
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	44	61	69	0	4	8	0.5197370377009602	0.4610294078263454
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	44	61	69	1	4	8	0.3957695234039025	0.4444684222776252
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	45	64	65	0	4	8	0.4996081260281669	0.43492633449599066
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	45	64	65	1	4	8	1.0091506878763847	1.2858290083647834
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	46	70	80	0	4	8	0.68112376595497	0.617410720520797
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	46	70	80	1	4	8	0.6390295475413029	0.6243695723198563
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	47	74	101	0	4	8	0.3169169494724702	0.3388897501019868
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	47	74	101	1	4	8	0.4487518943877017	0.39350566919279845
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	48	76	109	0	4	7	0.37120406285090296	0.35932620848306995
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	48	76	109	1	3	7	0.7837137083353568	0.7854956526749036
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	49	77	125	0	4	7	0.3603902690354509	0.34361639461887183
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	49	77	125	1	3	7	0.8230543764094214	0.7447902762748845
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	50	78	118	0	4	7	0.5305941320834748	0.8361606635084762
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	50	78	118	1	3	7	0.7770624787535554	0.7289554785069422
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	51	79	113	0	4	8	0.3755341731870444	0.400181441721966
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	51	79	113	1	4	8	0.5067822961715512	0.6681119386879943
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	52	81	94	0	4	7	0.485133021077105	0.3998490365162611
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	52	81	94	1	3	7	0.9824217303691338	1.0228569011665567
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	53	83	84	0	4	8	0.35983128073170995	0.32135475850688955
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	53	83	84	1	4	8	0.3072507093174003	0.4288473871659922
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	54	87	97	0	4	7	0.3307344549857457	0.28571802517562145
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	54	87	97	1	3	7	1.0679513083084755	1.0688324794189819
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	55	88	115	0	4	7	0.32681869384462203	0.29214301003055954
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	55	88	115	1	3	7	0.8392001361918131	0.8101597553809348
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	56	91	92	0	4	7	0.3210714652251941	0.3076237236611147
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	56	91	92	1	3	7	0.9767315655468121	1.0329562711366558
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	57	93	95	0	3	7	0.8871857101686513	1.024784718196845
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	57	93	95	1	4	7	0.3808174007641284	0.4530328826619285
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	58	96	112	0	3	7	0.9839593658096604	1.1147288338182335
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	58	96	112	1	4	7	0.381436052798267	0.4362487469992674
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	59	99	104	0	3	6	0.8926162299953924	0.9561562157454292
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	59	99	104	1	3	6	0.9636473318741332	0.8946736469245365
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	60	102	110	0	3	6	0.8907682268636664	0.8829849581841979
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	60	102	110	1	3	6	0.7658221921533557	0.7967306634780918
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	61	103	126	0	3	6	0.8638917827200991	0.8757430913786741
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	61	103	126	1	3	6	0.6450094563639972	0.7278792609463076
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	62	106	127	0	3	6	1.260168127591323	0.8472537623853104
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	62	106	127	1	3	6	0.6468857022209846	0.6434249023908124
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	63	108	119	0	3	6	1.0356387577437118	1.1612605046776296
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	E	63	108	119	1	3	6	0.6802152270965038	0.7007299111234989
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	0	0	123	0	6	9	0.9058291800910516	0.918526570068632
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	0	0	123	1	3	9	0.6793978254363671	0.7704300682307987
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	1	1	122	0	6	9	0.677851103958636	0.511511913568533
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	1	1	122	1	3	9	0.71330897614121	0.708597229709501
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	2	2	71	0	5	9	1.6160495831177752	1.5190400187081687
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	2	2	71	1	4	9	0.7231667426584959	0.7837270584564566
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	3	3	39	0	6	10	0.5061543332999454	0.5782167630279118
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	3	3	39	1	4	10	0.9778584448920233	0.7568739599268843
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	4	4	63	0	5	9	1.363058140419801	2.276445968721253
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	4	4	63	1	4	9	0.5557002292421782	0.5829309334252248
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	5	5	36	0	5	9	1.0004911395437976	1.2352374178951104
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	5	5	36	1	4	9	0.9168499426504588	0.7880398478589521
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	6	6	121	0	5	8	1.2151811519255908	1.1538966902196486
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	6	6	121	1	3	8	0.6660014588112669	0.6834827224841641
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	7	7	48	0	5	9	1.1583323652080215	1.1184409159371538
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	7	7	48	1	4	9	0.6993383224976102	0.5955512472021773
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	8	8	10	0	5	10	1.011894627519744	1.23811623826498
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	8	8	10	1	5	10	1.2801057458542453	1.5100448115853577
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	9	9	124	0	5	8	0.8969711385198301	1.0064465231730848
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	9	9	124	1	3	8	0.6216003586916232	0.6339744438709192
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	10	11	21	0	5	10	1.3216246045235984	1.1111082616823205
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	10	11	21	1	5	10	0.6288448847635024	0.7550779969774135
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	11	12	114	0	5	8	0.7728761756529763	0.9391069245371646
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	11	12	114	1	3	8	0.9110906589731692	0.8672186925503761
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	12	13	19	0	5	10	0.7101154670265626	0.8133273785107913
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	12	13	19	1	5	10	0.5862307368325363	0.73213405552476
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	13	14	86	0	5	9	0.7499644188721151	0.7709271614796676
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	13	14	86	1	4	9	0.3237204604911573	0.2935317702528395
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	14	15	111	0	5	8	1.0482409567002875	1.2228426868260716
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	14	15	111	1	3	8	0.8039742947102106	0.8171188825084408
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	15	16	28	0	5	9	0.564710377795301	0.5790193118067977
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	15	16	28	1	4	9	0.9743883995612052	1.2266592343365903
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	16	17	43	0	5	9	0.9979259044388603	0.855733961819694
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	16	17	43	1	4	9	0.7795581983851042	0.7255676507459885
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	17	18	47	0	6	10	0.7639882888833692	1.2570658503488414
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	17	18	47	1	4	10	1.0386907410414719	1.8411537601618582
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	18	20	68	0	5	9	0.8493977480731574	1.03411733717632
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	18	20	68	1	4	9	0.5937165120457097	0.6563228504868721
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	19	22	66	0	5	9	0.7114993149755551	0.5238669739203037
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	19	22	66	1	4	9	0.4210612148403683	0.4353477677096277
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	20	23	73	0	5	9	0.6957742850390133	0.6748854953338836
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	20	23	73	1	4	9	0.40919651950042946	0.3952905477183962
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	21	24	98	0	4	8	1.1426389346655976	1.2651119318244621
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	21	24	98	1	4	8	0.4942905256206297	0.6480967886338692
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	22	25	27	0	4	8	1.0784762573475621	1.036479812955445
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	22	25	27	1	4	8	1.006293183631719	1.6764407811347735
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	23	26	40	0	4	8	0.9092272042339942	0.9366202823500199
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	23	26	40	1	4	8	1.1234341069623273	1.2097028825327274
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	24	29	67	0	4	8	0.8770504747238952	1.2102881256722833
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	24	29	67	1	4	8	0.45673227493379853	0.44740093170816864
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	25	30	100	0	4	7	0.8032767052914029	0.9174006116696724
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	25	30	100	1	3	7	0.9444390719888678	0.9602581823804656
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	26	31	75	0	4	8	1.1060047024689568	0.9804377342149829
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	26	31	75	1	4	8	0.3870496073440397	0.4454131489500736
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	27	32	33	0	4	8	0.8535508542582417	0.9195731574410336
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	27	32	33	1	4	8	0.8205732276204096	0.8440598111486096
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	28	34	117	0	5	9	1.0112706275005467	1.3441599328462346
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	28	34	117	1	4	9	0.600436334869233	0.57969051910737
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	29	35	72	0	5	9	0.5832920621651122	0.8475259740706869
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	29	35	72	1	4	9	0.3913316896785608	0.3959060430014478
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	30	37	46	0	4	8	0.6632352931679655	0.7741834526114234
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	30	37	46	1	4	8	0.6653092963556135	0.7106301445036255
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	31	38	41	0	4	8	0.914779195593437	0.7914417084922936
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	31	38	41	1	4	8	0.7700509627990082	0.821744155986015
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	32	42	107	0	4	7	0.7496841969428292	0.828026417857782
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	32	42	107	1	3	7	0.8592079954443191	0.9789762535557376
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	33	44	45	0	4	8	0.7216793747235022	0.7231631795790537
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	33	44	45	1	4	8	0.7506625294091795	1.010076036813968
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	34	49	82	0	4	8	0.7420877411003717	0.6349795830913953
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	34	49	82	1	4	8	0.635867121915268	0.7982310537983347
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	35	50	105	0	4	7	0.993731382428775	1.2578997561970875
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	35	50	105	1	3	7	0.9244525434014699	0.8276948819166907
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	36	51	52	0	4	8	0.6716960579160524	0.6419265822497475
GIST1M_HEAD128	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	S	36	51	52	1	4	8	0.6259508539312093	0.6724661490147807
