dataset	stage	fold	plan	arm	group	dim1	dim2	local_axis	bits	group_bits	fit_sse	eval_sse
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	E	60	120	121	0	3	6	17872.62513515316	19061.27819470563
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	E	60	120	121	1	3	6	19012.72097883224	19409.160612201515
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	E	61	122	123	0	3	6	17609.98242248647	18283.372546778155
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	E	61	122	123	1	3	6	16608.511612193903	17109.191124289548
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	E	62	124	125	0	3	6	17829.537237982106	18342.369225101964
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	E	62	124	125	1	3	6	16647.777670142605	16596.726331708407
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	E	63	126	127	0	3	6	13576.874038924401	14113.595623230769
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	E	63	126	127	1	3	6	11917.845808769012	12377.840976507387
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	0	0	1	0	5	10	40414.406594070424	39203.52349278856
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	0	0	1	1	5	10	40310.44688465315	87525.30958624263
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	1	2	3	0	5	10	43954.73152896612	47858.51669057193
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	1	2	3	1	5	10	29433.46598393567	39302.3745764459
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	2	4	5	0	5	10	36507.0236354204	48346.56187279466
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	2	4	5	1	5	10	41591.484300409065	38561.14099107541
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	3	6	7	0	5	10	42309.282269878386	53140.271734067304
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	3	6	7	1	5	10	34839.66033871452	39338.60275973736
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	4	8	9	0	5	10	37364.217644874996	33870.54364535637
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	4	8	9	1	5	10	32511.87948867088	34540.211789805195
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	5	10	11	0	5	10	40512.89385331428	39271.275092078904
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	5	10	11	1	5	10	36274.32662287645	40922.07768881278
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	6	12	13	0	5	10	35280.94247110878	33314.34375717833
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	6	12	13	1	5	10	34929.622984591064	33428.53055236185
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	7	14	15	0	5	10	31910.782861116222	33101.834550463725
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	7	14	15	1	5	10	28120.91732860134	24998.57064151903
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	8	16	17	0	5	10	37440.671308256424	38699.4133865906
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	8	16	17	1	5	10	36030.520910891966	36575.2870436279
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	9	18	19	0	5	10	29173.653875535827	29033.402383290544
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	9	18	19	1	5	10	25523.33436581274	35466.68133639239
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	10	20	21	0	5	10	32737.304445429647	34240.50071252149
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	10	20	21	1	5	10	26376.655562524007	29357.957201950634
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	11	22	23	0	5	10	30844.432185544738	30844.216111943406
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	11	22	23	1	5	10	28162.166259287766	27048.962274993628
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	12	24	25	0	5	10	29424.609026938437	29331.391745347464
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	12	24	25	1	5	10	25820.148669500166	26747.468330568572
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	13	26	27	0	5	10	28660.920027579723	28662.50619297628
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	13	26	27	1	5	10	29373.06871577283	25813.70165734472
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	14	28	29	0	5	10	24880.67339990099	25450.175637148226
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	14	28	29	1	5	10	20596.065199996025	24650.28935969498
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	15	30	31	0	5	10	24475.50214937929	26398.560939504845
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	15	30	31	1	5	10	20952.546754445168	21467.394580422148
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	16	32	33	0	5	10	23872.430931224597	25124.761922857084
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	16	32	33	1	5	10	21806.88397950273	26990.041409862435
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	17	34	35	0	5	10	21442.4173995929	24596.389681839588
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	17	34	35	1	5	10	19717.474162157385	20014.853568364746
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	18	36	37	0	5	9	20731.529286534387	20462.628472917102
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	18	36	37	1	4	9	44974.62634533568	49472.04053844907
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	19	38	39	0	5	9	20608.798784585822	21783.654895685988
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	19	38	39	1	4	9	46198.79023628111	48604.25076867451
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	20	40	41	0	4	8	46894.41361599457	45198.42203443682
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	20	40	41	1	4	8	45279.020166551745	43281.331870811104
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	21	42	43	0	4	8	44609.94492640473	42126.37665489921
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	21	42	43	1	4	8	42132.61025460712	50029.82016188932
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	22	44	45	0	4	8	39585.529942883586	41340.538170294625
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	22	44	45	1	4	8	38723.38996651622	40370.80906599277
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	23	46	47	0	4	8	39273.66665692955	46096.47724558662
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	23	46	47	1	4	8	35055.67921233626	41122.25137311565
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	24	48	49	0	4	8	41422.69801501764	37808.87649658336
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	24	48	49	1	4	8	33687.35809165045	36671.87612489017
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	25	50	51	0	4	8	35165.095781212265	36370.84254024505
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	25	50	51	1	4	8	34173.726118627776	35708.023838320914
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	26	52	53	0	4	8	36970.608576959195	35992.60924425782
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	26	52	53	1	4	8	31325.152236169142	33974.756922479275
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	27	54	55	0	4	8	31995.482587150917	29382.944672528167
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	27	54	55	1	4	8	31075.9837833699	32497.896849639932
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	28	56	57	0	4	8	28627.67945495295	29908.161562783316
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	28	56	57	1	4	8	28555.434733553157	35172.00958506877
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	29	58	59	0	4	8	28432.876234555042	29584.032953436523
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	29	58	59	1	4	8	25581.41367592822	27216.360463712022
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	30	60	61	0	4	8	27826.07444960536	31519.01731402991
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	30	60	61	1	4	8	28230.375945696138	28757.76906760093
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	31	62	63	0	4	8	28226.11412180948	27223.891027475634
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	31	62	63	1	4	8	27663.535831713	25064.469392303796
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	32	64	65	0	4	8	26525.17412482508	24637.26483854097
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	32	64	65	1	4	8	27189.650883924456	24070.74662635605
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	33	66	67	0	4	8	22851.063235149828	28511.80936615573
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	33	66	67	1	4	8	21939.69274998783	21764.91476620228
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	34	68	69	0	4	8	24716.18247441885	21335.83159532355
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	34	68	69	1	4	8	19558.32958961513	20610.454748675656
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	35	70	71	0	4	8	21781.207108800838	21385.56231407706
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	35	70	71	1	4	8	20434.248089513647	21034.883605176638
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	36	72	73	0	4	8	19187.85002368931	20332.991847321653
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	36	72	73	1	4	8	20801.93716170636	22443.55601220052
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	37	74	75	0	4	8	20876.78614408592	20044.978278429164
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	37	74	75	1	4	8	19737.67136637122	18621.494813000965
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	38	76	77	0	4	8	18464.227160608854	19458.822033242133
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	38	76	77	1	4	8	18019.942681221833	19558.772952920604
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	39	78	79	0	4	8	17993.875259678396	22492.12297296347
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	39	78	79	1	4	8	16321.489111247054	16100.92944041428
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	40	80	81	0	4	8	16067.27128369973	16553.9290706557
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	40	80	81	1	4	8	17944.40311303347	16654.549429390267
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	41	82	83	0	4	8	16961.1151712969	15400.152863984333
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	41	82	83	1	4	8	16581.32296243237	17488.06571879358
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	42	84	85	0	4	8	16242.015290116211	15350.938202691072
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	42	84	85	1	4	8	17031.412580873708	15063.733186134948
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	43	86	87	0	4	8	15348.726764804229	17414.584308148427
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	43	86	87	1	4	8	15069.224304677931	16594.501319094103
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	44	88	89	0	4	8	15564.039107192453	14659.595365038635
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	44	88	89	1	4	8	15382.667922304472	14983.76814464945
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	45	90	91	0	3	6	43380.44071877062	45622.714288645875
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	45	90	91	1	3	6	41634.40530133324	41992.24242355989
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	46	92	93	0	3	6	43494.8683553598	44056.541975993576
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	46	92	93	1	3	6	39924.84213276303	43464.45880581709
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	47	94	95	0	4	7	12513.980487021072	12231.035668180592
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	47	94	95	1	3	7	39868.6779812974	39800.120838237846
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	48	96	97	0	3	6	41072.9914857175	42138.42102333522
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	48	96	97	1	3	6	39517.990473263446	41997.46797455343
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	49	98	99	0	3	6	39455.819577712115	41074.74099803071
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	49	98	99	1	3	6	36805.001827274245	41496.292685063636
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	50	100	101	0	3	6	37243.409272774414	35391.460256668
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	50	100	101	1	3	6	33546.01291624406	35366.1200134754
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	51	102	103	0	3	6	34853.09784576997	39615.12796260666
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	51	102	103	1	3	6	33357.88214645319	35218.973849953814
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	52	104	105	0	3	6	33511.245322029885	33835.50320251574
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	52	104	105	1	3	6	34478.03665108924	34511.19158287266
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	53	106	107	0	3	6	30353.4376767821	31481.66609267173
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	53	106	107	1	3	6	32714.057964842923	33714.355993263576
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	54	108	109	0	3	6	31968.761556275007	31593.938276546403
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	54	108	109	1	3	6	28174.927789763293	30464.913107470296
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	55	110	111	0	3	6	28080.866894919567	26237.795165468182
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	55	110	111	1	3	6	26193.749875607704	26484.68138212025
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	56	112	113	0	3	6	25716.002310729888	26128.111699279267
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	56	112	113	1	3	6	25384.918062809113	25807.3039297673
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	57	114	115	0	3	6	25665.46950110481	25317.09168701424
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	57	114	115	1	3	6	23507.855618820493	22893.5646508492
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	58	116	117	0	3	6	22458.345575998213	21666.792731633133
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	58	116	117	1	3	6	22408.591746973827	23110.043798090544
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	59	118	119	0	3	6	21746.339151398213	22016.993539161955
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	59	118	119	1	3	6	20897.311094585406	21653.402885301126
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	60	120	121	0	3	6	17872.62513515316	19061.27819470563
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	60	120	121	1	3	6	19012.72097883224	19409.160612201515
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	61	122	123	0	3	6	17609.98242248647	18283.372546778155
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	61	122	123	1	3	6	16608.511612193903	17109.191124289548
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	62	124	125	0	3	6	17829.537237982106	18342.369225101964
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	62	124	125	1	3	6	16647.777670142605	16596.726331708407
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	63	126	127	0	3	5	13576.874038924401	14113.595623230769
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	ADJ	S	63	126	127	1	2	5	40580.160427208175	39949.20856519329
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	0	0	16	0	4	8	103121.07829050408	125787.5010147125
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	0	0	16	1	4	8	73872.88567397495	110362.81671975834
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	1	1	41	0	4	8	99029.64524721584	103105.69242068415
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	1	1	41	1	4	8	43766.35718655928	42044.76172499014
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	2	2	7	0	4	8	105294.31278299206	101426.08407786726
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	2	2	7	1	4	8	74605.3434895672	86221.8152169579
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	3	3	5	0	4	8	127840.37512024124	115502.58437438919
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	3	3	5	1	4	8	96955.69184946595	102397.4868332034
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	4	4	50	0	4	8	105354.85263797552	96988.09995362359
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	4	4	50	1	4	8	34249.576025674934	35480.682521772134
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	5	6	18	0	4	8	118415.74516844054	130447.16669530832
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	5	6	18	1	4	8	67573.57158375971	85051.33463692163
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	6	8	58	0	5	8	37602.49639626227	34912.78349216157
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	6	8	58	1	3	8	93086.14153070611	95792.92725386505
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	7	9	32	0	4	8	89130.69572211747	93602.66922652957
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	7	9	32	1	4	8	59412.95345942902	62225.91078105749
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	8	10	48	0	4	8	102503.43875734272	97297.15538689608
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	8	10	48	1	4	8	37945.40511920925	38004.72142638832
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	9	11	33	0	4	8	94650.20476599896	102179.15236929493
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	9	11	33	1	4	8	54968.44167669873	62003.079829820796
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	10	12	55	0	4	8	95554.58124984406	90005.90242699365
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	10	12	55	1	4	8	28773.67788390153	29721.95289924596
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	11	13	23	0	4	8	91188.70014883671	91971.41895101663
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	11	13	23	1	4	8	75208.86352507051	68009.48067573094
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	12	14	21	0	4	8	86913.47730850372	93580.26763775334
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	12	14	21	1	4	8	78072.84836938104	94878.89236295428
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	13	15	45	0	4	8	71812.42728859317	68584.82985238936
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	13	15	45	1	4	8	38817.42710535838	40823.40840081353
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	14	17	34	0	4	8	83781.34449666417	96741.84575928916
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	14	17	34	1	4	8	52444.94382743222	51067.632278132296
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	15	19	20	0	4	8	84703.20127325944	89332.23301856895
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	15	19	20	1	4	8	71744.42259266903	73550.24239413154
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	16	22	44	0	4	8	80485.502097431	81634.22591712866
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	16	22	44	1	4	8	39489.57087585025	42271.62687310448
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	17	24	61	0	4	8	74415.56005969539	76072.67487386505
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	17	24	61	1	4	8	26999.396262039656	31061.762408514223
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	18	25	29	0	4	8	68408.54979816148	65522.70323593918
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	18	25	29	1	4	8	58333.118449529204	64236.373110144246
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	19	26	109	0	5	8	25494.66947497657	25328.089977397893
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	19	26	109	1	3	8	28166.03352337073	30444.551723744447
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	20	27	97	0	5	8	28291.532052364157	27785.299306027006
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	20	27	97	1	3	8	41169.19804082544	41804.190563994336
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	21	28	30	0	4	8	70863.88304417375	71914.31348509273
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	21	28	30	1	4	8	53995.14426795863	56434.24053102843
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	22	31	35	0	4	8	68765.42806931054	60265.30738545841
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	22	31	35	1	4	8	59197.68922472127	64062.56711385569
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	23	36	67	0	4	8	47410.725711329615	53196.37511519907
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	23	36	67	1	4	8	22961.25059904565	22413.569506346335
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	24	37	83	0	4	8	50818.07694724316	48607.05933044429
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	24	37	83	1	4	8	15652.79126507428	15595.59582984176
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	25	38	64	0	4	8	51709.39997993091	53474.6633693239
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	25	38	64	1	4	8	26426.04164930254	25272.793879408444
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	26	39	40	0	4	8	48208.00433048861	45207.861432639176
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	26	39	40	1	4	8	43552.490943119265	48920.02910908918
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	27	42	111	0	5	8	17042.40473640863	16615.28977435628
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	27	42	111	1	3	8	25750.632771662677	26581.303536352436
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	28	43	91	0	4	8	43717.80152784876	51716.10120657651
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	28	43	91	1	4	8	12505.776017066804	13510.48690550946
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	29	46	121	0	5	8	16049.020757940776	17301.72602024906
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	29	46	121	1	3	8	17843.227320184662	19133.609622386808
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	30	47	60	0	4	8	35757.42811395004	44039.15234276561
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	30	47	60	1	4	8	26905.29231509874	27490.291294022216
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	31	49	126	0	5	8	13076.322701363257	14018.52429769791
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	31	49	126	1	3	8	13561.070286351005	14043.09775900892
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	32	51	115	0	5	8	13782.256727373846	13758.97290022848
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	32	51	115	1	3	8	23506.889084756414	22885.55642293395
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	33	52	112	0	5	8	13993.333683423136	14042.651686294748
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	33	52	112	1	3	8	25666.10784414271	25998.523738683372
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	34	53	70	0	4	8	32394.884521159303	32960.95054060742
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	34	53	70	1	4	8	19623.84208123769	21195.417758009702
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	35	54	59	0	4	8	31559.946902459058	31383.114124354823
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	35	54	59	1	4	8	24986.345056919727	26301.780030699043
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	36	56	119	0	5	8	10848.302772668789	12174.048626480027
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	36	56	119	1	3	8	22140.431854721734	22004.283793151546
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	37	57	117	0	5	8	10376.230831490622	13632.929482669093
SIFT1M	RESIDUAL_NLIST1024	B_TO_A	CORR_GREEDY	U	37	57	117	1	3	8	22216.28223296723	22375.899325406324
